# time  hit_cache  total_cache  hit_cache/total_cache
16174.0000 4132 23239 0.1778
16174.0000 4132 23240 0.1778
16174.0000 4132 23241 0.1778
16174.0000 4132 23242 0.1778
16175.0000 4132 23243 0.1778
16176.0000 4132 23244 0.1778
16177.0000 4133 23244 0.1778
16179.0000 4133 23245 0.1778
16179.0000 4133 23246 0.1778
16180.0000 4133 23247 0.1778
16180.0000 4134 23247 0.1778
16181.0000 4135 23247 0.1779
16181.0000 4136 23247 0.1779
16182.0000 4136 23248 0.1779
16182.0000 4136 23249 0.1779
16183.0000 4136 23250 0.1779
16183.0000 4136 23251 0.1779
16184.0000 4137 23251 0.1779
16184.0000 4138 23251 0.1780
16184.0000 4139 23251 0.1780
16185.0000 4139 23252 0.1780
16185.0000 4139 23253 0.1780
16185.0000 4139 23254 0.1780
16187.0000 4139 23255 0.1780
16188.0000 4139 23256 0.1780
16188.0000 4140 23256 0.1780
16189.0000 4140 23257 0.1780
16189.0000 4140 23258 0.1780
16190.0000 4140 23259 0.1780
16191.0000 4140 23260 0.1780
16192.0000 4140 23261 0.1780
16192.0000 4140 23262 0.1780
16193.0000 4140 23263 0.1780
16193.0000 4141 23263 0.1780
16195.0000 4141 23264 0.1780
16196.0000 4141 23265 0.1780
16198.0000 4142 23265 0.1780
16198.0000 4142 23266 0.1780
16198.0000 4142 23267 0.1780
16200.0000 4142 23268 0.1780
16201.0000 4143 23268 0.1781
16202.0000 4143 23269 0.1780
16205.0000 4143 23270 0.1780
16206.0000 4143 23271 0.1780
16207.0000 4144 23271 0.1781
16210.0000 4145 23271 0.1781
16211.0000 4146 23271 0.1782
16214.0000 4146 23272 0.1782
16214.0000 4147 23272 0.1782
16215.0000 4148 23272 0.1782
16215.0000 4148 23273 0.1782
16216.0000 4149 23273 0.1783
16219.0000 4150 23273 0.1783
16221.0000 4151 23273 0.1784
16222.0000 4151 23274 0.1784
16222.0000 4151 23275 0.1783
16223.0000 4152 23275 0.1784
16224.0000 4152 23276 0.1784
16224.0000 4152 23277 0.1784
16224.0000 4153 23277 0.1784
