314	0	0
315	95	32
316	2	1
317	0	0
318	36	27
319	55	37
320	79	53
321	30	21
322	3	3
323	13	3
324	62	56
325	18	15
326	2	1
327	1	1
328	58	36
329	27	22
330	105	70
331	43	27
332	0	0
333	7	6
334	55	42
335	13	7
336	0	0
337	24	14
338	1	1
339	2	1
340	14	12
341	24	4
342	22	12
343	69	17
344	14	11
345	31	31
346	0	0
347	22	8
348	0	0
349	40	32
350	0	0
351	0	0
352	0	0
353	2	2
354	13	5
355	4	3
356	34	8
357	0	0
358	38	25
359	67	59
360	3	3
361	0	0
362	68	53
363	37	25
364	0	0
365	14	5
366	8	6
367	0	0
368	0	0
369	0	0
370	0	0
371	1	1
372	30	28
373	5	5
374	0	0
375	23	17
376	15	9
377	0	0
378	30	19
379	0	0
380	92	78
381	1	1
382	28	15
383	25	14
384	20	14
385	6	6
386	0	0
387	127	73
388	22	14
389	31	16
390	0	0
391	29	10
392	63	52
393	97	76
394	11	4
395	0	0
396	13	6
397	42	29
398	58	19
399	24	24
400	181	124
401	0	0
402	0	0
403	59	33
404	62	47
405	13	7
406	132	88
407	20	13
408	2	1
409	39	35
410	1	1
411	88	42
412	35	24
413	0	0
414	26	12
415	91	38
416	0	0
417	12	12
418	27	14
419	106	44
420	52	25
421	41	29
422	0	0
423	0	0
424	0	0
425	31	6
426	33	19
427	78	52
428	2	2
429	18	14
430	0	0
431	0	0
432	45	17
433	150	57
434	0	0
435	96	66
436	0	0
437	0	0
438	93	58
439	9	7
440	0	0
441	0	0
442	19	15
443	10	10
444	21	15
445	0	0
446	2	2
447	0	0
448	0	0
449	59	38
450	55	46
451	0	0
452	0	0
453	441	125
454	24	16
455	0	0
456	3	2
457	12	8
458	66	47
459	17	14
460	7	4
461	44	20
462	34	27
463	0	0
464	3	3
465	65	36
466	87	60
467	9	7
468	0	0
469	42	28
470	2	2
471	84	24
472	48	13
473	85	45
474	0	0
475	84	66
476	1	1
477	55	52
478	15	12
479	0	0
480	107	54
481	6	5
482	3	2
483	24	24
484	18	14
485	19	8
486	31	13
487	0	0
488	0	0
489	35	35
490	18	18
491	80	66
492	0	0
493	7	2
494	14	7
495	10	8
496	61	36
497	27	16
498	0	0
499	0	0
500	0	0
501	37	27
502	56	29
503	0	0
504	62	58
505	23	17
506	2	2
507	112	67
508	50	41
509	107	81
510	32	19
511	53	21
512	85	57
513	26	16
514	8	8
515	0	0
516	9	1
517	0	0
518	8	1
519	452	124
520	0	0
521	13	10
522	78	54
523	3	2
524	68	42
525	0	0
526	123	82
527	50	28
528	14	4
529	153	65
530	87	64
531	0	0
532	25	24
533	130	111
534	0	0
535	75	49
536	24	3
537	35	19
538	0	0
539	0	0
540	1	1
541	0	0
542	95	69
543	9	9
544	10	3
545	48	27
546	1	1
547	0	0
548	336	141
549	70	53
550	49	44
551	24	18
552	2	2
553	119	82
554	0	0
555	12	10
556	81	26
557	104	78
558	18	8
559	164	65
560	71	14
561	110	46
562	0	0
563	15	15
564	2	1
565	0	0
566	4	3
567	11	5
568	27	8
569	0	0
570	0	0
571	191	122
572	0	0
573	0	0
574	99	63
575	0	0
576	2	2
577	26	21
578	0	0
579	34	31
580	38	22
581	0	0
582	30	11
583	16	12
584	0	0
585	21	15
586	23	15
587	0	0
588	82	52
589	123	103
590	0	0
591	0	0
592	22	13
593	0	0
594	20	3
595	0	0
596	1	1
597	0	0
598	21	12
599	0	0
600	44	17
601	71	52
602	0	0
603	0	0
604	0	0
605	0	0
606	1	1
607	17	7
608	0	0
609	12	11
610	57	37
611	2	1
612	0	0
613	20	8
614	45	8
615	43	9
616	12	8
617	0	0
618	0	0
619	3	3
620	74	50
621	0	0
622	44	16
623	42	32
624	0	0
625	13	13
626	0	0
627	0	0
628	0	0
629	25	22
630	9	7
631	95	61
632	52	24
633	8	3
634	74	59
635	5	2
636	0	0
637	47	45
638	28	9
639	108	64
640	0	0
641	5	4
642	68	49
643	4	3
644	0	0
645	0	0
646	0	0
647	43	23
648	0	0
649	204	91
650	100	62
651	79	49
652	0	0
653	4	1
654	1	1
655	62	29
656	155	94
657	1	1
658	12	11
659	56	29
660	4	3
661	3	1
662	0	0
663	0	0
664	171	77
665	0	0
666	0	0
667	0	0
668	0	0
669	0	0
670	2	2
671	61	20
672	0	0
673	0	0
674	0	0
675	95	75
676	0	0
677	7	5
678	5	5
679	3	2
680	24	6
681	0	0
682	0	0
683	4	4
684	0	0
685	0	0
686	146	63
687	0	0
688	0	0
689	0	0
690	99	76
691	28	17
692	49	32
693	0	0
694	28	27
695	23	6
696	116	66
697	0	0
698	31	3
699	0	0
700	0	0
701	7	4
702	41	28
703	50	42
704	40	28
705	3	2
706	140	88
707	7	6
708	3	3
709	24	15
710	49	20
711	38	28
712	0	0
713	40	30
714	75	54
715	5	5
716	155	113
717	0	0
718	16	5
719	73	55
720	31	24
721	0	0
722	15	15
723	6	6
724	63	54
725	4	1
726	2	1
727	20	13
728	17	4
729	0	0
730	0	0
731	12	4
732	22	19
733	0	0
734	78	42
735	0	0
736	48	14
737	3	2
738	0	0
739	38	25
740	11	5
741	0	0
742	23	22
743	7	7
744	0	0
745	0	0
746	4	2
747	9	4
748	0	0
749	2	1
750	46	26
751	35	15
752	0	0
753	1	1
754	85	84
755	40	32
756	0	0
757	0	0
758	15	10
759	23	5
760	0	0
761	107	60
762	93	79
763	18	15
764	42	29
765	36	14
766	32	20
767	0	0
768	17	15
769	1	1
770	46	22
771	11	2
772	34	25
773	3	2
774	1	1
775	0	0
776	47	26
777	0	0
778	57	48
779	0	0
780	0	0
781	56	46
782	0	0
783	0	0
784	17	10
785	3	2
786	170	89
787	17	12
788	1	1
789	253	96
790	0	0
791	0	0
792	0	0
793	81	53
794	2	2
795	3	1
796	0	0
797	6	2
798	37	32
799	77	32
800	22	12
801	0	0
802	110	65
803	0	0
804	20	19
805	6	1
806	35	28
807	74	59
808	34	27
809	22	12
810	0	0
811	28	15
812	6	1
813	96	63
814	15	8
815	0	0
816	55	13
817	0	0
818	0	0
819	67	50
820	12	9
821	46	35
822	165	98
823	0	0
824	105	79
825	1	1
826	60	41
827	48	31
828	28	14
829	0	0
830	29	21
831	22	10
832	11	8
833	153	69
834	29	24
835	0	0
836	1	1
837	92	63
838	19	8
839	30	25
840	28	8
841	3	3
842	63	20
843	11	11
844	47	38
845	1	1
846	1	1
847	117	73
848	0	0
849	11	10
850	34	20
851	1	1
852	2	2
853	4	3
854	3	3
855	0	0
856	50	40
857	0	0
858	12	12
859	90	60
860	18	18
861	31	25
862	7	3
863	38	33
864	0	0
865	1	1
866	0	0
867	0	0
868	17	17
869	1	1
870	48	38
871	27	22
872	0	0
873	0	0
874	131	94
875	136	42
876	27	13
877	1	1
878	73	41
879	0	0
880	0	0
881	77	37
882	34	26
883	0	0
884	6	5
885	0	0
886	4	2
887	8	2
888	11	10
889	44	12
890	23	9
891	8	8
892	0	0
893	53	10
894	51	33
895	5	5
896	18	2
897	38	29
898	0	0
899	91	45
900	0	0
901	0	0
902	49	16
903	28	14
904	47	37
905	0	0
906	43	18
907	67	47
908	55	37
909	29	29
910	63	22
911	6	6
912	128	64
913	75	58
914	0	0
915	6	3
916	16	12
917	25	11
918	25	15
919	1	1
920	0	0
921	0	0
922	2	1
923	0	0
924	10	6
925	9	8
926	13	2
927	0	0
928	47	36
929	0	0
930	0	0
931	98	70
932	87	64
933	0	0
934	29	29
935	0	0
936	0	0
937	0	0
938	2	1
939	16	5
940	7	6
941	0	0
942	38	29
943	66	47
944	0	0
945	81	57
946	0	0
947	83	48
948	0	0
949	0	0
950	0	0
951	15	13
952	0	0
953	60	15
954	0	0
955	53	50
956	185	88
957	113	56
958	5	5
959	0	0
960	0	0
961	18	15
962	60	41
963	0	0
964	8	2
965	0	0
966	0	0
967	38	20
968	0	0
969	26	26
970	40	36
971	0	0
972	35	26
973	43	30
974	11	1
975	4	4
976	23	12
977	9	6
978	30	27
979	73	68
980	93	75
981	18	14
982	0	0
983	27	22
984	0	0
985	9	7
986	9	2
987	57	47
988	44	26
989	110	39
990	12	1
991	113	84
992	47	30
993	0	0
994	0	0
995	0	0
996	42	29
997	14	1
998	90	18
999	339	147
1000	0	0
1001	3	3
1002	33	12
1003	22	7
1004	48	23
1005	35	15
1006	24	10
1007	0	0
1008	0	0
1009	13	10
1010	0	0
1011	0	0
1012	6	6
1013	30	19
1014	0	0
1015	0	0
1016	19	9
1017	0	0
1018	259	171
1019	228	160
1020	236	161
1021	273	172
1022	252	158
1023	240	168
1024	240	157
1025	262	175
1026	223	149
1027	267	181
