# time  hit_cache  total_cache  hit_cache/total_cache
6410.0000 308 12424 0.0248
6410.0000 308 12424 0.0248
6410.0000 308 12424 0.0248
6410.0000 308 12425 0.0248
6410.0000 308 12426 0.0248
6410.0000 308 12426 0.0248
6410.0000 308 12426 0.0248
6411.0000 308 12426 0.0248
6411.0000 308 12426 0.0248
6411.0000 309 12426 0.0249
6411.0000 309 12426 0.0249
6411.0000 309 12426 0.0249
6411.0000 309 12426 0.0249
6411.0000 309 12427 0.0249
6412.0000 309 12427 0.0249
6412.0000 309 12427 0.0249
6412.0000 309 12427 0.0249
6412.0000 310 12427 0.0249
6412.0000 310 12427 0.0249
6413.0000 310 12428 0.0249
6413.0000 311 12428 0.0250
6413.0000 311 12428 0.0250
6413.0000 311 12428 0.0250
6413.0000 311 12428 0.0250
6413.0000 311 12428 0.0250
6413.0000 311 12429 0.0250
6413.0000 311 12429 0.0250
6413.0000 311 12429 0.0250
6414.0000 311 12430 0.0250
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6414.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6415.0000 312 12430 0.0251
6416.0000 312 12430 0.0251
6416.0000 312 12431 0.0251
6416.0000 312 12432 0.0251
6416.0000 312 12432 0.0251
6416.0000 312 12432 0.0251
6416.0000 313 12432 0.0252
6416.0000 314 12432 0.0253
6417.0000 314 12432 0.0253
6417.0000 315 12432 0.0253
6417.0000 315 12432 0.0253
6417.0000 315 12432 0.0253
6417.0000 315 12432 0.0253
6417.0000 315 12432 0.0253
6417.0000 316 12432 0.0254
6417.0000 316 12432 0.0254
6417.0000 316 12433 0.0254
6417.0000 316 12434 0.0254
6417.0000 316 12435 0.0254
6418.0000 316 12435 0.0254
6418.0000 316 12435 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6418.0000 316 12436 0.0254
6419.0000 316 12436 0.0254
6419.0000 316 12436 0.0254
6419.0000 316 12436 0.0254
6419.0000 316 12437 0.0254
6419.0000 316 12438 0.0254
6419.0000 316 12438 0.0254
6419.0000 316 12438 0.0254
6419.0000 316 12438 0.0254
6419.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6420.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12438 0.0254
6421.0000 316 12439 0.0254
6421.0000 316 12439 0.0254
6422.0000 317 12439 0.0255
6422.0000 317 12439 0.0255
6422.0000 317 12440 0.0255
6422.0000 317 12441 0.0255
6422.0000 317 12441 0.0255
6423.0000 317 12441 0.0255
6423.0000 317 12441 0.0255
6423.0000 317 12442 0.0255
6423.0000 317 12442 0.0255
6423.0000 317 12442 0.0255
6423.0000 317 12442 0.0255
6423.0000 317 12442 0.0255
6423.0000 317 12443 0.0255
6423.0000 317 12444 0.0255
6423.0000 317 12444 0.0255
6423.0000 317 12445 0.0255
6423.0000 317 12445 0.0255
6423.0000 317 12445 0.0255
6423.0000 317 12445 0.0255
6423.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6424.0000 317 12445 0.0255
6425.0000 317 12445 0.0255
6425.0000 317 12446 0.0255
6425.0000 317 12446 0.0255
6425.0000 317 12446 0.0255
6426.0000 318 12446 0.0256
6426.0000 318 12446 0.0256
6426.0000 318 12446 0.0256
6426.0000 318 12446 0.0256
6427.0000 318 12447 0.0255
6427.0000 318 12448 0.0255
6427.0000 318 12448 0.0255
6427.0000 318 12448 0.0255
6427.0000 318 12448 0.0255
6427.0000 318 12449 0.0255
6427.0000 318 12450 0.0255
6427.0000 318 12450 0.0255
6427.0000 318 12451 0.0255
6427.0000 318 12452 0.0255
6427.0000 318 12452 0.0255
6427.0000 318 12452 0.0255
6428.0000 318 12452 0.0255
6428.0000 318 12453 0.0255
6428.0000 318 12454 0.0255
6428.0000 318 12454 0.0255
6429.0000 318 12455 0.0255
6429.0000 318 12455 0.0255
6429.0000 318 12455 0.0255
6429.0000 318 12455 0.0255
6429.0000 318 12455 0.0255
6429.0000 318 12455 0.0255
6430.0000 318 12455 0.0255
6430.0000 318 12455 0.0255
6430.0000 318 12455 0.0255
6430.0000 319 12455 0.0256
6430.0000 319 12455 0.0256
6430.0000 319 12455 0.0256
6430.0000 319 12456 0.0256
6430.0000 319 12457 0.0256
6430.0000 319 12458 0.0256
6430.0000 319 12459 0.0256
6430.0000 319 12459 0.0256
6431.0000 319 12460 0.0256
6431.0000 319 12461 0.0256
6431.0000 319 12461 0.0256
6431.0000 319 12461 0.0256
6431.0000 319 12462 0.0256
6431.0000 319 12463 0.0256
6431.0000 319 12463 0.0256
6431.0000 319 12463 0.0256
6431.0000 319 12463 0.0256
6431.0000 319 12463 0.0256
6431.0000 319 12464 0.0256
6431.0000 319 12464 0.0256
6431.0000 319 12464 0.0256
6432.0000 319 12465 0.0256
6432.0000 319 12466 0.0256
6432.0000 319 12466 0.0256
6432.0000 319 12467 0.0256
6432.0000 319 12468 0.0256
6432.0000 319 12468 0.0256
6432.0000 319 12468 0.0256
6433.0000 319 12468 0.0256
6433.0000 319 12468 0.0256
6433.0000 319 12468 0.0256
6434.0000 319 12469 0.0256
6434.0000 319 12469 0.0256
6434.0000 319 12469 0.0256
6434.0000 319 12470 0.0256
6434.0000 319 12470 0.0256
6434.0000 319 12470 0.0256
6435.0000 319 12471 0.0256
6435.0000 319 12471 0.0256
6435.0000 319 12471 0.0256
6435.0000 319 12472 0.0256
6435.0000 319 12472 0.0256
6435.0000 319 12472 0.0256
6435.0000 319 12472 0.0256
6435.0000 319 12472 0.0256
6436.0000 319 12472 0.0256
6436.0000 319 12472 0.0256
6436.0000 319 12473 0.0256
6436.0000 319 12473 0.0256
6436.0000 319 12473 0.0256
6437.0000 319 12473 0.0256
6437.0000 319 12474 0.0256
6437.0000 319 12474 0.0256
6437.0000 319 12475 0.0256
6437.0000 319 12475 0.0256
6437.0000 319 12475 0.0256
6437.0000 319 12476 0.0256
6438.0000 319 12476 0.0256
6438.0000 319 12476 0.0256
6438.0000 319 12476 0.0256
6438.0000 319 12477 0.0256
6438.0000 319 12478 0.0256
6438.0000 320 12478 0.0256
6438.0000 320 12478 0.0256
6438.0000 321 12478 0.0257
6439.0000 321 12478 0.0257
6439.0000 321 12478 0.0257
6439.0000 321 12479 0.0257
6439.0000 321 12480 0.0257
6439.0000 321 12480 0.0257
6439.0000 321 12480 0.0257
6439.0000 321 12480 0.0257
6439.0000 321 12480 0.0257
6439.0000 322 12480 0.0258
6439.0000 322 12480 0.0258
6439.0000 323 12480 0.0259
6439.0000 323 12480 0.0259
6439.0000 323 12480 0.0259
6440.0000 323 12481 0.0259
6440.0000 323 12482 0.0259
6440.0000 323 12483 0.0259
6440.0000 324 12483 0.0260
6441.0000 324 12484 0.0260
6441.0000 324 12484 0.0260
6441.0000 324 12484 0.0260
6441.0000 324 12485 0.0260
6441.0000 324 12485 0.0260
6441.0000 325 12485 0.0260
6442.0000 325 12486 0.0260
6442.0000 325 12487 0.0260
6442.0000 325 12487 0.0260
6442.0000 325 12487 0.0260
6443.0000 325 12488 0.0260
6443.0000 325 12488 0.0260
6443.0000 325 12489 0.0260
6443.0000 325 12489 0.0260
6443.0000 325 12489 0.0260
6443.0000 325 12489 0.0260
6443.0000 325 12489 0.0260
6443.0000 325 12489 0.0260
6444.0000 325 12489 0.0260
6444.0000 325 12490 0.0260
6444.0000 326 12490 0.0261
6444.0000 326 12490 0.0261
6444.0000 326 12490 0.0261
6444.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6445.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6446.0000 326 12490 0.0261
6447.0000 326 12490 0.0261
6447.0000 326 12490 0.0261
6447.0000 326 12490 0.0261
6447.0000 327 12490 0.0262
6447.0000 327 12490 0.0262
6447.0000 327 12491 0.0262
6447.0000 327 12492 0.0262
6447.0000 327 12493 0.0262
6448.0000 327 12493 0.0262
6448.0000 327 12493 0.0262
6448.0000 328 12493 0.0263
6448.0000 328 12494 0.0263
6448.0000 328 12494 0.0263
6448.0000 329 12494 0.0263
6448.0000 329 12495 0.0263
6448.0000 329 12496 0.0263
6448.0000 329 12497 0.0263
6449.0000 329 12497 0.0263
6449.0000 329 12497 0.0263
6449.0000 329 12497 0.0263
6449.0000 329 12498 0.0263
6449.0000 329 12498 0.0263
6449.0000 330 12498 0.0264
6450.0000 331 12498 0.0265
6450.0000 331 12498 0.0265
6450.0000 331 12498 0.0265
6450.0000 331 12498 0.0265
6450.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12498 0.0265
6451.0000 331 12499 0.0265
6451.0000 331 12499 0.0265
6452.0000 331 12499 0.0265
6452.0000 331 12500 0.0265
6452.0000 332 12500 0.0266
6452.0000 332 12500 0.0266
6452.0000 332 12501 0.0266
6452.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6453.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6454.0000 332 12502 0.0266
6455.0000 332 12503 0.0266
6455.0000 332 12503 0.0266
6455.0000 332 12503 0.0266
6455.0000 332 12503 0.0266
6455.0000 332 12503 0.0266
6455.0000 332 12503 0.0266
6456.0000 332 12504 0.0266
6456.0000 332 12505 0.0265
6456.0000 332 12505 0.0265
6456.0000 332 12505 0.0265
6456.0000 332 12506 0.0265
6456.0000 332 12506 0.0265
6456.0000 332 12506 0.0265
6456.0000 332 12506 0.0265
6457.0000 332 12506 0.0265
6457.0000 332 12506 0.0265
6457.0000 332 12506 0.0265
6457.0000 332 12507 0.0265
6457.0000 332 12508 0.0265
6457.0000 332 12508 0.0265
6457.0000 332 12508 0.0265
6457.0000 332 12508 0.0265
6457.0000 332 12509 0.0265
6457.0000 332 12509 0.0265
6458.0000 332 12510 0.0265
6458.0000 332 12510 0.0265
6458.0000 332 12510 0.0265
6459.0000 332 12510 0.0265
6459.0000 332 12510 0.0265
6460.0000 332 12510 0.0265
6460.0000 332 12510 0.0265
6460.0000 332 12511 0.0265
6460.0000 332 12511 0.0265
6460.0000 332 12511 0.0265
6460.0000 332 12511 0.0265
6460.0000 332 12512 0.0265
6460.0000 332 12513 0.0265
6460.0000 332 12513 0.0265
6461.0000 332 12513 0.0265
6461.0000 332 12514 0.0265
6461.0000 332 12514 0.0265
6461.0000 332 12514 0.0265
6461.0000 332 12515 0.0265
6461.0000 332 12515 0.0265
6461.0000 332 12515 0.0265
6462.0000 332 12515 0.0265
6462.0000 332 12515 0.0265
6462.0000 332 12516 0.0265
6462.0000 332 12516 0.0265
6462.0000 332 12516 0.0265
6462.0000 332 12516 0.0265
6462.0000 332 12517 0.0265
6462.0000 332 12517 0.0265
6462.0000 332 12518 0.0265
6462.0000 332 12518 0.0265
6462.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6463.0000 332 12518 0.0265
6464.0000 332 12518 0.0265
6464.0000 332 12518 0.0265
6464.0000 332 12518 0.0265
6464.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 332 12518 0.0265
6465.0000 333 12518 0.0266
6465.0000 333 12518 0.0266
6465.0000 333 12518 0.0266
6466.0000 333 12518 0.0266
6466.0000 333 12518 0.0266
6466.0000 333 12519 0.0266
6466.0000 333 12519 0.0266
6467.0000 333 12519 0.0266
6467.0000 333 12519 0.0266
6467.0000 333 12520 0.0266
6467.0000 333 12521 0.0266
6467.0000 333 12521 0.0266
6467.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12521 0.0266
6468.0000 333 12522 0.0266
6468.0000 333 12522 0.0266
6469.0000 333 12523 0.0266
6469.0000 333 12524 0.0266
6469.0000 333 12524 0.0266
6469.0000 333 12524 0.0266
6469.0000 333 12524 0.0266
6469.0000 333 12524 0.0266
6470.0000 333 12524 0.0266
6470.0000 333 12525 0.0266
6470.0000 333 12526 0.0266
6470.0000 333 12526 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12527 0.0266
6471.0000 333 12528 0.0266
6471.0000 333 12528 0.0266
6471.0000 333 12528 0.0266
6472.0000 333 12528 0.0266
6472.0000 333 12528 0.0266
6472.0000 333 12528 0.0266
6472.0000 333 12529 0.0266
6472.0000 333 12529 0.0266
6473.0000 334 12529 0.0267
6473.0000 334 12529 0.0267
6473.0000 334 12529 0.0267
6473.0000 334 12529 0.0267
6473.0000 334 12529 0.0267
6473.0000 335 12529 0.0267
6473.0000 335 12529 0.0267
6473.0000 335 12529 0.0267
6474.0000 335 12529 0.0267
6474.0000 335 12530 0.0267
6474.0000 335 12530 0.0267
6474.0000 335 12530 0.0267
6474.0000 335 12530 0.0267
6475.0000 335 12531 0.0267
6475.0000 335 12532 0.0267
6475.0000 335 12533 0.0267
6475.0000 335 12534 0.0267
6475.0000 335 12535 0.0267
6476.0000 335 12535 0.0267
6476.0000 335 12535 0.0267
6476.0000 335 12535 0.0267
6476.0000 335 12535 0.0267
6476.0000 335 12536 0.0267
6476.0000 335 12537 0.0267
6477.0000 335 12537 0.0267
6477.0000 335 12537 0.0267
6477.0000 336 12537 0.0268
6477.0000 336 12537 0.0268
6477.0000 336 12537 0.0268
6477.0000 336 12537 0.0268
6477.0000 336 12537 0.0268
6477.0000 337 12537 0.0269
6477.0000 338 12537 0.0270
6477.0000 338 12537 0.0270
6478.0000 338 12538 0.0270
6478.0000 338 12538 0.0270
6478.0000 338 12538 0.0270
6478.0000 338 12538 0.0270
6478.0000 338 12538 0.0270
6479.0000 339 12538 0.0270
6479.0000 339 12538 0.0270
6479.0000 339 12538 0.0270
6479.0000 339 12538 0.0270
6479.0000 339 12538 0.0270
6479.0000 339 12539 0.0270
6480.0000 339 12539 0.0270
6480.0000 340 12539 0.0271
6480.0000 340 12539 0.0271
6480.0000 340 12539 0.0271
6480.0000 340 12539 0.0271
6480.0000 340 12539 0.0271
6480.0000 340 12540 0.0271
6480.0000 340 12540 0.0271
6480.0000 340 12540 0.0271
6481.0000 340 12540 0.0271
6481.0000 340 12540 0.0271
6481.0000 341 12540 0.0272
6481.0000 341 12540 0.0272
6481.0000 341 12540 0.0272
6481.0000 341 12540 0.0272
6481.0000 341 12540 0.0272
6481.0000 341 12541 0.0272
6481.0000 341 12542 0.0272
6481.0000 341 12542 0.0272
6481.0000 342 12542 0.0273
6481.0000 342 12542 0.0273
6482.0000 342 12543 0.0273
6482.0000 342 12543 0.0273
6482.0000 343 12543 0.0273
6482.0000 343 12543 0.0273
6482.0000 343 12543 0.0273
6482.0000 343 12543 0.0273
6483.0000 343 12543 0.0273
6483.0000 343 12543 0.0273
6483.0000 343 12543 0.0273
6483.0000 343 12543 0.0273
6483.0000 343 12543 0.0273
6484.0000 343 12543 0.0273
6484.0000 343 12543 0.0273
6484.0000 343 12543 0.0273
6484.0000 343 12544 0.0273
6484.0000 343 12544 0.0273
6484.0000 343 12544 0.0273
6484.0000 343 12544 0.0273
6485.0000 343 12544 0.0273
6485.0000 343 12545 0.0273
6485.0000 343 12546 0.0273
6485.0000 343 12546 0.0273
6485.0000 344 12546 0.0274
6485.0000 344 12546 0.0274
6485.0000 344 12546 0.0274
6485.0000 344 12547 0.0274
6485.0000 344 12547 0.0274
6485.0000 344 12547 0.0274
6486.0000 344 12547 0.0274
6486.0000 344 12547 0.0274
6486.0000 344 12547 0.0274
6486.0000 344 12548 0.0274
6486.0000 345 12548 0.0275
6486.0000 345 12548 0.0275
6486.0000 346 12548 0.0276
6486.0000 346 12549 0.0276
6486.0000 346 12549 0.0276
6486.0000 346 12549 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12550 0.0276
6487.0000 346 12551 0.0276
6487.0000 346 12552 0.0276
6487.0000 346 12552 0.0276
6488.0000 346 12552 0.0276
6488.0000 346 12552 0.0276
6488.0000 346 12552 0.0276
6488.0000 346 12552 0.0276
6488.0000 347 12552 0.0276
6488.0000 347 12552 0.0276
6488.0000 347 12553 0.0276
6488.0000 347 12554 0.0276
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6489.0000 348 12554 0.0277
6490.0000 348 12554 0.0277
6490.0000 348 12554 0.0277
6490.0000 348 12554 0.0277
6490.0000 348 12554 0.0277
6490.0000 349 12554 0.0278
6490.0000 349 12554 0.0278
6490.0000 349 12554 0.0278
6490.0000 349 12554 0.0278
6491.0000 349 12554 0.0278
6491.0000 349 12554 0.0278
6491.0000 349 12554 0.0278
6491.0000 350 12554 0.0279
6491.0000 350 12554 0.0279
6491.0000 350 12554 0.0279
6491.0000 350 12555 0.0279
6491.0000 350 12555 0.0279
6492.0000 350 12555 0.0279
6492.0000 350 12556 0.0279
6492.0000 350 12556 0.0279
6492.0000 351 12556 0.0280
6492.0000 351 12556 0.0280
6492.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12556 0.0280
6493.0000 351 12557 0.0280
6493.0000 351 12557 0.0280
6493.0000 351 12558 0.0280
6493.0000 351 12559 0.0279
6493.0000 351 12559 0.0279
6494.0000 351 12560 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6494.0000 351 12561 0.0279
6495.0000 351 12561 0.0279
6495.0000 351 12561 0.0279
6495.0000 351 12561 0.0279
6495.0000 351 12562 0.0279
6495.0000 351 12562 0.0279
6495.0000 351 12562 0.0279
6496.0000 351 12562 0.0279
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6496.0000 352 12562 0.0280
6497.0000 352 12563 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12564 0.0280
6497.0000 352 12565 0.0280
6497.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6498.0000 352 12566 0.0280
6499.0000 352 12566 0.0280
6499.0000 352 12566 0.0280
6499.0000 352 12566 0.0280
6499.0000 352 12567 0.0280
6499.0000 352 12568 0.0280
6499.0000 353 12568 0.0281
6499.0000 353 12568 0.0281
6499.0000 353 12568 0.0281
6499.0000 353 12568 0.0281
6500.0000 353 12568 0.0281
6500.0000 353 12568 0.0281
6500.0000 353 12568 0.0281
6500.0000 353 12568 0.0281
6500.0000 353 12568 0.0281
6500.0000 353 12569 0.0281
6500.0000 353 12569 0.0281
6500.0000 353 12569 0.0281
6501.0000 353 12569 0.0281
6501.0000 353 12570 0.0281
6501.0000 353 12570 0.0281
6501.0000 353 12570 0.0281
6501.0000 353 12570 0.0281
6502.0000 353 12570 0.0281
6502.0000 353 12570 0.0281
6502.0000 353 12571 0.0281
6502.0000 353 12572 0.0281
6502.0000 353 12572 0.0281
6503.0000 353 12572 0.0281
6503.0000 353 12572 0.0281
6503.0000 353 12572 0.0281
6503.0000 353 12572 0.0281
6503.0000 353 12572 0.0281
6503.0000 353 12573 0.0281
6503.0000 353 12573 0.0281
6503.0000 353 12573 0.0281
6503.0000 353 12573 0.0281
6503.0000 353 12574 0.0281
6503.0000 353 12574 0.0281
6503.0000 353 12575 0.0281
6503.0000 353 12575 0.0281
6504.0000 353 12575 0.0281
6504.0000 353 12575 0.0281
6504.0000 353 12575 0.0281
6504.0000 353 12576 0.0281
6504.0000 353 12577 0.0281
6504.0000 353 12577 0.0281
6505.0000 353 12577 0.0281
6505.0000 353 12577 0.0281
6505.0000 353 12577 0.0281
6505.0000 354 12577 0.0281
6505.0000 354 12578 0.0281
6505.0000 354 12579 0.0281
6506.0000 354 12580 0.0281
6506.0000 354 12580 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6506.0000 354 12581 0.0281
6507.0000 354 12581 0.0281
6507.0000 354 12581 0.0281
6507.0000 355 12581 0.0282
6507.0000 355 12582 0.0282
6507.0000 355 12582 0.0282
6507.0000 355 12582 0.0282
6507.0000 355 12582 0.0282
6507.0000 355 12582 0.0282
6507.0000 355 12583 0.0282
6507.0000 355 12584 0.0282
6508.0000 355 12584 0.0282
6508.0000 355 12584 0.0282
6508.0000 355 12585 0.0282
6508.0000 355 12586 0.0282
6508.0000 355 12587 0.0282
6509.0000 355 12587 0.0282
6509.0000 355 12588 0.0282
6509.0000 355 12589 0.0282
6509.0000 355 12589 0.0282
6509.0000 355 12589 0.0282
6509.0000 355 12589 0.0282
6509.0000 355 12589 0.0282
6510.0000 355 12589 0.0282
6510.0000 355 12589 0.0282
6510.0000 355 12589 0.0282
