# host  
2
# time  upstreamTraffic  downstreamTraffic 
58738.0  0.0  0.0
58740.0  0.0  0.0
58742.0  0.0  0.0
58744.0  0.0  0.0
58746.0  0.0  807.0
58748.0  0.0  0.0
58750.0  0.0  0.0
58752.0  0.0  0.0
58754.0  0.0  0.0
58756.0  0.0  0.0
58758.0  0.0  0.0
58760.0  0.0  0.0
58762.0  0.0  0.0
58764.0  0.0  0.0
58766.0  0.0  0.0
58768.0  0.0  13156.0
58770.0  0.0  18353.0
58772.0  0.0  99.0
58774.0  0.0  0.0
58776.0  0.0  0.0
58778.0  0.0  0.0
58780.0  0.0  0.0
58782.0  0.0  0.0
58784.0  0.0  0.0
58786.0  0.0  0.0
58788.0  0.0  0.0
58790.0  0.0  0.0
58792.0  0.0  0.0
58794.0  0.0  0.0
58796.0  0.0  0.0
58798.0  0.0  0.0
58800.0  0.0  0.0
58802.0  0.0  0.0
58804.0  0.0  0.0
58806.0  0.0  0.0
58808.0  0.0  0.0
58810.0  0.0  0.0
58812.0  0.0  0.0
58814.0  0.0  0.0
58816.0  0.0  0.0
58818.0  0.0  0.0
58820.0  0.0  0.0
58822.0  0.0  0.0
58824.0  0.0  0.0
58826.0  0.0  0.0
58828.0  0.0  0.0
58830.0  0.0  0.0
58832.0  10321.0  10321.0
58834.0  0.0  0.0
58836.0  0.0  0.0
58838.0  0.0  0.0
58840.0  0.0  0.0
58842.0  0.0  0.0
58844.0  0.0  0.0
58846.0  0.0  0.0
58848.0  0.0  0.0
58850.0  63796.0  63796.0
58852.0  807.0  807.0
58854.0  0.0  0.0
58856.0  0.0  0.0
58858.0  0.0  0.0
58860.0  0.0  0.0
58862.0  0.0  0.0
58864.0  4134.0  4134.0
58866.0  98380.0  98380.0
58868.0  220.0  220.0
58870.0  1425.0  1425.0
58872.0  217989.0  217989.0
58874.0  0.0  0.0
58876.0  0.0  0.0
58878.0  0.0  0.0
58880.0  0.0  0.0
58882.0  0.0  0.0
58884.0  0.0  0.0
58886.0  27422.0  66112.0
58888.0  18452.0  18452.0
58890.0  33774.0  33774.0
58892.0  19241.0  19241.0
58894.0  1403.0  1403.0
58896.0  1614.0  1614.0
58898.0  34630.0  34630.0
58900.0  18535.0  18535.0
58902.0  8112.0  8112.0
58904.0  41883.0  41883.0
58906.0  0.0  0.0
58908.0  0.0  0.0
58910.0  0.0  0.0
58912.0  0.0  0.0
58914.0  0.0  0.0
58916.0  0.0  0.0
58918.0  0.0  0.0
58920.0  0.0  0.0
58922.0  0.0  0.0
58924.0  0.0  0.0
58926.0  52237.0  52237.0
58928.0  27422.0  27422.0
58930.0  0.0  0.0
58932.0  0.0  0.0
58934.0  27543.0  27543.0
58936.0  1304.0  1304.0
58938.0  0.0  0.0
58940.0  0.0  0.0
58942.0  0.0  0.0
58944.0  0.0  0.0
58946.0  0.0  0.0
58948.0  0.0  0.0
58950.0  0.0  25422.0
58952.0  0.0  24625.0
58954.0  0.0  121.0
58956.0  0.0  0.0
58958.0  0.0  0.0
58960.0  0.0  0.0
58962.0  0.0  0.0
58964.0  0.0  0.0
58966.0  0.0  0.0
58968.0  0.0  0.0
58970.0  0.0  0.0
58972.0  0.0  0.0
58974.0  0.0  0.0
58976.0  0.0  0.0
58978.0  81440.0  81440.0
58980.0  693566.0  693566.0
58982.0  0.0  0.0
58984.0  0.0  0.0
58986.0  1597.0  1597.0
58988.0  0.0  0.0
58990.0  0.0  0.0
58992.0  0.0  0.0
58994.0  807.0  807.0
58996.0  0.0  0.0
58998.0  0.0  0.0
59000.0  27397.0  27397.0
59002.0  807.0  807.0
59004.0  0.0  0.0
59006.0  0.0  0.0
59008.0  0.0  0.0
59010.0  0.0  28613.0
59012.0  0.0  38.0
59014.0  845.0  1652.0
59016.0  27823.0  27944.0
59018.0  0.0  0.0
59020.0  0.0  0.0
59022.0  0.0  0.0
59024.0  0.0  0.0
59026.0  0.0  0.0
59028.0  0.0  0.0
59030.0  0.0  0.0
59032.0  0.0  0.0
59034.0  807.0  807.0
59036.0  0.0  0.0
59038.0  0.0  0.0
59040.0  0.0  0.0
59042.0  0.0  0.0
59044.0  0.0  0.0
59046.0  0.0  0.0
59048.0  0.0  0.0
59050.0  0.0  0.0
59052.0  0.0  0.0
59054.0  0.0  0.0
59056.0  0.0  0.0
59058.0  0.0  0.0
59060.0  0.0  0.0
59062.0  0.0  0.0
59064.0  0.0  0.0
59066.0  0.0  0.0
59068.0  0.0  0.0
59070.0  0.0  0.0
59072.0  0.0  0.0
59074.0  0.0  0.0
59076.0  0.0  0.0
59078.0  0.0  0.0
59080.0  0.0  0.0
59082.0  0.0  0.0
59084.0  0.0  0.0
59086.0  0.0  0.0
59088.0  0.0  0.0
59090.0  0.0  0.0
59092.0  0.0  0.0
59094.0  0.0  0.0
59096.0  99.0  99.0
59098.0  0.0  0.0
59100.0  0.0  0.0
59102.0  124.0  124.0
59104.0  0.0  0.0
59106.0  0.0  0.0
59108.0  0.0  0.0
59110.0  0.0  0.0
59112.0  0.0  0.0
59114.0  0.0  0.0
59116.0  0.0  0.0
59118.0  0.0  0.0
59120.0  99.0  99.0
59122.0  35249.0  35249.0
59124.0  0.0  0.0
59126.0  99.0  198.0
59128.0  12719.0  12719.0
59130.0  0.0  0.0
59132.0  0.0  0.0
59134.0  0.0  0.0
59136.0  0.0  0.0
59138.0  0.0  0.0
59140.0  0.0  0.0
59142.0  0.0  0.0
59144.0  92211.0  92211.0
59146.0  33772.0  33772.0
59148.0  99.0  99.0
59150.0  0.0  92211.0
59152.0  50066.0  50066.0
59154.0  19784.0  19784.0
59156.0  0.0  0.0
59158.0  0.0  0.0
59160.0  0.0  0.0
59162.0  0.0  0.0
59164.0  0.0  0.0
59166.0  0.0  0.0
59168.0  0.0  0.0
59170.0  0.0  0.0
59172.0  0.0  0.0
59174.0  0.0  0.0
59176.0  807.0  807.0
59178.0  0.0  0.0
59180.0  0.0  0.0
59182.0  0.0  0.0
59184.0  0.0  0.0
59186.0  0.0  0.0
59188.0  0.0  0.0
59190.0  0.0  0.0
59192.0  0.0  0.0
59194.0  0.0  24168.0
59196.0  0.0  681303.0
59198.0  0.0  0.0
59200.0  0.0  0.0
59202.0  0.0  0.0
59204.0  0.0  0.0
59206.0  0.0  0.0
59208.0  0.0  0.0
59210.0  0.0  0.0
59212.0  0.0  0.0
59214.0  0.0  0.0
59216.0  0.0  0.0
59218.0  0.0  0.0
59220.0  121.0  928.0
59222.0  31006.0  31006.0
59224.0  50873.0  50873.0
59226.0  20591.0  20591.0
59228.0  220.0  220.0
59230.0  85222.0  85222.0
59232.0  92310.0  92310.0
59234.0  159.0  159.0
59236.0  32100.0  32100.0
59238.0  47077.0  47077.0
59240.0  0.0  0.0
59242.0  0.0  0.0
59244.0  0.0  92211.0
59246.0  0.0  0.0
59248.0  0.0  0.0
59250.0  0.0  0.0
59252.0  0.0  0.0
59254.0  0.0  0.0
59256.0  0.0  0.0
59258.0  0.0  0.0
59260.0  0.0  0.0
59262.0  0.0  0.0
59264.0  0.0  0.0
59266.0  0.0  0.0
59268.0  0.0  0.0
59270.0  0.0  0.0
59272.0  0.0  0.0
59274.0  0.0  0.0
59276.0  0.0  0.0
59278.0  0.0  0.0
59280.0  0.0  0.0
59282.0  0.0  0.0
59284.0  0.0  0.0
59286.0  0.0  0.0
59288.0  0.0  0.0
59290.0  0.0  0.0
59292.0  0.0  0.0
59294.0  0.0  0.0
59296.0  807.0  807.0
59298.0  141513.0  141513.0
59300.0  242.0  242.0
59302.0  50019.0  50019.0
59304.0  99.0  99.0
59306.0  0.0  0.0
59308.0  0.0  0.0
59310.0  0.0  0.0
59312.0  0.0  0.0
59314.0  0.0  0.0
59316.0  0.0  0.0
59318.0  0.0  0.0
59320.0  0.0  0.0
59322.0  0.0  0.0
59324.0  807.0  807.0
59326.0  0.0  0.0
59328.0  0.0  0.0
59330.0  0.0  0.0
59332.0  0.0  0.0
59334.0  0.0  0.0
59336.0  0.0  0.0
59338.0  0.0  0.0
59340.0  0.0  0.0
59342.0  0.0  0.0
59344.0  0.0  0.0
59346.0  32001.0  32001.0
59348.0  0.0  0.0
59350.0  0.0  0.0
59352.0  0.0  0.0
59354.0  198.0  198.0
59356.0  0.0  0.0
59358.0  124.0  124.0
59360.0  0.0  0.0
59362.0  0.0  0.0
59364.0  0.0  0.0
59366.0  0.0  0.0
59368.0  0.0  0.0
59370.0  0.0  0.0
59372.0  0.0  0.0
59374.0  0.0  0.0
59376.0  0.0  0.0
59378.0  0.0  0.0
59380.0  0.0  0.0
59382.0  0.0  0.0
59384.0  0.0  0.0
59386.0  0.0  0.0
59388.0  0.0  0.0
59390.0  0.0  0.0
59392.0  0.0  0.0
59394.0  0.0  0.0
59396.0  0.0  0.0
59398.0  0.0  0.0
59400.0  0.0  0.0
59402.0  0.0  0.0
59404.0  0.0  0.0
59406.0  1614.0  1614.0
59408.0  148.0  148.0
59410.0  10889.0  10889.0
59412.0  220.0  220.0
59414.0  121.0  121.0
59416.0  25997.0  25997.0
59418.0  0.0  0.0
59420.0  0.0  0.0
59422.0  0.0  0.0
59424.0  0.0  0.0
59426.0  51643.0  51643.0
59428.0  0.0  99.0
59430.0  0.0  0.0
59432.0  99.0  99.0
59434.0  0.0  0.0
59436.0  0.0  0.0
59438.0  0.0  0.0
59440.0  0.0  0.0
59442.0  0.0  0.0
59444.0  121.0  121.0
59446.0  198.0  17988.0
59448.0  928.0  928.0
59450.0  52450.0  52450.0
59452.0  26804.0  26804.0
59454.0  49.0  49.0
59456.0  0.0  0.0
59458.0  17790.0  17790.0
59460.0  0.0  0.0
59462.0  0.0  0.0
59464.0  0.0  0.0
59466.0  0.0  0.0
59468.0  0.0  0.0
59470.0  0.0  0.0
59472.0  0.0  0.0
59474.0  0.0  0.0
59476.0  0.0  0.0
59478.0  0.0  0.0
59480.0  0.0  0.0
59482.0  0.0  0.0
59484.0  928.0  928.0
59486.0  0.0  0.0
59488.0  0.0  0.0
59490.0  102583.0  102583.0
59492.0  0.0  0.0
59494.0  0.0  0.0
59496.0  0.0  0.0
59498.0  0.0  0.0
59500.0  0.0  0.0
59502.0  0.0  0.0
59504.0  0.0  0.0
59506.0  0.0  0.0
59508.0  0.0  0.0
59510.0  0.0  0.0
59512.0  0.0  0.0
59514.0  99.0  99.0
59516.0  0.0  0.0
59518.0  99.0  99.0
59520.0  0.0  0.0
59522.0  0.0  121.0
59524.0  0.0  0.0
59526.0  0.0  0.0
59528.0  0.0  0.0
59530.0  0.0  0.0
59532.0  0.0  0.0
59534.0  0.0  0.0
59536.0  0.0  0.0
59538.0  0.0  0.0
59540.0  0.0  0.0
59542.0  0.0  0.0
59544.0  0.0  0.0
59546.0  0.0  0.0
59548.0  0.0  0.0
59550.0  6504.0  6504.0
59552.0  0.0  0.0
59554.0  0.0  0.0
59556.0  807.0  807.0
59558.0  0.0  0.0
59560.0  99.0  906.0
59562.0  0.0  99.0
59564.0  0.0  0.0
59566.0  0.0  0.0
59568.0  0.0  0.0
59570.0  0.0  0.0
59572.0  0.0  0.0
59574.0  0.0  0.0
59576.0  0.0  0.0
59578.0  0.0  0.0
59580.0  157660.0  157660.0
59582.0  0.0  0.0
59584.0  0.0  0.0
59586.0  0.0  0.0
59588.0  0.0  0.0
59590.0  92587.0  92587.0
59592.0  102682.0  102682.0
59594.0  0.0  0.0
59596.0  0.0  0.0
59598.0  0.0  0.0
59600.0  0.0  0.0
59602.0  0.0  0.0
59604.0  0.0  0.0
59606.0  0.0  0.0
59608.0  0.0  0.0
59610.0  0.0  0.0
59612.0  0.0  0.0
59614.0  0.0  0.0
59616.0  0.0  0.0
59618.0  0.0  0.0
59620.0  0.0  0.0
59622.0  0.0  0.0
59624.0  0.0  0.0
59626.0  0.0  0.0
59628.0  0.0  0.0
59630.0  0.0  0.0
59632.0  0.0  0.0
59634.0  0.0  0.0
59636.0  0.0  0.0
59638.0  3268.0  3268.0
59640.0  1.5813232E7  1.5813232E7
59642.0  34554.0  34554.0
59644.0  113583.0  113583.0
59646.0  242.0  242.0
59648.0  0.0  0.0
59650.0  0.0  0.0
59652.0  0.0  0.0
59654.0  0.0  0.0
59656.0  121.0  121.0
59658.0  0.0  0.0
59660.0  0.0  0.0
59662.0  0.0  0.0
59664.0  0.0  0.0
59666.0  0.0  0.0
59668.0  0.0  0.0
59670.0  121.0  14659.0
59672.0  102704.0  102704.0
59674.0  31171.0  31171.0
59676.0  11121.0  11121.0
59678.0  49252.0  49252.0
59680.0  94123.0  94123.0
59682.0  14637.0  14637.0
59684.0  906.0  906.0
59686.0  6509.0  6509.0
59688.0  0.0  0.0
59690.0  0.0  0.0
59692.0  0.0  0.0
59694.0  0.0  0.0
59696.0  0.0  0.0
59698.0  0.0  0.0
59700.0  0.0  0.0
59702.0  0.0  0.0
59704.0  0.0  0.0
59706.0  0.0  0.0
59708.0  0.0  0.0
59710.0  0.0  0.0
59712.0  0.0  0.0
59714.0  0.0  0.0
59716.0  0.0  0.0
59718.0  99.0  99.0
59720.0  0.0  0.0
59722.0  0.0  0.0
59724.0  0.0  0.0
59726.0  0.0  0.0
59728.0  0.0  0.0
59730.0  0.0  0.0
59732.0  0.0  0.0
59734.0  0.0  0.0
59736.0  0.0  0.0
59738.0  0.0  807.0
59740.0  0.0  0.0
59742.0  0.0  0.0
59744.0  0.0  0.0
59746.0  0.0  0.0
59748.0  0.0  0.0
59750.0  0.0  0.0
59752.0  0.0  0.0
59754.0  18065.0  18065.0
59756.0  20710.0  21517.0
59758.0  16310.0  16310.0
59760.0  226277.0  226277.0
59762.0  15345.0  15345.0
59764.0  48445.0  48445.0
59766.0  0.0  0.0
59768.0  0.0  0.0
59770.0  0.0  0.0
59772.0  0.0  0.0
59774.0  0.0  0.0
59776.0  0.0  0.0
59778.0  6410.0  6410.0
59780.0  0.0  0.0
59782.0  0.0  0.0
59784.0  0.0  0.0
59786.0  0.0  0.0
59788.0  0.0  0.0
59790.0  0.0  0.0
59792.0  0.0  20611.0
59794.0  0.0  0.0
59796.0  0.0  0.0
59798.0  0.0  0.0
59800.0  0.0  0.0
59802.0  48566.0  48566.0
59804.0  928.0  928.0
59806.0  15345.0  15345.0
59808.0  220.0  220.0
59810.0  928.0  928.0
59812.0  807.0  807.0
59814.0  18187.0  18187.0
59816.0  16089.0  16089.0
59818.0  20710.0  20710.0
59820.0  0.0  0.0
59822.0  0.0  0.0
59824.0  0.0  0.0
59826.0  0.0  0.0
59828.0  0.0  18065.0
59830.0  0.0  0.0
59832.0  0.0  0.0
59834.0  0.0  0.0
59836.0  0.0  0.0
59838.0  0.0  0.0
59840.0  0.0  0.0
59842.0  121.0  121.0
59844.0  0.0  0.0
59846.0  0.0  0.0
59848.0  0.0  0.0
59850.0  0.0  0.0
59852.0  0.0  0.0
59854.0  0.0  0.0
59856.0  0.0  0.0
59858.0  99.0  99.0
59860.0  121.0  121.0
59862.0  0.0  0.0
59864.0  0.0  0.0
59866.0  0.0  0.0
59868.0  0.0  0.0
59870.0  22582.0  22582.0
59872.0  0.0  22582.0
59874.0  0.0  321.0
59876.0  0.0  0.0
59878.0  0.0  0.0
59880.0  0.0  0.0
59882.0  0.0  0.0
59884.0  0.0  0.0
59886.0  0.0  0.0
59888.0  0.0  0.0
59890.0  0.0  0.0
59892.0  0.0  0.0
59894.0  0.0  0.0
59896.0  0.0  0.0
59898.0  0.0  0.0
59900.0  0.0  0.0
59902.0  0.0  0.0
59904.0  121.0  121.0
59906.0  0.0  0.0
59908.0  0.0  0.0
59910.0  0.0  0.0
59912.0  0.0  0.0
59914.0  0.0  0.0
59916.0  0.0  0.0
59918.0  0.0  0.0
59920.0  0.0  0.0
59922.0  0.0  0.0
59924.0  0.0  0.0
59926.0  0.0  0.0
59928.0  0.0  0.0
59930.0  0.0  0.0
59932.0  0.0  0.0
59934.0  0.0  0.0
59936.0  0.0  0.0
59938.0  0.0  0.0
59940.0  0.0  0.0
59942.0  0.0  0.0
59944.0  0.0  0.0
59946.0  0.0  0.0
59948.0  0.0  0.0
59950.0  0.0  0.0
59952.0  0.0  0.0
59954.0  0.0  0.0
59956.0  0.0  0.0
59958.0  0.0  0.0
59960.0  0.0  0.0
59962.0  0.0  0.0
59964.0  0.0  928.0
59966.0  0.0  906.0
59968.0  0.0  121.0
59970.0  0.0  0.0
59972.0  0.0  0.0
59974.0  0.0  0.0
59976.0  0.0  0.0
59978.0  0.0  0.0
59980.0  0.0  0.0
59982.0  0.0  0.0
59984.0  0.0  0.0
59986.0  0.0  0.0
59988.0  0.0  132411.0
59990.0  15152.0  15152.0
59992.0  221.0  221.0
59994.0  132510.0  132510.0
59996.0  0.0  15152.0
59998.0  0.0  0.0
60000.0  0.0  0.0
60002.0  0.0  0.0
60004.0  3807.0  7614.0
60006.0  54946.0  54946.0
60008.0  0.0  0.0
60010.0  0.0  0.0
60012.0  0.0  0.0
60014.0  0.0  0.0
60016.0  0.0  0.0
60018.0  0.0  0.0
60020.0  0.0  0.0
60022.0  0.0  0.0
60024.0  0.0  0.0
60026.0  0.0  0.0
60028.0  0.0  807.0
60030.0  0.0  0.0
60032.0  0.0  0.0
60034.0  0.0  0.0
60036.0  0.0  0.0
60038.0  0.0  0.0
60040.0  0.0  0.0
60042.0  0.0  0.0
60044.0  0.0  0.0
60046.0  0.0  0.0
60048.0  0.0  0.0
60050.0  0.0  0.0
60052.0  0.0  0.0
60054.0  0.0  0.0
60056.0  0.0  0.0
60058.0  0.0  0.0
60060.0  0.0  0.0
60062.0  0.0  0.0
60064.0  99.0  99.0
60066.0  4614.0  4614.0
60068.0  0.0  0.0
60070.0  0.0  0.0
60072.0  0.0  0.0
60074.0  0.0  0.0
60076.0  198.0  198.0
60078.0  6111.0  6111.0
60080.0  96851.0  96851.0
60082.0  121.0  121.0
60084.0  0.0  0.0
60086.0  0.0  0.0
60088.0  0.0  0.0
60090.0  0.0  0.0
60092.0  0.0  0.0
60094.0  0.0  0.0
60096.0  0.0  0.0
60098.0  0.0  0.0
60100.0  0.0  0.0
60102.0  0.0  0.0
60104.0  0.0  0.0
60106.0  0.0  0.0
60108.0  0.0  0.0
60110.0  0.0  0.0
60112.0  0.0  0.0
60114.0  0.0  0.0
60116.0  0.0  0.0
60118.0  0.0  0.0
60120.0  0.0  0.0
60122.0  0.0  0.0
60124.0  0.0  0.0
60126.0  0.0  0.0
60128.0  0.0  0.0
60130.0  8408.0  8408.0
60132.0  10166.0  10166.0
60134.0  9464.0  9464.0
60136.0  133218.0  133218.0
60138.0  19404.0  19404.0
60140.0  21571.0  21571.0
60142.0  198.0  198.0
60144.0  198.0  198.0
60146.0  9495.0  9495.0
60148.0  0.0  0.0
60150.0  0.0  0.0
60152.0  0.0  0.0
60154.0  0.0  0.0
60156.0  0.0  0.0
60158.0  0.0  0.0
60160.0  0.0  0.0
60162.0  0.0  0.0
60164.0  0.0  0.0
60166.0  0.0  0.0
60168.0  0.0  0.0
60170.0  0.0  0.0
60172.0  0.0  0.0
60174.0  0.0  0.0
60176.0  139.0  139.0
60178.0  0.0  0.0
60180.0  0.0  0.0
60182.0  1614.0  1614.0
60184.0  0.0  0.0
60186.0  0.0  0.0
60188.0  0.0  0.0
60190.0  0.0  0.0
60192.0  0.0  0.0
60194.0  0.0  0.0
60196.0  149516.0  149516.0
60198.0  99.0  99.0
60200.0  99.0  99.0
60202.0  0.0  0.0
60204.0  0.0  0.0
60206.0  0.0  0.0
60208.0  807.0  807.0
60210.0  51306.0  51306.0
60212.0  0.0  0.0
60214.0  0.0  0.0
60216.0  0.0  0.0
60218.0  0.0  0.0
60220.0  0.0  0.0
60222.0  0.0  0.0
60224.0  0.0  0.0
60226.0  0.0  0.0
60228.0  0.0  0.0
60230.0  0.0  0.0
60232.0  0.0  0.0
60234.0  0.0  0.0
60236.0  0.0  0.0
60238.0  0.0  0.0
60240.0  0.0  0.0
60242.0  0.0  0.0
60244.0  0.0  0.0
60246.0  0.0  0.0
60248.0  0.0  0.0
60250.0  0.0  0.0
60252.0  0.0  0.0
60254.0  0.0  0.0
60256.0  0.0  0.0
60258.0  0.0  0.0
60260.0  0.0  0.0
60262.0  0.0  0.0
60264.0  0.0  0.0
60266.0  0.0  0.0
60268.0  0.0  0.0
60270.0  0.0  0.0
60272.0  99.0  99.0
60274.0  0.0  0.0
60276.0  0.0  0.0
60278.0  0.0  0.0
60280.0  0.0  0.0
60282.0  0.0  0.0
60284.0  0.0  0.0
60286.0  0.0  0.0
60288.0  0.0  0.0
60290.0  0.0  0.0
60292.0  0.0  0.0
60294.0  0.0  0.0
60296.0  16319.0  16319.0
60298.0  0.0  0.0
60300.0  0.0  0.0
60302.0  0.0  0.0
60304.0  0.0  0.0
60306.0  0.0  0.0
60308.0  0.0  0.0
60310.0  99.0  99.0
60312.0  0.0  0.0
60314.0  0.0  0.0
60316.0  0.0  16319.0
60318.0  0.0  0.0
60320.0  0.0  0.0
60322.0  0.0  0.0
60324.0  121.0  121.0
60326.0  0.0  0.0
60328.0  0.0  0.0
60330.0  928.0  1385.0
60332.0  457.0  457.0
60334.0  0.0  0.0
60336.0  0.0  0.0
60338.0  0.0  0.0
60340.0  0.0  0.0
60342.0  0.0  0.0
60344.0  0.0  0.0
60346.0  0.0  0.0
60348.0  0.0  0.0
60350.0  0.0  0.0
60352.0  0.0  0.0
60354.0  0.0  0.0
60356.0  0.0  0.0
60358.0  0.0  0.0
60360.0  0.0  0.0
60362.0  0.0  0.0
60364.0  0.0  0.0
60366.0  0.0  0.0
60368.0  0.0  0.0
60370.0  0.0  0.0
60372.0  0.0  0.0
60374.0  0.0  0.0
60376.0  0.0  0.0
60378.0  0.0  0.0
60380.0  0.0  0.0
60382.0  0.0  0.0
60384.0  0.0  0.0
60386.0  0.0  0.0
60388.0  0.0  0.0
60390.0  0.0  0.0
60392.0  0.0  0.0
60394.0  807.0  807.0
60396.0  171757.0  171757.0
60398.0  4565.0  4565.0
60400.0  906.0  906.0
60402.0  3.2428024E7  3.2428024E7
60404.0  200701.0  200701.0
60406.0  1713.0  1713.0
60408.0  220.0  220.0
60410.0  906.0  906.0
60412.0  578.0  578.0
60414.0  901.0  901.0
60416.0  16440.0  16440.0
60418.0  0.0  0.0
60420.0  149.0  298.0
60422.0  99.0  99.0
60424.0  0.0  0.0
60426.0  0.0  0.0
60428.0  0.0  0.0
60430.0  0.0  0.0
60432.0  0.0  0.0
60434.0  0.0  0.0
60436.0  121.0  121.0
60438.0  0.0  0.0
60440.0  0.0  0.0
60442.0  0.0  0.0
60444.0  0.0  0.0
60446.0  0.0  0.0
60448.0  0.0  0.0
60450.0  0.0  0.0
60452.0  0.0  0.0
60454.0  0.0  0.0
60456.0  0.0  0.0
60458.0  0.0  0.0
60460.0  0.0  0.0
60462.0  807.0  1614.0
60464.0  121.0  121.0
60466.0  0.0  0.0
60468.0  0.0  0.0
60470.0  0.0  0.0
60472.0  0.0  0.0
60474.0  0.0  0.0
60476.0  0.0  0.0
60478.0  0.0  0.0
60480.0  0.0  0.0
60482.0  0.0  0.0
60484.0  0.0  0.0
60486.0  0.0  0.0
60488.0  0.0  0.0
60490.0  0.0  0.0
60492.0  0.0  0.0
60494.0  51306.0  51306.0
60496.0  0.0  0.0
60498.0  0.0  0.0
60500.0  0.0  0.0
60502.0  0.0  0.0
60504.0  0.0  0.0
60506.0  0.0  0.0
60508.0  0.0  0.0
60510.0  0.0  0.0
60512.0  0.0  0.0
60514.0  1778.0  1778.0
60516.0  93082.0  93082.0
60518.0  906.0  906.0
60520.0  0.0  0.0
60522.0  0.0  0.0
60524.0  0.0  0.0
60526.0  0.0  0.0
60528.0  0.0  0.0
60530.0  71526.0  71526.0
60532.0  0.0  0.0
60534.0  0.0  0.0
60536.0  0.0  0.0
60538.0  73297.0  73297.0
60540.0  0.0  18963.0
60542.0  22795.0  22795.0
60544.0  0.0  0.0
60546.0  0.0  0.0
60548.0  0.0  0.0
60550.0  0.0  0.0
60552.0  99.0  96238.0
60554.0  3.2446888E7  3.2457718E7
60556.0  0.0  0.0
60558.0  807.0  807.0
60560.0  0.0  0.0
60562.0  0.0  0.0
60564.0  0.0  0.0
60566.0  11637.0  11637.0
60568.0  84139.0  84139.0
60570.0  12000.0  12000.0
60572.0  23156.0  23156.0
60574.0  0.0  0.0
60576.0  0.0  0.0
60578.0  0.0  0.0
60580.0  0.0  0.0
60582.0  0.0  0.0
60584.0  0.0  0.0
60586.0  0.0  0.0
60588.0  0.0  0.0
60590.0  0.0  0.0
60592.0  0.0  0.0
60594.0  0.0  0.0
60596.0  0.0  0.0
60598.0  0.0  0.0
60600.0  0.0  0.0
60602.0  0.0  0.0
60604.0  48145.0  48145.0
60606.0  48145.0  48145.0
60608.0  121.0  121.0
60610.0  0.0  0.0
60612.0  71526.0  71526.0
60614.0  74104.0  74104.0
60616.0  48952.0  48952.0
60618.0  92374.0  92374.0
60620.0  29793.0  29793.0
60622.0  23602.0  23602.0
60624.0  12807.0  12807.0
60626.0  0.0  0.0
60628.0  0.0  0.0
60630.0  0.0  72333.0
60632.0  0.0  70940.0
60634.0  0.0  0.0
60636.0  99.0  99.0
60638.0  0.0  0.0
60640.0  39140.0  39140.0
60642.0  0.0  38333.0
60644.0  14015.0  14015.0
60646.0  0.0  0.0
60648.0  0.0  0.0
60650.0  0.0  0.0
60652.0  0.0  0.0
60654.0  0.0  0.0
60656.0  0.0  0.0
60658.0  38838.0  38838.0
60660.0  0.0  0.0
60662.0  133866.0  133866.0
60664.0  0.0  0.0
60666.0  47048.0  47048.0
60668.0  0.0  0.0
60670.0  0.0  0.0
60672.0  0.0  133745.0
60674.0  3092.0  3092.0
60676.0  0.0  0.0
60678.0  0.0  0.0
60680.0  0.0  0.0
60682.0  0.0  0.0
60684.0  0.0  0.0
60686.0  0.0  0.0
60688.0  0.0  0.0
60690.0  0.0  0.0
60692.0  0.0  0.0
60694.0  0.0  0.0
60696.0  0.0  0.0
60698.0  0.0  0.0
60700.0  0.0  0.0
60702.0  0.0  0.0
60704.0  0.0  0.0
60706.0  0.0  0.0
60708.0  0.0  0.0
60710.0  0.0  0.0
60712.0  0.0  0.0
60714.0  0.0  0.0
60716.0  0.0  0.0
60718.0  0.0  0.0
60720.0  0.0  0.0
60722.0  0.0  0.0
60724.0  0.0  0.0
60726.0  0.0  0.0
60728.0  0.0  0.0
60730.0  0.0  0.0
60732.0  0.0  0.0
60734.0  0.0  0.0
60736.0  0.0  0.0
60738.0  0.0  0.0
60740.0  0.0  0.0
60742.0  0.0  0.0
60744.0  0.0  0.0
60746.0  0.0  0.0
60748.0  0.0  0.0
60750.0  0.0  0.0
60752.0  0.0  0.0
60754.0  0.0  0.0
60756.0  0.0  0.0
60758.0  0.0  0.0
60760.0  0.0  0.0
60762.0  0.0  0.0
60764.0  14015.0  14136.0
60766.0  3092.0  3092.0
60768.0  122472.0  122472.0
60770.0  220.0  220.0
60772.0  22929.0  22929.0
60774.0  169949.0  169949.0
60776.0  85886.0  85886.0
60778.0  43540.0  43540.0
60780.0  121.0  121.0
60782.0  0.0  0.0
60784.0  0.0  0.0
60786.0  0.0  60203.0
60788.0  183898.0  183898.0
60790.0  5600.0  5600.0
60792.0  347033.0  347033.0
60794.0  41319.0  41319.0
60796.0  52071.0  52071.0
60798.0  153769.0  153769.0
60800.0  34041.0  34041.0
60802.0  13395.0  13395.0
60804.0  0.0  0.0
60806.0  0.0  0.0
60808.0  0.0  0.0
60810.0  0.0  0.0
60812.0  0.0  0.0
60814.0  0.0  0.0
60816.0  0.0  0.0
60818.0  0.0  0.0
60820.0  0.0  0.0
60822.0  0.0  0.0
60824.0  0.0  0.0
60826.0  0.0  0.0
60828.0  0.0  0.0
60830.0  0.0  0.0
60832.0  0.0  0.0
60834.0  0.0  0.0
