# time  ID  size  fromHost  toHost  TTL  isResponse
4621.0000 D15 1000000 c61 c69 300 Y 
4624.0000 D15 1000000 w117 c69 300 Y 
4629.0000 D15 1000000 p20 c69 300 Y 
4631.0000 D15 1000000 p25 c69 300 Y 
4632.0000 D92 1000000 p33 c61 300 Y 
4635.0000 D15 1000000 w85 c69 300 Y 
4636.0000 D15 1000000 w119 c69 300 Y 
4637.0000 D15 1000000 c73 c69 300 Y 
4639.0000 D15 1000000 p26 c69 300 Y 
4641.0000 D15 1000000 w116 c69 300 Y 
4641.0000 D15 1000000 p34 c69 300 Y 
4644.0000 D15 1000000 w105 c69 300 Y 
4647.0000 D15 1000000 c49 c69 300 Y 
4653.0000 D15 1000000 c54 c69 300 Y 
4654.0000 D15 1000000 w109 c69 300 Y 
4656.0000 D15 1000000 c56 c69 300 Y 
4659.0000 D15 1000000 c48 c69 300 Y 
4660.0000 D76 1000000 p33 c47 300 Y 
4667.0000 D15 1000000 c60 c69 300 Y 
4671.0000 D15 1000000 w98 c69 300 Y 
4677.0000 D15 1000000 w80 c69 300 Y 
4680.0000 D15 1000000 w104 c69 300 Y 
4683.0000 D120 1000000 p37 c75 300 Y 
4689.0000 D15 1000000 p37 c69 300 Y 
4689.0000 D15 1000000 w83 c69 300 Y 
4703.0000 D15 1000000 w81 c69 300 Y 
4710.0000 D15 1000000 c43 c69 300 Y 
4710.0000 D15 1000000 w82 c69 300 Y 
4719.0000 D15 1000000 w103 c69 300 Y 
4722.0000 D15 1000000 c63 c69 300 Y 
4722.0000 D76 1000000 c67 c47 300 Y 
4725.0000 D60 1000000 c67 w101 300 Y 
4726.0000 D15 1000000 p35 c69 300 Y 
4728.0000 D63 1000000 c67 p23 300 Y 
4731.0000 D80 1000000 c67 c79 300 Y 
4736.0000 D15 1000000 c55 c69 300 Y 
4738.0000 I28 587899 c56 null 300 N 
4740.0000 D15 1000000 c79 c69 300 Y 
4742.0000 D15 1000000 w106 c69 300 Y 
4742.0000 D15 1000000 c71 c69 300 Y 
4746.0000 D22 1000000 c65 w112 300 Y 
4757.0000 D15 1000000 w114 c69 300 Y 
4759.0000 D15 1000000 w93 c69 300 Y 
4760.0000 D15 1000000 p18 c69 300 Y 
4761.0000 D15 1000000 c65 c69 300 Y 
4766.0000 D15 1000000 w108 c69 300 Y 
4768.0000 D15 1000000 p5 c69 300 Y 
4779.0000 D15 1000000 w94 c69 300 Y 
4780.0000 D15 1000000 p16 c69 300 Y 
4780.0000 D15 1000000 w100 c69 300 Y 
4782.0000 D15 1000000 w107 c69 300 Y 
4786.0000 D15 1000000 p21 c69 300 Y 
4787.0000 D15 1000000 c41 c69 300 Y 
4794.0000 D15 1000000 w91 c69 300 Y 
4797.0000 D80 1000000 p18 c79 300 Y 
4800.0000 D60 1000000 p18 w101 300 Y 
4801.0000 D71 1000000 c69 c53 300 Y 
4804.0000 D15 1000000 w110 c69 300 Y 
4804.0000 D15 1000000 w102 c69 300 Y 
4805.0000 D97 1000000 w98 c55 300 Y 
4806.0000 D15 1000000 w84 c69 300 Y 
4808.0000 D15 1000000 w112 c69 300 Y 
4816.0000 D15 1000000 p0 c69 300 Y 
4821.0000 D15 1000000 c66 c69 300 Y 
4821.0000 D15 1000000 p23 c69 300 Y 
4836.0000 D15 1000000 p9 c69 300 Y 
4836.0000 D15 1000000 w115 c69 300 Y 
4843.0000 D60 1000000 c54 w101 300 Y 
4846.0000 D59 1000000 c54 p10 300 Y 
4856.0000 D76 1000000 c54 c47 300 Y 
4859.0000 D80 1000000 c54 c79 300 Y 
4860.0000 D15 1000000 p13 c69 300 Y 
4862.0000 D80 1000000 w99 c79 300 Y 
4865.0000 D60 1000000 w99 w101 300 Y 
4878.0000 D15 1000000 w96 c69 300 Y 
4882.0000 D15 1000000 w118 c69 300 Y 
4889.0000 D15 1000000 p32 c69 300 Y 
4892.0000 I29 567084 c46 null 300 N 
4901.0000 D15 1000000 p29 c69 300 Y 
4903.0000 D15 1000000 p10 c69 300 Y 
4932.0000 D15 1000000 p6 c69 300 Y 
4943.0000 D15 1000000 c53 c69 300 Y 
4952.0000 D15 1000000 c52 c69 300 Y 
4959.0000 D92 1000000 w109 c61 300 Y 
4984.0000 D80 1000000 c51 c79 300 Y 
4991.0000 D61 1000000 c51 c71 300 Y 
4997.0000 D106 1000000 c51 c51 300 Y 
5002.0000 D61 1000000 c58 c71 300 Y 
5005.0000 D120 1000000 c58 c75 300 Y 
5020.0000 D15 1000000 p30 c69 300 Y 
5044.0000 D15 1000000 p27 c69 300 Y 
5044.0000 D64 1000000 c68 c56 300 Y 
5045.0000 D15 1000000 c46 c69 300 Y 
5062.0000 D15 1000000 p39 c69 300 Y 
5067.0000 I30 591090 p11 null 300 N 
5112.0000 D30 1000000 w107 c46 300 Y 
5125.0000 D15 1000000 c76 c69 300 Y 
5125.0000 D15 1000000 p31 c69 300 Y 
5137.0000 D15 1000000 w87 c69 300 Y 
5143.0000 D97 1000000 w90 c55 300 Y 
5177.0000 D92 1000000 w105 c61 300 Y 
5180.0000 D15 1000000 p38 c69 300 Y 
5194.0000 D120 1000000 w90 c75 300 Y 
5215.0000 D15 1000000 p2 c69 300 Y 
5218.0000 D120 1000000 c62 c75 300 Y 
5223.0000 D92 1000000 p3 c61 300 Y 
5280.0000 I31 952611 c41 null 300 N 
5284.0000 D15 1000000 w89 c69 300 Y 
5321.0000 D89 1000000 p23 p11 300 Y 
5322.0000 D15 1000000 w101 c69 300 Y 
5324.0000 D64 1000000 p29 c56 300 Y 
5370.0000 D58 1000000 p14 w111 300 Y 
5386.0000 D120 1000000 p8 c75 300 Y 
5396.0000 D74 1000000 c63 c41 300 Y 
5442.0000 D120 1000000 p1 c75 300 Y 
5487.0000 I32 707748 p31 null 300 N 
5491.0000 D120 1000000 p7 c75 300 Y 
5528.0000 D64 1000000 p30 c56 300 Y 
5560.0000 D92 1000000 p27 c61 300 Y 
5612.0000 I33 672327 p0 null 300 N 
5628.0000 D80 1000000 c59 c79 300 Y 
5692.0000 D15 1000000 p1 c69 300 Y 
5710.0000 D99 1000000 w101 p31 300 Y 
5715.0000 D15 1000000 w86 c69 300 Y 
5751.0000 I34 679743 w115 null 300 N 
5766.0000 D15 1000000 c62 c69 300 Y 
5795.0000 D15 1000000 w88 c69 300 Y 
5808.0000 D120 1000000 c51 c75 300 Y 
5880.0000 D15 1000000 c51 c69 300 Y 
5902.0000 I35 917442 w112 null 300 N 
5904.0000 D15 1000000 c40 c69 300 Y 
5917.0000 D120 1000000 c40 c75 300 Y 
5947.0000 D15 1000000 p12 c69 300 Y 
5966.0000 I36 947897 p18 null 300 N 
6029.0000 D86 1000000 w97 w115 300 Y 
6104.0000 I37 888647 c62 null 300 N 
6246.0000 I38 686900 w96 null 300 N 
6256.0000 D47 1000000 p1 p0 300 Y 
6403.0000 I39 595221 w103 null 300 N 
6536.0000 I40 551641 p4 null 300 N 
6571.0000 D15 1000000 p11 c69 300 Y 
6742.0000 D63 1000000 t121 w103 300 Y 
6760.0000 D1 1000000 c76 w96 300 Y 
6789.0000 I41 928978 c65 null 300 N 
6802.0000 D63 1000000 w107 w103 300 Y 
6971.0000 D63 1000000 p10 c65 300 Y 
6991.0000 D15 1000000 w111 c69 300 Y 
7009.0000 D21 1000000 c53 p18 300 Y 
7017.0000 D66 1000000 p29 w112 300 Y 
7039.0000 I42 573598 w99 null 300 N 
7101.0000 D15 1000000 w97 c69 300 Y 
7277.0000 D117 1000000 p27 c62 300 Y 
7299.0000 I43 749810 c63 null 300 N 
7481.0000 D24 1000000 c67 w99 300 Y 
7510.0000 I44 500002 t121 null 300 N 
7727.0000 D13 1000000 w109 c63 300 Y 
7785.0000 I45 703823 p15 null 300 N 
7894.0000 D44 1000000 p16 t121 300 Y 
7913.0000 D15 1000000 c75 c69 300 Y 
7935.0000 I46 914925 w119 null 300 N 
7944.0000 D35 1000000 p32 p4 300 Y 
8215.0000 I47 972016 c59 null 300 N 
8325.0000 I48 764115 c40 null 300 N 
8621.0000 I49 625668 w92 null 300 N 
8667.0000 D121 1000000 c73 w119 300 Y 
8835.0000 I50 887279 w86 null 300 N 
8921.0000 I51 931749 w101 null 300 N 
9060.0000 I52 695465 p10 null 300 N 
9065.0000 D122 1000000 w105 p15 300 Y 
9165.0000 I53 975480 p0 null 300 N 
9306.0000 I54 810162 c46 null 300 N 
9492.0000 I55 765993 p18 null 300 N 
9746.0000 I56 763397 p38 null 300 N 
9838.0000 D85 1000000 w83 w101 300 Y 
9845.0000 I57 501969 c47 null 300 N 
9870.0000 D97 1000000 w90 p10 300 Y 
9958.0000 I58 991462 c50 null 300 N 
10082.0000 D97 1000000 w81 c55 300 Y 
10198.0000 I59 623505 p25 null 300 N 
10224.0000 D97 1000000 w99 p10 300 Y 
10385.0000 I60 745988 w90 null 300 N 
10546.0000 I61 673846 w84 null 300 N 
10554.0000 D96 1000000 w98 w92 300 Y 
10584.0000 D97 1000000 w81 p10 300 Y 
10596.0000 D69 1000000 p10 p0 300 Y 
10810.0000 D122 1000000 w105 c40 300 Y 
10840.0000 I62 944503 p10 null 300 N 
10893.0000 D97 1000000 w98 p10 300 Y 
11034.0000 D34 1000000 p30 w86 300 Y 
11048.0000 D15 1000000 c64 c69 300 Y 
11070.0000 I63 882005 c76 null 300 N 
11149.0000 D42 1000000 p12 w90 300 Y 
11274.0000 D119 1000000 w117 p25 300 Y 
11303.0000 I64 514852 t123 null 300 N 
11372.0000 D34 1000000 w103 w86 300 Y 
11592.0000 I65 523373 p33 null 300 N 
11704.0000 I66 558870 p14 null 300 N 
11841.0000 D65 1000000 c46 c50 300 Y 
11903.0000 I67 709386 w80 null 300 N 
11961.0000 D58 1000000 w111 w111 300 Y 
12001.0000 D59 1000000 t123 p10 300 Y 
12004.0000 D63 1000000 t123 p23 300 Y 
12026.0000 D43 1000000 w110 t123 300 Y 
12040.0000 I68 605188 c65 null 300 N 
12289.0000 D58 1000000 c56 w111 300 Y 
12295.0000 I69 619357 t124 null 300 N 
12315.0000 D63 1000000 t124 p23 300 Y 
12318.0000 D59 1000000 t124 p10 300 Y 
12328.0000 D120 1000000 t125 t124 300 Y 
12386.0000 D58 1000000 p4 w111 300 Y 
12427.0000 I70 747664 w98 null 300 N 
12539.0000 D120 1000000 c59 t124 300 Y 
12551.0000 D59 1000000 t125 p10 300 Y 
12554.0000 D63 1000000 t125 p23 300 Y 
12557.0000 D76 1000000 t125 c47 300 Y 
12560.0000 D60 1000000 t125 w101 300 Y 
12587.0000 D120 1000000 t120 t124 300 Y 
12597.0000 D76 1000000 t124 c47 300 Y 
12600.0000 D60 1000000 t124 w101 300 Y 
12682.0000 D58 1000000 c61 w111 300 Y 
12699.0000 I71 948551 c52 null 300 N 
12714.0000 D58 1000000 p18 w111 300 Y 
12732.0000 D58 1000000 c54 w111 300 Y 
12745.0000 D115 1000000 w114 p14 300 Y 
12759.0000 D120 1000000 c78 t124 300 Y 
12827.0000 D32 1000000 p31 c65 300 Y 
12925.0000 I72 626404 p2 null 300 N 
12973.0000 D120 1000000 t122 t124 300 Y 
13013.0000 D80 1000000 t125 c79 300 Y 
13016.0000 D106 1000000 t125 c51 300 Y 
13068.0000 D58 1000000 c49 w111 300 Y 
13081.0000 D120 1000000 w91 t124 300 Y 
13105.0000 D90 1000000 c56 w80 300 Y 
13108.0000 I73 735245 w106 null 300 N 
13117.0000 D120 1000000 t123 t124 300 Y 
13120.0000 D106 1000000 t124 c51 300 Y 
13144.0000 D50 1000000 p21 w98 300 Y 
13211.0000 I74 862324 w110 null 300 N 
13224.0000 D58 1000000 c40 w111 300 Y 
13275.0000 D58 1000000 w87 w111 300 Y 
13323.0000 D61 1000000 t125 c71 300 Y 
13369.0000 I75 755586 p15 null 300 N 
13390.0000 D120 1000000 c74 t124 300 Y 
13400.0000 D58 1000000 p13 w111 300 Y 
13408.0000 D17 1000000 p3 p33 300 Y 
13444.0000 D58 1000000 w93 w111 300 Y 
13508.0000 D120 1000000 t125 c75 300 Y 
13547.0000 D58 1000000 w100 w111 300 Y 
13551.0000 D80 1000000 t123 c79 300 Y 
13554.0000 D106 1000000 t123 c51 300 Y 
13557.0000 D120 1000000 c65 t124 300 Y 
13563.0000 D58 1000000 p35 w111 300 Y 
13592.0000 D58 1000000 p39 w111 300 Y 
13614.0000 D15 1000000 p22 c69 300 Y 
13623.0000 D120 1000000 w106 t124 300 Y 
13633.0000 I76 724448 c73 null 300 N 
13722.0000 D58 1000000 w94 w111 300 Y 
13728.0000 D58 1000000 c69 w111 300 Y 
13744.0000 D58 1000000 w116 w111 300 Y 
13763.0000 D58 1000000 p9 w111 300 Y 
13808.0000 D82 1000000 w119 c52 300 Y 
13879.0000 I77 992290 c45 null 300 N 
13888.0000 D61 1000000 t124 c71 300 Y 
13891.0000 D80 1000000 t124 c79 300 Y 
13938.0000 D58 1000000 w115 w111 300 Y 
13957.0000 D120 1000000 t124 c75 300 Y 
13969.0000 D92 1000000 w109 p2 300 Y 
13969.0000 D58 1000000 w91 w111 300 Y 
13989.0000 D58 1000000 c59 w111 300 Y 
14004.0000 D58 1000000 p5 w111 300 Y 
14008.0000 D58 1000000 w112 w111 300 Y 
14020.0000 I78 943280 c53 null 300 N 
14111.0000 D120 1000000 w115 t124 300 Y 
14132.0000 D58 1000000 w90 w111 300 Y 
14182.0000 D58 1000000 w117 w111 300 Y 
14209.0000 I79 941618 w85 null 300 N 
14288.0000 I80 860312 p13 null 300 N 
14331.0000 D120 1000000 w105 t124 300 Y 
14354.0000 D58 1000000 c78 w111 300 Y 
14380.0000 D120 1000000 w85 t124 300 Y 
14500.0000 D120 1000000 p32 t124 300 Y 
14514.0000 D92 1000000 w105 p2 300 Y 
14537.0000 D58 1000000 c47 w111 300 Y 
14542.0000 D15 1000000 t124 c69 300 Y 
14552.0000 I81 785283 w98 null 300 N 
14577.0000 D58 1000000 w95 w111 300 Y 
14629.0000 D120 1000000 w119 t124 300 Y 
14658.0000 I82 829940 p26 null 300 N 
14703.0000 D58 1000000 t124 w111 300 Y 
14707.0000 D58 1000000 c75 w111 300 Y 
14744.0000 D58 1000000 c70 w111 300 Y 
14751.0000 D58 1000000 p36 w111 300 Y 
14818.0000 D61 1000000 t123 c71 300 Y 
14876.0000 I83 911918 w111 null 300 N 
14894.0000 D92 1000000 p3 p2 300 Y 
14978.0000 D120 1000000 w96 t124 300 Y 
15016.0000 D120 1000000 t121 t124 300 Y 
15037.0000 D2 1000000 p8 w85 300 Y 
15042.0000 D61 1000000 t121 c71 300 Y 
15085.0000 D58 1000000 p0 w111 300 Y 
15091.0000 D58 1000000 p24 w111 300 Y 
15117.0000 D58 1000000 w84 w111 300 Y 
15128.0000 I84 694122 p28 null 300 N 
15394.0000 I85 545336 w103 null 300 N 
15436.0000 D58 1000000 w104 w111 300 Y 
15441.0000 D58 1000000 c52 w111 300 Y 
15686.0000 I86 900492 w90 null 300 N 
15726.0000 D58 1000000 c67 w111 300 Y 
15738.0000 D120 1000000 p24 t124 300 Y 
15777.0000 D36 1000000 c43 p13 300 Y 
15812.0000 D58 1000000 w118 w111 300 Y 
15959.0000 I87 590636 w112 null 300 N 
16079.0000 D120 1000000 t123 c75 300 Y 
16122.0000 I88 744629 w113 null 300 N 
16134.0000 D92 1000000 p33 p2 300 Y 
16190.0000 D58 1000000 w99 w111 300 Y 
16387.0000 I89 938085 w109 null 300 N 
16405.0000 D58 1000000 t125 w111 300 Y 
16424.0000 D58 1000000 c74 w111 300 Y 
16612.0000 D16 1000000 p26 p26 300 Y 
16627.0000 D58 1000000 w97 w111 300 Y 
16657.0000 I90 632009 c55 null 300 N 
16879.0000 D58 1000000 w105 w111 300 Y 
16888.0000 D58 1000000 w108 w111 300 Y 
16943.0000 I91 933859 p12 null 300 N 
16985.0000 D20 1000000 p39 w111 300 Y 
16987.0000 D58 1000000 p19 w111 300 Y 
17048.0000 I92 757239 c62 null 300 N 
17112.0000 I93 630130 c43 null 300 N 
17302.0000 D92 1000000 p27 p2 300 Y 
17320.0000 D118 1000000 c45 w113 300 Y 
17353.0000 D58 1000000 p21 w111 300 Y 
17365.0000 I94 682456 c41 null 300 N 
17444.0000 D120 1000000 t121 c75 300 Y 
17447.0000 D58 1000000 t121 w111 300 Y 
17523.0000 D20 1000000 c75 w111 300 Y 
17620.0000 I95 693897 c57 null 300 N 
17846.0000 I96 953839 p37 null 300 N 
17872.0000 D85 1000000 w83 w98 300 Y 
17971.0000 I97 725510 c64 null 300 N 
