# time  ID  size  fromHost  toHost  TTL  isResponse
3086.0000 D106 1000000 w101 c51 300 Y 
3087.0000 D80 1000000 p38 c79 300 Y 
3090.0000 D106 1000000 p38 c51 300 Y 
3093.0000 D76 1000000 p38 c47 300 Y 
3093.0000 D80 1000000 c60 c79 300 Y 
3096.0000 D106 1000000 c60 c51 300 Y 
3096.0000 D76 1000000 p17 c47 300 Y 
3097.0000 D106 1000000 w86 c51 300 Y 
3097.0000 D80 1000000 p10 c79 300 Y 
3097.0000 D80 1000000 c64 c79 300 Y 
3097.0000 D80 1000000 p28 c79 300 Y 
3099.0000 D106 1000000 p17 c51 300 Y 
3102.0000 D60 1000000 p17 w101 300 Y 
3103.0000 D80 1000000 p1 c79 300 Y 
3104.0000 I18 632325 c49 null 300 N 
3104.0000 D76 1000000 w82 c47 300 Y 
3104.0000 D106 1000000 p10 c51 300 Y 
3105.0000 D80 1000000 w113 c79 300 Y 
3105.0000 D80 1000000 c55 c79 300 Y 
3105.0000 D80 1000000 c42 c79 300 Y 
3106.0000 D106 1000000 p1 c51 300 Y 
3107.0000 D60 1000000 w82 w101 300 Y 
3108.0000 D106 1000000 c42 c51 300 Y 
3108.0000 D106 1000000 c55 c51 300 Y 
3113.0000 D63 1000000 w82 p23 300 Y 
3114.0000 D60 1000000 p23 w101 300 Y 
3114.0000 D80 1000000 w102 c79 300 Y 
3116.0000 D80 1000000 w82 c79 300 Y 
3120.0000 D106 1000000 p24 c51 300 Y 
3121.0000 D63 1000000 p23 p23 300 Y 
3122.0000 D61 1000000 w103 c71 300 Y 
3123.0000 D106 1000000 w82 c51 300 Y 
3124.0000 D60 1000000 c50 w101 300 Y 
3125.0000 D106 1000000 p0 c51 300 Y 
3126.0000 D106 1000000 w113 c51 300 Y 
3126.0000 D80 1000000 w119 c79 300 Y 
3127.0000 D106 1000000 p28 c51 300 Y 
3128.0000 D59 1000000 w118 p10 300 Y 
3129.0000 D61 1000000 p39 c71 300 Y 
3130.0000 D76 1000000 p36 c47 300 Y 
3132.0000 D106 1000000 w119 c51 300 Y 
3133.0000 D70 1000000 p13 w115 300 Y 
3133.0000 D80 1000000 w80 c79 300 Y 
3133.0000 D80 1000000 c69 c79 300 Y 
3134.0000 D80 1000000 c50 c79 300 Y 
3135.0000 D61 1000000 p31 c71 300 Y 
3136.0000 D76 1000000 c71 c47 300 Y 
3136.0000 D63 1000000 p36 p23 300 Y 
3137.0000 D106 1000000 c50 c51 300 Y 
3139.0000 D106 1000000 w105 c51 300 Y 
3140.0000 D61 1000000 c73 c71 300 Y 
3141.0000 D106 1000000 w102 c51 300 Y 
3141.0000 D63 1000000 p12 p23 300 Y 
3141.0000 D61 1000000 w100 c71 300 Y 
3143.0000 D80 1000000 w93 c79 300 Y 
3144.0000 D61 1000000 w116 c71 300 Y 
3145.0000 D61 1000000 w111 c71 300 Y 
3151.0000 D80 1000000 p0 c79 300 Y 
3151.0000 D80 1000000 p30 c79 300 Y 
3152.0000 D63 1000000 p16 p23 300 Y 
3153.0000 D61 1000000 p4 c71 300 Y 
3153.0000 D80 1000000 p34 c79 300 Y 
3154.0000 D63 1000000 p3 p23 300 Y 
3155.0000 D106 1000000 p16 c51 300 Y 
3156.0000 D106 1000000 p23 c51 300 Y 
3158.0000 D80 1000000 p11 c79 300 Y 
3158.0000 D106 1000000 c63 c51 300 Y 
3159.0000 D80 1000000 p23 c79 300 Y 
3159.0000 D61 1000000 c66 c71 300 Y 
3161.0000 D106 1000000 w108 c51 300 Y 
3161.0000 D61 1000000 c57 c71 300 Y 
3162.0000 D61 1000000 p23 c71 300 Y 
3162.0000 D61 1000000 p20 c71 300 Y 
3165.0000 D106 1000000 p11 c51 300 Y 
3165.0000 D106 1000000 c69 c51 300 Y 
3167.0000 D106 1000000 w93 c51 300 Y 
3167.0000 D106 1000000 w95 c51 300 Y 
3167.0000 D80 1000000 w108 c79 300 Y 
3169.0000 D106 1000000 w80 c51 300 Y 
3169.0000 D80 1000000 w96 c79 300 Y 
3170.0000 D80 1000000 w95 c79 300 Y 
3172.0000 D61 1000000 p35 c71 300 Y 
3174.0000 D59 1000000 w103 p10 300 Y 
3177.0000 D61 1000000 w107 c71 300 Y 
3177.0000 D61 1000000 w82 c71 300 Y 
3177.0000 D80 1000000 c44 c79 300 Y 
3178.0000 D61 1000000 w92 c71 300 Y 
3179.0000 D42 1000000 p12 c49 300 Y 
3181.0000 D80 1000000 c68 c79 300 Y 
3185.0000 D106 1000000 p37 c51 300 Y 
3185.0000 D80 1000000 c63 c79 300 Y 
3186.0000 D63 1000000 c43 p23 300 Y 
3188.0000 D106 1000000 c68 c51 300 Y 
3188.0000 D80 1000000 p37 c79 300 Y 
3190.0000 D61 1000000 c63 c71 300 Y 
3191.0000 D59 1000000 p31 p10 300 Y 
3192.0000 D61 1000000 c61 c71 300 Y 
3192.0000 D61 1000000 p0 c71 300 Y 
3192.0000 D80 1000000 c43 c79 300 Y 
3192.0000 D61 1000000 p9 c71 300 Y 
3196.0000 D61 1000000 p10 c71 300 Y 
3199.0000 D80 1000000 p29 c79 300 Y 
3200.0000 D106 1000000 w96 c51 300 Y 
3202.0000 D61 1000000 w102 c71 300 Y 
3202.0000 D106 1000000 p29 c51 300 Y 
3206.0000 D63 1000000 c46 p23 300 Y 
3208.0000 D61 1000000 c53 c71 300 Y 
3210.0000 D61 1000000 w104 c71 300 Y 
3210.0000 D59 1000000 c57 p10 300 Y 
3211.0000 D76 1000000 c50 c47 300 Y 
3212.0000 D76 1000000 c46 c47 300 Y 
3212.0000 D61 1000000 p19 c71 300 Y 
3215.0000 D61 1000000 w98 c71 300 Y 
3222.0000 D59 1000000 w92 p10 300 Y 
3223.0000 D61 1000000 w97 c71 300 Y 
3224.0000 D61 1000000 c68 c71 300 Y 
3225.0000 D80 1000000 c77 c79 300 Y 
3225.0000 D80 1000000 p7 c79 300 Y 
3225.0000 D59 1000000 w104 p10 300 Y 
3226.0000 D61 1000000 p28 c71 300 Y 
3227.0000 D106 1000000 p30 c51 300 Y 
3228.0000 D61 1000000 w93 c71 300 Y 
3228.0000 D59 1000000 c66 p10 300 Y 
3228.0000 D61 1000000 w112 c71 300 Y 
3228.0000 D106 1000000 c77 c51 300 Y 
3229.0000 D61 1000000 p27 c71 300 Y 
3232.0000 D61 1000000 p11 c71 300 Y 
3232.0000 D80 1000000 w94 c79 300 Y 
3234.0000 D59 1000000 w98 p10 300 Y 
3234.0000 D106 1000000 c62 c51 300 Y 
3235.0000 D76 1000000 p11 c47 300 Y 
3235.0000 D106 1000000 w94 c51 300 Y 
3237.0000 D61 1000000 c50 c71 300 Y 
3237.0000 D63 1000000 w88 p23 300 Y 
3238.0000 D80 1000000 w110 c79 300 Y 
3239.0000 D80 1000000 p16 c79 300 Y 
3239.0000 D61 1000000 p29 c71 300 Y 
3240.0000 D106 1000000 p12 c51 300 Y 
3240.0000 D60 1000000 w88 w101 300 Y 
3242.0000 D76 1000000 p16 c47 300 Y 
3243.0000 D76 1000000 w88 c47 300 Y 
3243.0000 D61 1000000 p12 c71 300 Y 
3245.0000 D59 1000000 p27 p10 300 Y 
3246.0000 D61 1000000 p5 c71 300 Y 
3246.0000 D80 1000000 w88 c79 300 Y 
3248.0000 D59 1000000 w116 p10 300 Y 
3249.0000 D63 1000000 p18 p23 300 Y 
3250.0000 D95 1000000 w109 c50 300 Y 
3251.0000 D80 1000000 p6 c79 300 Y 
3251.0000 D106 1000000 w81 c51 300 Y 
3252.0000 D61 1000000 w113 c71 300 Y 
3253.0000 D59 1000000 w112 p10 300 Y 
3253.0000 D106 1000000 c43 c51 300 Y 
3253.0000 D61 1000000 w115 c71 300 Y 
3254.0000 D61 1000000 p16 c71 300 Y 
3256.0000 D59 1000000 p5 p10 300 Y 
3256.0000 D61 1000000 w119 c71 300 Y 
3259.0000 D61 1000000 c43 c71 300 Y 
3264.0000 D61 1000000 p26 c71 300 Y 
3266.0000 D106 1000000 p6 c51 300 Y 
3268.0000 D59 1000000 p39 p10 300 Y 
3268.0000 D59 1000000 p22 p10 300 Y 
3269.0000 D63 1000000 p6 p23 300 Y 
3270.0000 D59 1000000 p4 p10 300 Y 
3270.0000 D59 1000000 p16 p10 300 Y 
3273.0000 D61 1000000 p25 c71 300 Y 
3274.0000 D63 1000000 p33 p23 300 Y 
3277.0000 D60 1000000 p33 w101 300 Y 
3278.0000 D120 1000000 c50 c75 300 Y 
3279.0000 D61 1000000 p6 c71 300 Y 
3279.0000 D61 1000000 c56 c71 300 Y 
3280.0000 D59 1000000 p13 p10 300 Y 
3281.0000 D59 1000000 w119 p10 300 Y 
3282.0000 D59 1000000 p23 p10 300 Y 
3282.0000 D106 1000000 w84 c51 300 Y 
3285.0000 D61 1000000 c76 c71 300 Y 
3286.0000 D61 1000000 c42 c71 300 Y 
3289.0000 D59 1000000 w82 p10 300 Y 
3289.0000 D61 1000000 c44 c71 300 Y 
3290.0000 D59 1000000 p6 p10 300 Y 
3291.0000 D61 1000000 w81 c71 300 Y 
3294.0000 D106 1000000 c46 c51 300 Y 
3297.0000 D60 1000000 c46 w101 300 Y 
3298.0000 D61 1000000 c40 c71 300 Y 
3299.0000 D59 1000000 w97 p10 300 Y 
3300.0000 D61 1000000 c46 c71 300 Y 
3301.0000 D59 1000000 p20 p10 300 Y 
3302.0000 D61 1000000 w108 c71 300 Y 
3303.0000 D61 1000000 p30 c71 300 Y 
3303.0000 D80 1000000 c46 c79 300 Y 
3305.0000 D61 1000000 w80 c71 300 Y 
3305.0000 D59 1000000 w108 p10 300 Y 
3305.0000 D59 1000000 c53 p10 300 Y 
3306.0000 D59 1000000 w83 p10 300 Y 
3306.0000 D120 1000000 w97 c75 300 Y 
3307.0000 D61 1000000 p38 c71 300 Y 
3310.0000 D59 1000000 c46 p10 300 Y 
3312.0000 D106 1000000 p36 c51 300 Y 
3313.0000 D22 1000000 c65 p34 300 Y 
3314.0000 D59 1000000 w90 p10 300 Y 
3316.0000 D59 1000000 c76 p10 300 Y 
3317.0000 D106 1000000 c59 c51 300 Y 
3317.0000 D59 1000000 w111 p10 300 Y 
3321.0000 D80 1000000 w84 c79 300 Y 
3323.0000 D61 1000000 w110 c71 300 Y 
3323.0000 D63 1000000 w87 p23 300 Y 
3324.0000 D61 1000000 w84 c71 300 Y 
3325.0000 D61 1000000 p21 c71 300 Y 
3326.0000 D60 1000000 w87 w101 300 Y 
3326.0000 D106 1000000 w110 c51 300 Y 
3328.0000 D61 1000000 c69 c71 300 Y 
3332.0000 D61 1000000 c49 c71 300 Y 
3333.0000 D106 1000000 w87 c51 300 Y 
3334.0000 D106 1000000 c64 c51 300 Y 
3336.0000 D80 1000000 w87 c79 300 Y 
3338.0000 D61 1000000 c55 c71 300 Y 
3339.0000 D61 1000000 w87 c71 300 Y 
3340.0000 D63 1000000 c64 p23 300 Y 
3341.0000 D59 1000000 c69 p10 300 Y 
3342.0000 D61 1000000 c65 c71 300 Y 
3345.0000 D59 1000000 p25 p10 300 Y 
3347.0000 D61 1000000 p22 c71 300 Y 
3347.0000 D61 1000000 c64 c71 300 Y 
3350.0000 D106 1000000 w114 c51 300 Y 
3352.0000 D59 1000000 c40 p10 300 Y 
3353.0000 D80 1000000 c62 c79 300 Y 
3353.0000 D80 1000000 w114 c79 300 Y 
3354.0000 D61 1000000 p34 c71 300 Y 
3355.0000 I19 660031 p14 null 300 N 
3355.0000 D59 1000000 p17 p10 300 Y 
3356.0000 D61 1000000 w95 c71 300 Y 
3358.0000 D61 1000000 p17 c71 300 Y 
3360.0000 D76 1000000 p12 c47 300 Y 
3363.0000 D120 1000000 p12 c75 300 Y 
3366.0000 D80 1000000 p12 c79 300 Y 
3368.0000 D59 1000000 c56 p10 300 Y 
3370.0000 D80 1000000 c41 c79 300 Y 
3372.0000 D59 1000000 c65 p10 300 Y 
3372.0000 D61 1000000 c45 c71 300 Y 
3374.0000 D59 1000000 p12 p10 300 Y 
3375.0000 D59 1000000 w107 p10 300 Y 
3377.0000 D61 1000000 p1 c71 300 Y 
3381.0000 D59 1000000 p38 p10 300 Y 
3382.0000 D59 1000000 p21 p10 300 Y 
3383.0000 D61 1000000 w101 c71 300 Y 
3384.0000 D63 1000000 w106 p23 300 Y 
3384.0000 D59 1000000 c73 p10 300 Y 
3391.0000 D61 1000000 w106 c71 300 Y 
3392.0000 D59 1000000 w113 p10 300 Y 
3393.0000 D61 1000000 p2 c71 300 Y 
3404.0000 D61 1000000 c77 c71 300 Y 
3415.0000 D61 1000000 c75 c71 300 Y 
3416.0000 D120 1000000 w107 c75 300 Y 
3420.0000 D61 1000000 w96 c71 300 Y 
3425.0000 D120 1000000 w87 c75 300 Y 
3429.0000 D59 1000000 w100 p10 300 Y 
3433.0000 D59 1000000 p9 p10 300 Y 
3434.0000 D61 1000000 w88 c71 300 Y 
3437.0000 D106 1000000 p15 c51 300 Y 
3442.0000 D106 1000000 w91 c51 300 Y 
3445.0000 D80 1000000 w91 c79 300 Y 
3446.0000 D80 1000000 p14 c79 300 Y 
3446.0000 D61 1000000 w94 c71 300 Y 
3448.0000 D120 1000000 p4 c75 300 Y 
3449.0000 D61 1000000 p36 c71 300 Y 
3450.0000 D80 1000000 w85 c79 300 Y 
3451.0000 D76 1000000 c76 c47 300 Y 
3451.0000 D61 1000000 w91 c71 300 Y 
3453.0000 D106 1000000 w85 c51 300 Y 
3456.0000 D63 1000000 w97 p23 300 Y 
3456.0000 D59 1000000 w115 p10 300 Y 
3460.0000 D106 1000000 c71 c51 300 Y 
3463.0000 D80 1000000 c71 c79 300 Y 
3467.0000 D59 1000000 p32 p10 300 Y 
3471.0000 D106 1000000 w88 c51 300 Y 
3476.0000 D61 1000000 p24 c71 300 Y 
3476.0000 D59 1000000 p2 p10 300 Y 
3478.0000 D59 1000000 c64 p10 300 Y 
3481.0000 D120 1000000 c64 c75 300 Y 
3484.0000 D63 1000000 c79 p23 300 Y 
3493.0000 D59 1000000 p29 p10 300 Y 
3494.0000 D61 1000000 w85 c71 300 Y 
3495.0000 D106 1000000 c52 c51 300 Y 
3496.0000 D106 1000000 p14 c51 300 Y 
3498.0000 D59 1000000 p26 p10 300 Y 
3498.0000 D61 1000000 c60 c71 300 Y 
3500.0000 D59 1000000 c49 p10 300 Y 
3501.0000 D80 1000000 c72 c79 300 Y 
3501.0000 D80 1000000 c52 c79 300 Y 
3504.0000 D61 1000000 c52 c71 300 Y 
3507.0000 D63 1000000 c72 p23 300 Y 
3508.0000 D59 1000000 p11 p10 300 Y 
3510.0000 D61 1000000 c72 c71 300 Y 
3511.0000 D120 1000000 p11 c75 300 Y 
3512.0000 D61 1000000 w90 c71 300 Y 
3514.0000 D59 1000000 c68 p10 300 Y 
3515.0000 D120 1000000 p39 c75 300 Y 
3516.0000 D61 1000000 w105 c71 300 Y 
3521.0000 D59 1000000 c72 p10 300 Y 
3523.0000 D120 1000000 c46 c75 300 Y 
3526.0000 D61 1000000 p15 c71 300 Y 
3529.0000 D120 1000000 p17 c75 300 Y 
3546.0000 D59 1000000 w106 p10 300 Y 
3552.0000 D63 1000000 p11 p23 300 Y 
3556.0000 D60 1000000 w117 w101 300 Y 
3559.0000 D106 1000000 c54 c51 300 Y 
3559.0000 D63 1000000 w117 p23 300 Y 
3562.0000 D106 1000000 w117 c51 300 Y 
3562.0000 D80 1000000 p15 c79 300 Y 
3563.0000 D61 1000000 c54 c71 300 Y 
3572.0000 D59 1000000 c61 p10 300 Y 
3580.0000 D106 1000000 w99 c51 300 Y 
3583.0000 D120 1000000 w101 c75 300 Y 
3583.0000 D63 1000000 w99 p23 300 Y 
3589.0000 D60 1000000 w91 w101 300 Y 
3603.0000 D106 1000000 p34 c51 300 Y 
3604.0000 D59 1000000 p36 p10 300 Y 
3605.0000 I20 731219 c51 null 300 N 
3607.0000 D120 1000000 p36 c75 300 Y 
3609.0000 D76 1000000 c48 c47 300 Y 
3612.0000 D106 1000000 c48 c51 300 Y 
3615.0000 D106 1000000 p7 c51 300 Y 
3618.0000 D60 1000000 c48 w101 300 Y 
3624.0000 D80 1000000 p24 c79 300 Y 
3628.0000 D80 1000000 c48 c79 300 Y 
3628.0000 D117 1000000 p27 p14 300 Y 
3630.0000 D120 1000000 w111 c75 300 Y 
3633.0000 D61 1000000 c71 c71 300 Y 
3638.0000 D106 1000000 c47 c51 300 Y 
3641.0000 D80 1000000 c47 c79 300 Y 
3644.0000 D76 1000000 c47 c47 300 Y 
3663.0000 D59 1000000 w86 p10 300 Y 
3664.0000 D120 1000000 p19 c75 300 Y 
3664.0000 D59 1000000 p0 p10 300 Y 
3665.0000 D61 1000000 p14 c71 300 Y 
3666.0000 D61 1000000 p37 c71 300 Y 
3667.0000 D120 1000000 p29 c75 300 Y 
3671.0000 D120 1000000 w86 c75 300 Y 
3684.0000 D59 1000000 c75 p10 300 Y 
3685.0000 D60 1000000 p30 w101 300 Y 
3685.0000 D59 1000000 c50 p10 300 Y 
3686.0000 I21 611019 c69 null 300 N 
3689.0000 D15 1000000 p4 c69 300 Y 
3696.0000 D120 1000000 p30 c75 300 Y 
3697.0000 D120 1000000 c76 c75 300 Y 
3703.0000 D61 1000000 c47 c71 300 Y 
3704.0000 D120 1000000 p27 c75 300 Y 
3706.0000 D60 1000000 c47 w101 300 Y 
3707.0000 D120 1000000 p2 c75 300 Y 
3708.0000 D61 1000000 w117 c71 300 Y 
3709.0000 D106 1000000 c67 c51 300 Y 
3709.0000 D120 1000000 c47 c75 300 Y 
3731.0000 D120 1000000 p22 c75 300 Y 
3736.0000 D61 1000000 p7 c71 300 Y 
3742.0000 D120 1000000 c57 c75 300 Y 
3749.0000 D76 1000000 c60 c47 300 Y 
3752.0000 D59 1000000 c60 p10 300 Y 
3764.0000 D120 1000000 c69 c75 300 Y 
3772.0000 I22 773011 c55 null 300 N 
3782.0000 D60 1000000 c68 w101 300 Y 
3783.0000 D76 1000000 c79 c47 300 Y 
3784.0000 D120 1000000 p23 c75 300 Y 
3788.0000 D120 1000000 c68 c75 300 Y 
3790.0000 D106 1000000 c79 c51 300 Y 
3790.0000 D120 1000000 p38 c75 300 Y 
3792.0000 D120 1000000 p26 c75 300 Y 
3796.0000 D61 1000000 c79 c71 300 Y 
3799.0000 D120 1000000 c60 c75 300 Y 
3803.0000 D80 1000000 c79 c79 300 Y 
3810.0000 D120 1000000 c79 c75 300 Y 
3813.0000 D15 1000000 p17 c69 300 Y 
3814.0000 D120 1000000 p31 c75 300 Y 
3819.0000 D76 1000000 c70 c47 300 Y 
3822.0000 D63 1000000 c70 p23 300 Y 
3825.0000 D60 1000000 c70 w101 300 Y 
3828.0000 D80 1000000 c70 c79 300 Y 
3829.0000 D59 1000000 c55 p10 300 Y 
3830.0000 D120 1000000 c65 c75 300 Y 
3832.0000 D120 1000000 p24 c75 300 Y 
3835.0000 D120 1000000 p20 c75 300 Y 
3839.0000 D120 1000000 p13 c75 300 Y 
3839.0000 D76 1000000 p24 c47 300 Y 
3842.0000 D120 1000000 c70 c75 300 Y 
3851.0000 D120 1000000 w103 c75 300 Y 
3861.0000 D120 1000000 p6 c75 300 Y 
3863.0000 D120 1000000 w93 c75 300 Y 
3865.0000 D59 1000000 c42 p10 300 Y 
3871.0000 D120 1000000 c42 c75 300 Y 
3887.0000 D120 1000000 w108 c75 300 Y 
3890.0000 D80 1000000 c74 c79 300 Y 
3897.0000 D59 1000000 c74 p10 300 Y 
3900.0000 D60 1000000 c74 w101 300 Y 
3903.0000 D106 1000000 c74 c51 300 Y 
3906.0000 D61 1000000 c74 c71 300 Y 
3907.0000 D120 1000000 c61 c75 300 Y 
3909.0000 D61 1000000 p8 c71 300 Y 
3909.0000 D120 1000000 c74 c75 300 Y 
3911.0000 I23 618088 w111 null 300 N 
3911.0000 D120 1000000 p0 c75 300 Y 
3911.0000 D120 1000000 w98 c75 300 Y 
3912.0000 D80 1000000 p8 c79 300 Y 
3914.0000 D106 1000000 w89 c51 300 Y 
3917.0000 D80 1000000 w89 c79 300 Y 
3919.0000 D15 1000000 p19 c69 300 Y 
3920.0000 D60 1000000 w89 w101 300 Y 
3923.0000 D76 1000000 w89 c47 300 Y 
3924.0000 D120 1000000 p35 c75 300 Y 
3925.0000 D15 1000000 c72 c69 300 Y 
3926.0000 D61 1000000 w89 c71 300 Y 
3926.0000 D61 1000000 c67 c71 300 Y 
3929.0000 D120 1000000 w106 c75 300 Y 
3933.0000 D120 1000000 c49 c75 300 Y 
3935.0000 D15 1000000 w90 c69 300 Y 
3935.0000 D120 1000000 c55 c75 300 Y 
3935.0000 D120 1000000 w92 c75 300 Y 
3936.0000 D60 1000000 c41 w101 300 Y 
3939.0000 D63 1000000 c41 p23 300 Y 
3940.0000 D120 1000000 c44 c75 300 Y 
3942.0000 D76 1000000 c41 c47 300 Y 
3943.0000 D15 1000000 w95 c69 300 Y 
3943.0000 D120 1000000 c53 c75 300 Y 
3944.0000 D120 1000000 w116 c75 300 Y 
3945.0000 D106 1000000 c41 c51 300 Y 
3947.0000 D120 1000000 w89 c75 300 Y 
3950.0000 D15 1000000 c50 c69 300 Y 
3951.0000 D15 1000000 c57 c69 300 Y 
3951.0000 D15 1000000 t120 c69 300 Y 
3954.0000 D120 1000000 c73 c75 300 Y 
3957.0000 D120 1000000 c43 c75 300 Y 
3958.0000 D120 1000000 c41 c75 300 Y 
3959.0000 D63 1000000 c59 p23 300 Y 
3960.0000 D76 1000000 w99 c47 300 Y 
3962.0000 D60 1000000 c59 w101 300 Y 
3962.0000 D120 1000000 w83 c75 300 Y 
3963.0000 D61 1000000 w99 c71 300 Y 
3964.0000 D15 1000000 t122 c69 300 Y 
3965.0000 D76 1000000 c59 c47 300 Y 
3966.0000 D120 1000000 c71 c75 300 Y 
3967.0000 D99 1000000 w101 c51 300 Y 
3968.0000 D61 1000000 c59 c71 300 Y 
3971.0000 D59 1000000 c59 p10 300 Y 
3973.0000 D120 1000000 c56 c75 300 Y 
3976.0000 D120 1000000 w110 c75 300 Y 
3978.0000 D120 1000000 p3 c75 300 Y 
3979.0000 D59 1000000 w99 p10 300 Y 
3981.0000 D80 1000000 p3 c79 300 Y 
3982.0000 D120 1000000 w104 c75 300 Y 
3984.0000 I24 783840 c53 null 300 N 
3985.0000 D120 1000000 w81 c75 300 Y 
3986.0000 D120 1000000 c66 c75 300 Y 
3988.0000 D15 1000000 p14 c69 300 Y 
3992.0000 D15 1000000 c74 c69 300 Y 
3993.0000 D120 1000000 w80 c75 300 Y 
3997.0000 D120 1000000 p9 c75 300 Y 
3997.0000 D120 1000000 w100 c75 300 Y 
4002.0000 D120 1000000 w117 c75 300 Y 
4009.0000 D120 1000000 w91 c75 300 Y 
4012.0000 D120 1000000 c77 c75 300 Y 
4026.0000 D120 1000000 w102 c75 300 Y 
4028.0000 D106 1000000 p3 c51 300 Y 
4031.0000 D120 1000000 p14 c75 300 Y 
4034.0000 D120 1000000 w96 c75 300 Y 
4035.0000 D58 1000000 t123 w111 300 Y 
4036.0000 D60 1000000 p0 w101 300 Y 
4045.0000 D120 1000000 w115 c75 300 Y 
4058.0000 D120 1000000 c48 c75 300 Y 
4059.0000 D120 1000000 p15 c75 300 Y 
4059.0000 D63 1000000 w113 p23 300 Y 
4062.0000 D120 1000000 w113 c75 300 Y 
4063.0000 D120 1000000 p34 c75 300 Y 
4065.0000 D120 1000000 c45 c75 300 Y 
4071.0000 D120 1000000 w112 c75 300 Y 
4074.0000 D120 1000000 p25 c75 300 Y 
4080.0000 D120 1000000 p10 c75 300 Y 
4082.0000 D120 1000000 p32 c75 300 Y 
4087.0000 D120 1000000 w84 c75 300 Y 
4094.0000 D120 1000000 c52 c75 300 Y 
4097.0000 D120 1000000 w109 c75 300 Y 
4105.0000 D120 1000000 w99 c75 300 Y 
4120.0000 D120 1000000 p18 c75 300 Y 
4122.0000 D106 1000000 c44 c51 300 Y 
4123.0000 D120 1000000 w94 c75 300 Y 
4125.0000 D120 1000000 w85 c75 300 Y 
4134.0000 D120 1000000 c54 c75 300 Y 
4168.0000 D120 1000000 p5 c75 300 Y 
4181.0000 I25 980208 w116 null 300 N 
4186.0000 D120 1000000 p28 c75 300 Y 
4191.0000 D120 1000000 c63 c75 300 Y 
4193.0000 D120 1000000 w95 c75 300 Y 
4194.0000 D120 1000000 c67 c75 300 Y 
4196.0000 D63 1000000 w95 p23 300 Y 
4202.0000 D120 1000000 w118 c75 300 Y 
4204.0000 D97 1000000 w99 c55 300 Y 
4218.0000 D63 1000000 c58 p23 300 Y 
4224.0000 D120 1000000 w105 c75 300 Y 
4225.0000 D106 1000000 c58 c51 300 Y 
4228.0000 D59 1000000 c58 p10 300 Y 
4230.0000 D15 1000000 w99 c69 300 Y 
4231.0000 D80 1000000 c58 c79 300 Y 
4239.0000 D120 1000000 w82 c75 300 Y 
4244.0000 D106 1000000 p8 c51 300 Y 
4252.0000 D59 1000000 p24 p10 300 Y 
4252.0000 D59 1000000 c45 p10 300 Y 
4258.0000 D63 1000000 c45 p23 300 Y 
4259.0000 D63 1000000 p24 p23 300 Y 
4268.0000 D15 1000000 p3 c69 300 Y 
4272.0000 D71 1000000 c79 c53 300 Y 
4272.0000 D59 1000000 c77 p10 300 Y 
4278.0000 D60 1000000 c77 w101 300 Y 
4284.0000 D63 1000000 c77 p23 300 Y 
4285.0000 D76 1000000 c45 c47 300 Y 
4287.0000 D15 1000000 p24 c69 300 Y 
4288.0000 D15 1000000 c45 c69 300 Y 
4292.0000 D61 1000000 c70 c71 300 Y 
4294.0000 D15 1000000 p8 c69 300 Y 
4295.0000 D59 1000000 c70 p10 300 Y 
4298.0000 D106 1000000 c70 c51 300 Y 
4305.0000 D15 1000000 c70 c69 300 Y 
4306.0000 D120 1000000 c72 c75 300 Y 
4312.0000 D80 1000000 w117 c79 300 Y 
4315.0000 D15 1000000 c77 c69 300 Y 
4331.0000 D120 1000000 p33 c75 300 Y 
4334.0000 D106 1000000 p33 c51 300 Y 
4337.0000 D80 1000000 p33 c79 300 Y 
4351.0000 D120 1000000 c59 c75 300 Y 
4352.0000 D120 1000000 p21 c75 300 Y 
4353.0000 D15 1000000 c58 c69 300 Y 
4361.0000 I26 919773 w112 null 300 N 
4363.0000 D15 1000000 p33 c69 300 Y 
4396.0000 D25 1000000 w107 w108 300 Y 
4404.0000 D120 1000000 c75 c75 300 Y 
4408.0000 D25 1000000 p33 w108 300 Y 
4409.0000 D76 1000000 c42 c47 300 Y 
4412.0000 D63 1000000 c42 p23 300 Y 
4423.0000 D15 1000000 c42 c69 300 Y 
4425.0000 D120 1000000 w114 c75 300 Y 
4443.0000 D42 1000000 p12 w116 300 Y 
4458.0000 D120 1000000 w119 c75 300 Y 
4468.0000 I27 579202 c61 null 300 N 
4471.0000 D15 1000000 c67 c69 300 Y 
4474.0000 D15 1000000 c44 c69 300 Y 
4494.0000 D61 1000000 c78 c71 300 Y 
4497.0000 D63 1000000 c78 p23 300 Y 
4500.0000 D60 1000000 c78 w101 300 Y 
4506.0000 D106 1000000 c78 c51 300 Y 
4513.0000 D76 1000000 c78 c47 300 Y 
4522.0000 D80 1000000 c78 c79 300 Y 
4523.0000 D15 1000000 w113 c69 300 Y 
4525.0000 D120 1000000 c78 c75 300 Y 
4534.0000 D15 1000000 c78 c69 300 Y 
4553.0000 D61 1000000 p18 c71 300 Y 
4579.0000 D63 1000000 c50 p23 300 Y 
4585.0000 D15 1000000 p28 c69 300 Y 
4590.0000 D63 1000000 c60 p23 300 Y 
4590.0000 D120 1000000 p16 c75 300 Y 
4592.0000 D15 1000000 w92 c69 300 Y 
4604.0000 D63 1000000 p29 p23 300 Y 
4609.0000 D15 1000000 p15 c69 300 Y 
4618.0000 D15 1000000 c69 c69 300 Y 
4619.0000 D15 1000000 c59 c69 300 Y 
