# time  created  delivered  delivered/created
3108.0000 603 468 0.7761
3113.0000 604 468 0.7748
3113.0000 604 469 0.7765
3114.0000 605 469 0.7752
3114.0000 605 470 0.7769
3114.0000 606 470 0.7756
3114.0000 606 471 0.7772
3116.0000 607 471 0.7759
3116.0000 607 472 0.7776
3120.0000 608 472 0.7763
3120.0000 608 473 0.7780
3121.0000 609 473 0.7767
3121.0000 609 474 0.7783
3122.0000 610 474 0.7770
3122.0000 610 475 0.7787
3123.0000 611 475 0.7774
3123.0000 611 476 0.7791
3124.0000 612 476 0.7778
3124.0000 612 477 0.7794
3125.0000 613 477 0.7781
3125.0000 613 478 0.7798
3126.0000 614 478 0.7785
3126.0000 614 479 0.7801
3126.0000 615 479 0.7789
3126.0000 615 480 0.7805
3127.0000 616 480 0.7792
3127.0000 616 481 0.7808
3128.0000 617 481 0.7796
3128.0000 617 482 0.7812
3129.0000 618 482 0.7799
3129.0000 618 483 0.7816
3130.0000 619 483 0.7803
3130.0000 619 484 0.7819
3132.0000 620 484 0.7806
3132.0000 620 485 0.7823
3133.0000 621 485 0.7810
3133.0000 621 486 0.7826
3133.0000 622 486 0.7814
3133.0000 622 487 0.7830
3133.0000 623 487 0.7817
3133.0000 623 488 0.7833
3134.0000 624 488 0.7821
3134.0000 624 489 0.7837
3135.0000 625 489 0.7824
3135.0000 625 490 0.7840
3136.0000 626 490 0.7827
3136.0000 626 491 0.7843
3136.0000 627 491 0.7831
3136.0000 627 492 0.7847
3137.0000 628 492 0.7834
3137.0000 628 493 0.7850
3139.0000 629 493 0.7838
3139.0000 629 494 0.7854
3140.0000 630 494 0.7841
3140.0000 630 495 0.7857
3141.0000 631 495 0.7845
3141.0000 631 496 0.7861
3141.0000 632 496 0.7848
3141.0000 632 497 0.7864
3141.0000 633 497 0.7852
3141.0000 633 498 0.7867
3143.0000 634 498 0.7855
3143.0000 634 499 0.7871
3144.0000 635 499 0.7858
3144.0000 635 500 0.7874
3145.0000 636 500 0.7862
3145.0000 636 501 0.7877
3151.0000 637 501 0.7865
3151.0000 637 502 0.7881
3151.0000 638 502 0.7868
3151.0000 638 503 0.7884
3152.0000 639 503 0.7872
3152.0000 639 504 0.7887
3153.0000 640 504 0.7875
3153.0000 640 505 0.7891
3153.0000 641 505 0.7878
3153.0000 641 506 0.7894
3154.0000 642 506 0.7882
3154.0000 642 507 0.7897
3155.0000 643 507 0.7885
3155.0000 643 508 0.7900
3156.0000 644 508 0.7888
3156.0000 644 509 0.7904
3158.0000 645 509 0.7891
3158.0000 645 510 0.7907
3158.0000 646 510 0.7895
3158.0000 646 511 0.7910
3159.0000 647 511 0.7898
3159.0000 647 512 0.7913
3159.0000 648 512 0.7901
3159.0000 648 513 0.7917
3161.0000 649 513 0.7904
3161.0000 649 514 0.7920
3161.0000 650 514 0.7908
3161.0000 650 515 0.7923
3162.0000 651 515 0.7911
3162.0000 651 516 0.7926
3162.0000 652 516 0.7914
3162.0000 652 517 0.7929
3165.0000 653 517 0.7917
3165.0000 653 518 0.7933
3165.0000 654 518 0.7920
3165.0000 654 519 0.7936
3167.0000 655 519 0.7924
3167.0000 655 520 0.7939
3167.0000 656 520 0.7927
3167.0000 656 521 0.7942
3167.0000 657 521 0.7930
3167.0000 657 522 0.7945
3169.0000 658 522 0.7933
3169.0000 658 523 0.7948
3169.0000 659 523 0.7936
3169.0000 659 524 0.7951
3170.0000 660 524 0.7939
3170.0000 660 525 0.7955
3172.0000 661 525 0.7943
3172.0000 661 526 0.7958
3174.0000 662 526 0.7946
3174.0000 662 527 0.7961
3177.0000 663 527 0.7949
3177.0000 663 528 0.7964
3177.0000 664 528 0.7952
3177.0000 664 529 0.7967
3177.0000 665 529 0.7955
3177.0000 665 530 0.7970
3178.0000 666 530 0.7958
3178.0000 666 531 0.7973
3179.0000 667 531 0.7961
3179.0000 667 532 0.7976
3181.0000 668 532 0.7964
3181.0000 668 533 0.7979
3185.0000 669 533 0.7967
3185.0000 669 534 0.7982
3185.0000 670 534 0.7970
3185.0000 670 535 0.7985
3186.0000 671 535 0.7973
3186.0000 671 536 0.7988
3188.0000 672 536 0.7976
3188.0000 672 537 0.7991
3188.0000 673 537 0.7979
3188.0000 673 538 0.7994
3190.0000 674 538 0.7982
3190.0000 674 539 0.7997
3191.0000 675 539 0.7985
3191.0000 675 540 0.8000
3192.0000 676 540 0.7988
3192.0000 676 541 0.8003
3192.0000 677 541 0.7991
3192.0000 677 542 0.8006
3192.0000 678 542 0.7994
3192.0000 678 543 0.8009
3192.0000 679 543 0.7997
3192.0000 679 544 0.8012
3196.0000 680 544 0.8000
3196.0000 680 545 0.8015
3199.0000 681 545 0.8003
3199.0000 681 546 0.8018
3200.0000 682 546 0.8006
3200.0000 682 547 0.8021
3202.0000 683 547 0.8009
3202.0000 683 548 0.8023
3202.0000 684 548 0.8012
3202.0000 684 549 0.8026
3206.0000 685 549 0.8015
3206.0000 685 550 0.8029
3208.0000 686 550 0.8017
3208.0000 686 551 0.8032
3210.0000 687 551 0.8020
3210.0000 687 552 0.8035
3210.0000 688 552 0.8023
3210.0000 688 553 0.8038
3211.0000 689 553 0.8026
3211.0000 689 554 0.8041
3212.0000 690 554 0.8029
3212.0000 690 555 0.8043
3212.0000 691 555 0.8032
3212.0000 691 556 0.8046
3215.0000 692 556 0.8035
3215.0000 692 557 0.8049
3222.0000 693 557 0.8038
3222.0000 693 558 0.8052
3223.0000 694 558 0.8040
3223.0000 694 559 0.8055
3224.0000 695 559 0.8043
3224.0000 695 560 0.8058
3225.0000 696 560 0.8046
3225.0000 696 561 0.8060
3225.0000 697 561 0.8049
3225.0000 697 562 0.8063
3225.0000 698 562 0.8052
3225.0000 698 563 0.8066
3226.0000 699 563 0.8054
3226.0000 699 564 0.8069
3227.0000 700 564 0.8057
3227.0000 700 565 0.8071
3228.0000 701 565 0.8060
3228.0000 701 566 0.8074
3228.0000 702 566 0.8063
3228.0000 702 567 0.8077
3228.0000 703 567 0.8065
3228.0000 703 568 0.8080
3228.0000 704 568 0.8068
3228.0000 704 569 0.8082
3229.0000 705 569 0.8071
3229.0000 705 570 0.8085
3232.0000 706 570 0.8074
3232.0000 706 571 0.8088
3232.0000 707 571 0.8076
3232.0000 707 572 0.8091
3234.0000 708 572 0.8079
3234.0000 708 573 0.8093
3234.0000 709 573 0.8082
3234.0000 709 574 0.8096
3235.0000 710 574 0.8085
3235.0000 710 575 0.8099
3235.0000 711 575 0.8087
3235.0000 711 576 0.8101
3237.0000 712 576 0.8090
3237.0000 712 577 0.8104
3237.0000 713 577 0.8093
3237.0000 713 578 0.8107
3238.0000 714 578 0.8095
3238.0000 714 579 0.8109
3239.0000 715 579 0.8098
3239.0000 715 580 0.8112
3239.0000 716 580 0.8101
3239.0000 716 581 0.8115
3240.0000 717 581 0.8103
3240.0000 717 582 0.8117
3240.0000 718 582 0.8106
3240.0000 718 583 0.8120
3242.0000 719 583 0.8108
3242.0000 719 584 0.8122
3243.0000 720 584 0.8111
3243.0000 720 585 0.8125
3243.0000 721 585 0.8114
3243.0000 721 586 0.8128
3245.0000 722 586 0.8116
3245.0000 722 587 0.8130
3246.0000 723 587 0.8119
3246.0000 723 588 0.8133
3246.0000 724 588 0.8122
3246.0000 724 589 0.8135
3248.0000 725 589 0.8124
3248.0000 725 590 0.8138
3249.0000 726 590 0.8127
3249.0000 726 591 0.8140
3250.0000 727 591 0.8129
3250.0000 727 592 0.8143
3251.0000 728 592 0.8132
3251.0000 728 593 0.8146
3251.0000 729 593 0.8134
3251.0000 729 594 0.8148
3252.0000 730 594 0.8137
3252.0000 730 595 0.8151
3253.0000 731 595 0.8140
3253.0000 731 596 0.8153
3253.0000 732 596 0.8142
3253.0000 732 597 0.8156
3253.0000 733 597 0.8145
3253.0000 733 598 0.8158
3254.0000 734 598 0.8147
3254.0000 734 599 0.8161
3256.0000 735 599 0.8150
3256.0000 735 600 0.8163
3256.0000 736 600 0.8152
3256.0000 736 601 0.8166
3259.0000 737 601 0.8155
3259.0000 737 602 0.8168
3264.0000 738 602 0.8157
3264.0000 738 603 0.8171
3266.0000 739 603 0.8160
3266.0000 739 604 0.8173
3268.0000 740 604 0.8162
3268.0000 740 605 0.8176
3268.0000 741 605 0.8165
3268.0000 741 606 0.8178
3269.0000 742 606 0.8167
3269.0000 742 607 0.8181
3270.0000 743 607 0.8170
3270.0000 743 608 0.8183
3270.0000 744 608 0.8172
3270.0000 744 609 0.8185
3273.0000 745 609 0.8174
3273.0000 745 610 0.8188
3274.0000 746 610 0.8177
3274.0000 746 611 0.8190
3277.0000 747 611 0.8179
3277.0000 747 612 0.8193
3278.0000 748 612 0.8182
3278.0000 748 613 0.8195
3279.0000 749 613 0.8184
3279.0000 749 614 0.8198
3279.0000 750 614 0.8187
3279.0000 750 615 0.8200
3280.0000 751 615 0.8189
3280.0000 751 616 0.8202
3281.0000 752 616 0.8191
3281.0000 752 617 0.8205
3282.0000 753 617 0.8194
3282.0000 753 618 0.8207
3282.0000 754 618 0.8196
3282.0000 754 619 0.8210
3285.0000 755 619 0.8199
3285.0000 755 620 0.8212
3286.0000 756 620 0.8201
3286.0000 756 621 0.8214
3289.0000 757 621 0.8203
3289.0000 757 622 0.8217
3289.0000 758 622 0.8206
3289.0000 758 623 0.8219
3290.0000 759 623 0.8208
3290.0000 759 624 0.8221
3291.0000 760 624 0.8211
3291.0000 760 625 0.8224
3294.0000 761 625 0.8213
3294.0000 761 626 0.8226
3297.0000 762 626 0.8215
3297.0000 762 627 0.8228
3298.0000 763 627 0.8218
3298.0000 763 628 0.8231
3299.0000 764 628 0.8220
3299.0000 764 629 0.8233
3300.0000 765 629 0.8222
3300.0000 765 630 0.8235
3301.0000 766 630 0.8225
3301.0000 766 631 0.8238
3302.0000 767 631 0.8227
3302.0000 767 632 0.8240
3303.0000 768 632 0.8229
3303.0000 768 633 0.8242
3303.0000 769 633 0.8231
3303.0000 769 634 0.8244
3305.0000 770 634 0.8234
3305.0000 770 635 0.8247
3305.0000 771 635 0.8236
3305.0000 771 636 0.8249
3305.0000 772 636 0.8238
3305.0000 772 637 0.8251
3306.0000 773 637 0.8241
3306.0000 773 638 0.8254
3306.0000 774 638 0.8243
3306.0000 774 639 0.8256
3307.0000 775 639 0.8245
3307.0000 775 640 0.8258
3310.0000 776 640 0.8247
3310.0000 776 641 0.8260
3312.0000 777 641 0.8250
3312.0000 777 642 0.8263
3313.0000 778 642 0.8252
3313.0000 778 643 0.8265
3314.0000 779 643 0.8254
3314.0000 779 644 0.8267
3316.0000 780 644 0.8256
3316.0000 780 645 0.8269
3317.0000 781 645 0.8259
3317.0000 781 646 0.8271
3317.0000 782 646 0.8261
3317.0000 782 647 0.8274
3321.0000 783 647 0.8263
3321.0000 783 648 0.8276
3323.0000 784 648 0.8265
3323.0000 784 649 0.8278
3323.0000 785 649 0.8268
3323.0000 785 650 0.8280
3324.0000 786 650 0.8270
3324.0000 786 651 0.8282
3325.0000 787 651 0.8272
3325.0000 787 652 0.8285
3326.0000 788 652 0.8274
3326.0000 788 653 0.8287
3326.0000 789 653 0.8276
3326.0000 789 654 0.8289
3328.0000 790 654 0.8278
3328.0000 790 655 0.8291
3332.0000 791 655 0.8281
3332.0000 791 656 0.8293
3333.0000 792 656 0.8283
3333.0000 792 657 0.8295
3334.0000 793 657 0.8285
3334.0000 793 658 0.8298
3336.0000 794 658 0.8287
3336.0000 794 659 0.8300
3338.0000 795 659 0.8289
3338.0000 795 660 0.8302
3339.0000 796 660 0.8291
3339.0000 796 661 0.8304
3340.0000 797 661 0.8294
3340.0000 797 662 0.8306
3341.0000 798 662 0.8296
3341.0000 798 663 0.8308
3342.0000 799 663 0.8298
3342.0000 799 664 0.8310
3345.0000 800 664 0.8300
3345.0000 800 665 0.8313
3347.0000 801 665 0.8302
3347.0000 801 666 0.8315
3347.0000 802 666 0.8304
3347.0000 802 667 0.8317
3350.0000 803 667 0.8306
3350.0000 803 668 0.8319
3352.0000 804 668 0.8308
3352.0000 804 669 0.8321
3353.0000 805 669 0.8311
3353.0000 805 670 0.8323
3353.0000 806 670 0.8313
3353.0000 806 671 0.8325
3354.0000 807 671 0.8315
3354.0000 807 672 0.8327
3355.0000 808 672 0.8317
3355.0000 809 672 0.8307
3355.0000 809 673 0.8319
3356.0000 810 673 0.8309
3356.0000 810 674 0.8321
3358.0000 811 674 0.8311
3358.0000 811 675 0.8323
3360.0000 812 675 0.8313
3360.0000 812 676 0.8325
3363.0000 813 676 0.8315
3363.0000 813 677 0.8327
3366.0000 814 677 0.8317
3366.0000 814 678 0.8329
3368.0000 815 678 0.8319
3368.0000 815 679 0.8331
3370.0000 816 679 0.8321
3370.0000 816 680 0.8333
3372.0000 817 680 0.8323
3372.0000 817 681 0.8335
3372.0000 818 681 0.8325
3372.0000 818 682 0.8337
3374.0000 819 682 0.8327
3374.0000 819 683 0.8339
3375.0000 820 683 0.8329
3375.0000 820 684 0.8341
3377.0000 821 684 0.8331
3377.0000 821 685 0.8343
3381.0000 822 685 0.8333
3381.0000 822 686 0.8345
3382.0000 823 686 0.8335
3382.0000 823 687 0.8348
3383.0000 824 687 0.8337
3383.0000 824 688 0.8350
3384.0000 825 688 0.8339
3384.0000 825 689 0.8352
3384.0000 826 689 0.8341
3384.0000 826 690 0.8354
3391.0000 827 690 0.8343
3391.0000 827 691 0.8356
3392.0000 828 691 0.8345
3392.0000 828 692 0.8357
3393.0000 829 692 0.8347
3393.0000 829 693 0.8359
3404.0000 830 693 0.8349
3404.0000 830 694 0.8361
3415.0000 831 694 0.8351
3415.0000 831 695 0.8363
3416.0000 832 695 0.8353
3416.0000 832 696 0.8365
3420.0000 833 696 0.8355
3420.0000 833 697 0.8367
3425.0000 834 697 0.8357
3425.0000 834 698 0.8369
3429.0000 835 698 0.8359
3429.0000 835 699 0.8371
3433.0000 836 699 0.8361
3433.0000 836 700 0.8373
3434.0000 837 700 0.8363
3434.0000 837 701 0.8375
3437.0000 838 701 0.8365
3437.0000 838 702 0.8377
3442.0000 839 702 0.8367
3442.0000 839 703 0.8379
3445.0000 840 703 0.8369
3445.0000 840 704 0.8381
3446.0000 841 704 0.8371
3446.0000 841 705 0.8383
3446.0000 842 705 0.8373
3446.0000 842 706 0.8385
3448.0000 843 706 0.8375
3448.0000 843 707 0.8387
3449.0000 844 707 0.8377
3449.0000 844 708 0.8389
3450.0000 845 708 0.8379
3450.0000 845 709 0.8391
3451.0000 846 709 0.8381
3451.0000 846 710 0.8392
3451.0000 847 710 0.8383
3451.0000 847 711 0.8394
3453.0000 848 711 0.8384
3453.0000 848 712 0.8396
3456.0000 849 712 0.8386
3456.0000 849 713 0.8398
3456.0000 850 713 0.8388
3456.0000 850 714 0.8400
3460.0000 851 714 0.8390
3460.0000 851 715 0.8402
3463.0000 852 715 0.8392
3463.0000 852 716 0.8404
3467.0000 853 716 0.8394
3467.0000 853 717 0.8406
3471.0000 854 717 0.8396
3471.0000 854 718 0.8407
3476.0000 855 718 0.8398
3476.0000 855 719 0.8409
3476.0000 856 719 0.8400
3476.0000 856 720 0.8411
3478.0000 857 720 0.8401
3478.0000 857 721 0.8413
3481.0000 858 721 0.8403
3481.0000 858 722 0.8415
3484.0000 859 722 0.8405
3484.0000 859 723 0.8417
3493.0000 860 723 0.8407
3493.0000 860 724 0.8419
3494.0000 861 724 0.8409
3494.0000 861 725 0.8420
3495.0000 862 725 0.8411
3495.0000 862 726 0.8422
3496.0000 863 726 0.8413
3496.0000 863 727 0.8424
3498.0000 864 727 0.8414
3498.0000 864 728 0.8426
3498.0000 865 728 0.8416
3498.0000 865 729 0.8428
3500.0000 866 729 0.8418
3500.0000 866 730 0.8430
3501.0000 867 730 0.8420
3501.0000 867 731 0.8431
3501.0000 868 731 0.8422
3501.0000 868 732 0.8433
3504.0000 869 732 0.8423
3504.0000 869 733 0.8435
3507.0000 870 733 0.8425
3507.0000 870 734 0.8437
3508.0000 871 734 0.8427
3508.0000 871 735 0.8439
3510.0000 872 735 0.8429
3510.0000 872 736 0.8440
3511.0000 873 736 0.8431
3511.0000 873 737 0.8442
3512.0000 874 737 0.8432
3512.0000 874 738 0.8444
3514.0000 875 738 0.8434
3514.0000 875 739 0.8446
3515.0000 876 739 0.8436
3515.0000 876 740 0.8447
3516.0000 877 740 0.8438
3516.0000 877 741 0.8449
3521.0000 878 741 0.8440
3521.0000 878 742 0.8451
3523.0000 879 742 0.8441
3523.0000 879 743 0.8453
3526.0000 880 743 0.8443
3526.0000 880 744 0.8455
3529.0000 881 744 0.8445
3529.0000 881 745 0.8456
3546.0000 882 745 0.8447
3546.0000 882 746 0.8458
3552.0000 883 746 0.8448
3552.0000 883 747 0.8460
3556.0000 884 747 0.8450
3556.0000 884 748 0.8462
3559.0000 885 748 0.8452
3559.0000 885 749 0.8463
3559.0000 886 749 0.8454
3559.0000 886 750 0.8465
3562.0000 887 750 0.8455
3562.0000 887 751 0.8467
3562.0000 888 751 0.8457
3562.0000 888 752 0.8468
3563.0000 889 752 0.8459
3563.0000 889 753 0.8470
3572.0000 890 753 0.8461
3572.0000 890 754 0.8472
3580.0000 891 754 0.8462
3580.0000 891 755 0.8474
3583.0000 892 755 0.8464
3583.0000 892 756 0.8475
3583.0000 893 756 0.8466
3583.0000 893 757 0.8477
3589.0000 894 757 0.8468
3589.0000 894 758 0.8479
3603.0000 895 758 0.8469
3603.0000 895 759 0.8480
3604.0000 896 759 0.8471
3604.0000 896 760 0.8482
3605.0000 897 760 0.8473
3607.0000 898 760 0.8463
3607.0000 898 761 0.8474
3609.0000 899 761 0.8465
3609.0000 899 762 0.8476
3612.0000 900 762 0.8467
3612.0000 900 763 0.8478
3615.0000 901 763 0.8468
3615.0000 901 764 0.8479
3618.0000 902 764 0.8470
3618.0000 902 765 0.8481
3624.0000 903 765 0.8472
3624.0000 903 766 0.8483
3628.0000 904 766 0.8473
3628.0000 904 767 0.8485
3628.0000 905 767 0.8475
3628.0000 905 768 0.8486
3630.0000 906 768 0.8477
3630.0000 906 769 0.8488
3633.0000 907 769 0.8479
3633.0000 907 770 0.8490
3638.0000 908 770 0.8480
3638.0000 908 771 0.8491
3641.0000 909 771 0.8482
3641.0000 909 772 0.8493
3644.0000 910 772 0.8484
3644.0000 910 773 0.8495
3663.0000 911 773 0.8485
3663.0000 911 774 0.8496
3664.0000 912 774 0.8487
3664.0000 912 775 0.8498
3664.0000 913 775 0.8488
3664.0000 913 776 0.8499
3665.0000 914 776 0.8490
3665.0000 914 777 0.8501
3666.0000 915 777 0.8492
3666.0000 915 778 0.8503
3667.0000 916 778 0.8493
3667.0000 916 779 0.8504
3671.0000 917 779 0.8495
3671.0000 917 780 0.8506
3684.0000 918 780 0.8497
3684.0000 918 781 0.8508
3685.0000 919 781 0.8498
3685.0000 919 782 0.8509
3685.0000 920 782 0.8500
3685.0000 920 783 0.8511
3686.0000 921 783 0.8502
3689.0000 922 783 0.8492
3689.0000 922 784 0.8503
3694.0000 922 785 0.8514
3696.0000 923 785 0.8505
3696.0000 923 786 0.8516
3697.0000 924 786 0.8506
3697.0000 924 787 0.8517
3703.0000 925 787 0.8508
3703.0000 925 788 0.8519
3704.0000 926 788 0.8510
3704.0000 926 789 0.8521
3706.0000 927 789 0.8511
3706.0000 927 790 0.8522
3707.0000 928 790 0.8513
3707.0000 928 791 0.8524
3708.0000 929 791 0.8515
3708.0000 929 792 0.8525
3709.0000 930 792 0.8516
3709.0000 930 793 0.8527
3709.0000 931 793 0.8518
3709.0000 931 794 0.8528
3731.0000 932 794 0.8519
3731.0000 932 795 0.8530
3736.0000 933 795 0.8521
3736.0000 933 796 0.8532
3742.0000 934 796 0.8522
3742.0000 934 797 0.8533
3749.0000 935 797 0.8524
3749.0000 935 798 0.8535
3752.0000 936 798 0.8526
3752.0000 936 799 0.8536
3764.0000 937 799 0.8527
3764.0000 937 800 0.8538
3772.0000 938 800 0.8529
3782.0000 939 800 0.8520
3782.0000 939 801 0.8530
3783.0000 940 801 0.8521
3783.0000 940 802 0.8532
3784.0000 941 802 0.8523
3784.0000 941 803 0.8533
3788.0000 942 803 0.8524
3788.0000 942 804 0.8535
3790.0000 943 804 0.8526
3790.0000 943 805 0.8537
3790.0000 944 805 0.8528
3790.0000 944 806 0.8538
3792.0000 945 806 0.8529
3792.0000 945 807 0.8540
3796.0000 946 807 0.8531
3796.0000 946 808 0.8541
3799.0000 947 808 0.8532
3799.0000 947 809 0.8543
3803.0000 948 809 0.8534
3803.0000 948 810 0.8544
3810.0000 949 810 0.8535
3810.0000 949 811 0.8546
3813.0000 950 811 0.8537
3813.0000 950 812 0.8547
3814.0000 951 812 0.8538
3814.0000 951 813 0.8549
3819.0000 952 813 0.8540
3819.0000 952 814 0.8550
3822.0000 953 814 0.8541
3822.0000 953 815 0.8552
3825.0000 954 815 0.8543
3825.0000 954 816 0.8553
3828.0000 955 816 0.8545
3828.0000 955 817 0.8555
3829.0000 956 817 0.8546
3829.0000 956 818 0.8556
3830.0000 957 818 0.8548
3830.0000 957 819 0.8558
3832.0000 958 819 0.8549
3832.0000 958 820 0.8559
3835.0000 959 820 0.8551
3835.0000 959 821 0.8561
3839.0000 960 821 0.8552
3839.0000 960 822 0.8563
3839.0000 961 822 0.8554
3839.0000 961 823 0.8564
3842.0000 962 823 0.8555
3842.0000 962 824 0.8565
3851.0000 963 824 0.8557
3851.0000 963 825 0.8567
3861.0000 964 825 0.8558
3861.0000 964 826 0.8568
3863.0000 965 826 0.8560
3863.0000 965 827 0.8570
3865.0000 966 827 0.8561
3865.0000 966 828 0.8571
3871.0000 967 828 0.8563
3871.0000 967 829 0.8573
3887.0000 968 829 0.8564
3887.0000 968 830 0.8574
3890.0000 969 830 0.8566
3890.0000 969 831 0.8576
3897.0000 970 831 0.8567
3897.0000 970 832 0.8577
3900.0000 971 832 0.8568
3900.0000 971 833 0.8579
3903.0000 972 833 0.8570
3903.0000 972 834 0.8580
3906.0000 973 834 0.8571
3906.0000 973 835 0.8582
3907.0000 974 835 0.8573
3907.0000 974 836 0.8583
3909.0000 975 836 0.8574
3909.0000 975 837 0.8585
3909.0000 976 837 0.8576
3909.0000 976 838 0.8586
3911.0000 977 838 0.8577
3911.0000 978 838 0.8569
3911.0000 978 839 0.8579
3911.0000 979 839 0.8570
3911.0000 979 840 0.8580
3912.0000 980 840 0.8571
3912.0000 980 841 0.8582
3914.0000 981 841 0.8573
3914.0000 981 842 0.8583
3917.0000 982 842 0.8574
3917.0000 982 843 0.8585
3919.0000 983 843 0.8576
3919.0000 983 844 0.8586
3920.0000 984 844 0.8577
3920.0000 984 845 0.8587
3923.0000 985 845 0.8579
3923.0000 985 846 0.8589
3924.0000 986 846 0.8580
3924.0000 986 847 0.8590
3925.0000 987 847 0.8582
3925.0000 987 848 0.8592
3926.0000 988 848 0.8583
3926.0000 988 849 0.8593
3926.0000 989 849 0.8584
3926.0000 989 850 0.8595
3929.0000 990 850 0.8586
3929.0000 990 851 0.8596
3933.0000 991 851 0.8587
3933.0000 991 852 0.8597
3935.0000 992 852 0.8589
3935.0000 992 853 0.8599
3935.0000 993 853 0.8590
3935.0000 993 854 0.8600
3935.0000 994 854 0.8592
3935.0000 994 855 0.8602
3936.0000 995 855 0.8593
3936.0000 995 856 0.8603
3939.0000 996 856 0.8594
3939.0000 996 857 0.8604
3940.0000 997 857 0.8596
3940.0000 997 858 0.8606
3942.0000 998 858 0.8597
3942.0000 998 859 0.8607
3943.0000 999 859 0.8599
3943.0000 999 860 0.8609
3943.0000 1000 860 0.8600
3943.0000 1000 861 0.8610
3944.0000 1001 861 0.8601
3944.0000 1001 862 0.8611
3945.0000 1002 862 0.8603
3945.0000 1002 863 0.8613
3947.0000 1003 863 0.8604
3947.0000 1003 864 0.8614
3950.0000 1004 864 0.8606
3950.0000 1004 865 0.8616
3951.0000 1005 865 0.8607
3951.0000 1005 866 0.8617
3951.0000 1006 866 0.8608
3951.0000 1006 867 0.8618
3954.0000 1007 867 0.8610
3954.0000 1007 868 0.8620
3957.0000 1008 868 0.8611
3957.0000 1008 869 0.8621
3958.0000 1009 869 0.8612
3958.0000 1009 870 0.8622
3959.0000 1010 870 0.8614
3959.0000 1010 871 0.8624
3960.0000 1011 871 0.8615
3960.0000 1011 872 0.8625
3962.0000 1012 872 0.8617
3962.0000 1012 873 0.8626
3962.0000 1013 873 0.8618
3962.0000 1013 874 0.8628
3963.0000 1014 874 0.8619
3963.0000 1014 875 0.8629
3964.0000 1015 875 0.8621
3964.0000 1015 876 0.8631
3965.0000 1016 876 0.8622
3965.0000 1016 877 0.8632
3966.0000 1017 877 0.8623
3966.0000 1017 878 0.8633
3967.0000 1018 878 0.8625
3967.0000 1018 879 0.8635
3968.0000 1019 879 0.8626
3968.0000 1019 880 0.8636
3971.0000 1020 880 0.8627
3971.0000 1020 881 0.8637
3973.0000 1021 881 0.8629
3973.0000 1021 882 0.8639
3976.0000 1022 882 0.8630
3976.0000 1022 883 0.8640
3978.0000 1023 883 0.8631
3978.0000 1023 884 0.8641
3979.0000 1024 884 0.8633
3979.0000 1024 885 0.8643
3981.0000 1025 885 0.8634
3981.0000 1025 886 0.8644
3982.0000 1026 886 0.8635
3982.0000 1026 887 0.8645
3984.0000 1027 887 0.8637
3985.0000 1028 887 0.8628
3985.0000 1028 888 0.8638
3986.0000 1029 888 0.8630
3986.0000 1029 889 0.8639
3988.0000 1030 889 0.8631
3988.0000 1030 890 0.8641
3992.0000 1031 890 0.8632
3992.0000 1031 891 0.8642
3993.0000 1032 891 0.8634
3993.0000 1032 892 0.8643
3997.0000 1033 892 0.8635
3997.0000 1033 893 0.8645
3997.0000 1034 893 0.8636
3997.0000 1034 894 0.8646
4002.0000 1035 894 0.8638
4002.0000 1035 895 0.8647
4009.0000 1036 895 0.8639
4009.0000 1036 896 0.8649
4012.0000 1037 896 0.8640
4012.0000 1037 897 0.8650
4026.0000 1038 897 0.8642
4026.0000 1038 898 0.8651
4028.0000 1039 898 0.8643
4028.0000 1039 899 0.8653
4031.0000 1040 899 0.8644
4031.0000 1040 900 0.8654
4034.0000 1041 900 0.8646
4034.0000 1041 901 0.8655
4035.0000 1042 901 0.8647
4035.0000 1042 902 0.8656
4036.0000 1043 902 0.8648
4036.0000 1043 903 0.8658
4045.0000 1044 903 0.8649
4045.0000 1044 904 0.8659
4058.0000 1045 904 0.8651
4058.0000 1045 905 0.8660
4059.0000 1046 905 0.8652
4059.0000 1046 906 0.8662
4059.0000 1047 906 0.8653
4059.0000 1047 907 0.8663
4062.0000 1048 907 0.8655
4062.0000 1048 908 0.8664
4063.0000 1049 908 0.8656
4063.0000 1049 909 0.8665
4065.0000 1050 909 0.8657
4065.0000 1050 910 0.8667
4071.0000 1051 910 0.8658
4071.0000 1051 911 0.8668
4074.0000 1052 911 0.8660
4074.0000 1052 912 0.8669
4080.0000 1053 912 0.8661
4080.0000 1053 913 0.8670
4082.0000 1054 913 0.8662
4082.0000 1054 914 0.8672
4087.0000 1055 914 0.8664
4087.0000 1055 915 0.8673
4094.0000 1056 915 0.8665
4094.0000 1056 916 0.8674
4097.0000 1057 916 0.8666
4097.0000 1057 917 0.8675
4105.0000 1058 917 0.8667
4105.0000 1058 918 0.8677
4120.0000 1059 918 0.8669
4120.0000 1059 919 0.8678
4122.0000 1060 919 0.8670
4122.0000 1060 920 0.8679
4123.0000 1061 920 0.8671
4123.0000 1061 921 0.8680
4125.0000 1062 921 0.8672
4125.0000 1062 922 0.8682
4134.0000 1063 922 0.8674
4134.0000 1063 923 0.8683
4168.0000 1064 923 0.8675
4168.0000 1064 924 0.8684
4181.0000 1065 924 0.8676
4186.0000 1066 924 0.8668
4186.0000 1066 925 0.8677
4191.0000 1067 925 0.8669
4191.0000 1067 926 0.8679
