# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
2856.0000 I1 593012 7 2771.0000 p10 null 253 N p10->p25->p21->w98->c73->w98->w100->c71
2860.0000 I9 678250 4 1069.0000 c51 null 282 N c51->w102->p15->w81->p2
2860.0000 I8 513337 6 1288.0000 c79 null 278 N c79->c66->p27->p5->w114->w83->w115
2863.0000 I9 678250 4 1072.0000 c51 null 282 N c51->c67->w113->w101->c53
2866.0000 I5 566179 4 1888.0000 w101 null 268 N w101->p31->c75->c61->p6
2866.0000 I5 566179 6 1888.0000 w101 null 268 N w101->c60->p12->t124->w107->p33->w103
2867.0000 I9 678250 4 1076.0000 c51 null 282 N c51->w103->p35->w83->w115
2869.0000 I2 638690 4 2521.0000 p23 null 257 N p23->p18->p22->t120->c71
2870.0000 I1 593012 4 2785.0000 p10 null 253 N p10->p34->c55->w118->w95
2876.0000 I8 513337 6 1304.0000 c79 null 278 N c79->c66->p27->c59->p39->w97->c49
2877.0000 I4 638104 5 2121.0000 c47 null 264 N c47->w114->w99->w81->c48->w95
2880.0000 I5 566179 4 1902.0000 w101 null 268 N w101->w85->p24->w89->p11
2880.0000 I5 566179 6 1902.0000 w101 null 268 N w101->c60->p12->t124->w107->c48->w95
2880.0000 I5 566179 2 1902.0000 w101 null 268 N w101->t122->c44
2883.0000 I2 638690 6 2535.0000 p23 null 257 N p23->p18->p22->c43->w108->t122->c44
2883.0000 I5 566179 4 1905.0000 w101 null 268 N w101->w85->p24->w89->p36
2883.0000 I8 513337 5 1311.0000 c79 null 278 N c79->c66->p27->p5->w93->c56
2884.0000 I1 593012 5 2799.0000 p10 null 253 N p10->p37->p38->w99->w112->p35
2885.0000 I2 638690 4 2537.0000 p23 null 257 N p23->p18->p22->t120->c62
2885.0000 I9 678250 4 1094.0000 c51 null 281 N c51->w103->c68->w88->c49
2886.0000 I9 678250 5 1095.0000 c51 null 281 N c51->c67->w113->c71->w93->c56
2886.0000 I1 593012 9 2801.0000 p10 null 253 N p10->p25->p21->w98->c73->w98->c68->w99->p36->w89
2889.0000 I9 678250 5 1098.0000 c51 null 281 N c51->c67->w113->c71->w93->c66
2890.0000 I4 638104 5 2134.0000 c47 null 264 N c47->w114->w99->w81->c48->p35
2890.0000 I8 513337 6 1318.0000 c79 null 278 N c79->p11->c50->c68->p2->c72->w104
2890.0000 I4 638104 6 2134.0000 c47 null 264 N c47->c51->p0->p16->w103->t125->p2
2891.0000 I4 638104 4 2135.0000 c47 null 264 N c47->p6->c59->t120->c62
2892.0000 I8 513337 5 1320.0000 c79 null 278 N c79->c66->p27->p5->w93->c66
2893.0000 I5 566179 6 1915.0000 w101 null 268 N w101->c60->p12->t124->w107->c48->p35
2894.0000 I5 566179 6 1916.0000 w101 null 268 N w101->c60->p12->t124->w107->t120->c62
2898.0000 I4 638104 6 2142.0000 c47 null 264 N c47->c51->p0->p5->p31->t122->p39
2899.0000 I5 566179 6 1921.0000 w101 null 267 N w101->c60->p12->t124->w107->p33->w101
2901.0000 I2 638690 6 2553.0000 p23 null 257 N p23->p18->p22->c43->w108->t122->p39
2901.0000 I9 678250 2 1110.0000 c51 null 281 N c51->c44->w104
2901.0000 I4 638104 4 2145.0000 c47 null 264 N c47->c51->w106->c71->w87
2902.0000 I8 513337 4 1330.0000 c79 null 277 N c79->p11->c50->w88->p22
2902.0000 I2 638690 3 2554.0000 p23 null 257 N p23->p18->t121->c55
2908.0000 I8 513337 5 1336.0000 c79 null 277 N c79->p4->p8->c47->c46->p39
2908.0000 I5 566179 6 1930.0000 w101 null 267 N w101->c60->p12->t124->w107->p33->p12
2911.0000 I9 678250 4 1120.0000 c51 null 281 N c51->c67->w113->c46->p39
2912.0000 I5 566179 4 1934.0000 w101 null 267 N w101->c60->p12->t125->c57
2915.0000 I5 566179 2 1937.0000 w101 null 267 N w101->t122->p20
2918.0000 I9 678250 6 1127.0000 c51 null 281 N c51->w103->p35->p1->c65->p32->p22
2918.0000 I8 513337 6 1346.0000 c79 null 277 N c79->w82->c62->p18->t124->t125->c57
2921.0000 I9 678250 4 1130.0000 c51 null 281 N c51->w103->p35->t124->c57
2923.0000 I4 638104 6 2167.0000 c47 null 263 N c47->c51->p0->p16->w103->t125->p3
2924.0000 I4 638104 5 2168.0000 c47 null 263 N c47->w114->w99->w81->c48->w106
2926.0000 I5 566179 4 1948.0000 w101 null 267 N w101->c60->p12->t125->p3
2928.0000 I8 513337 3 1356.0000 c79 null 277 N c79->c66->p27->w103
2929.0000 I8 513337 5 1357.0000 c79 null 277 N c79->c66->p27->c49->c42->w98
2930.0000 I1 593012 6 2845.0000 p10 null 252 N p10->p34->w97->w115->p33->c73->c67
2931.0000 I9 678250 8 1140.0000 c51 null 281 N c51->w103->p35->t124->p4->p16->w95->w97->w83
2934.0000 I8 513337 7 1362.0000 c79 null 277 N c79->w82->c62->p18->t124->t125->w110->p20
2935.0000 I1 593012 7 2850.0000 p10 null 252 N p10->p25->p21->w98->c73->w98->w119->c79
2936.0000 D120 1000000 1 144.0000 w88 c75 297 Y w88->c75
2936.0000 I9 678250 4 1145.0000 c51 null 280 N c51->w103->c68->c42->w98
2937.0000 I8 513337 9 1365.0000 c79 null 277 N c79->w82->c62->p18->t124->w103->p31->c63->w85->w92
2937.0000 I9 678250 9 1146.0000 c51 null 280 N c51->w103->p35->t124->p4->p16->w95->w99->w110->p20
2938.0000 I4 638104 6 2182.0000 c47 null 263 N c47->c51->p0->p16->w103->t125->w111
2939.0000 I5 566179 6 1961.0000 w101 null 267 N w101->c60->p12->t124->w107->p33->c64
2940.0000 I1 593012 7 2855.0000 p10 null 252 N p10->p34->w110->w113->p31->w115->p0->c41
2944.0000 I5 566179 6 1966.0000 w101 null 267 N w101->c60->p12->t124->w107->p33->w97
2947.0000 I9 678250 7 1156.0000 c51 null 280 N c51->w103->p35->t124->p4->p16->t121->w92
2947.0000 I2 638690 6 2599.0000 p23 null 256 N p23->p18->p3->w117->p34->t125->p31
2949.0000 I9 678250 5 1158.0000 c51 null 280 N c51->w103->p35->p1->p3->w103
2954.0000 I2 638690 3 2606.0000 p23 null 256 N p23->p18->t121->w93
2962.0000 I8 513337 5 1390.0000 c79 null 276 N c79->p11->w117->w115->p33->w100
2969.0000 I5 566179 5 1991.0000 w101 null 266 N w101->c60->p12->c68->p18->c42
2969.0000 I2 638690 4 2621.0000 p23 null 256 N p23->p18->p25->t123->w111
2970.0000 I12 613454 5 780.0000 c71 null 287 N c71->p39->c53->w112->w106->w118
2972.0000 I8 513337 5 1400.0000 c79 null 276 N c79->w82->c62->p18->t123->w111
2974.0000 I8 513337 8 1402.0000 c79 null 276 N c79->c66->p27->c59->p39->w100->w111->c52->p21
2975.0000 I1 593012 6 2890.0000 p10 null 251 N p10->p34->w97->w115->p33->c42->p18
2975.0000 I5 566179 7 1997.0000 w101 null 266 N w101->w85->p24->p13->p20->w115->t121->w107
2975.0000 I9 678250 5 1184.0000 c51 null 280 N c51->w103->p35->p1->t123->w111
2976.0000 I9 678250 4 1185.0000 c51 null 280 N c51->w103->p35->t125->w100
2977.0000 I9 678250 6 1186.0000 c51 null 280 N c51->w103->p35->t124->p4->c52->p21
2977.0000 I8 513337 6 1405.0000 c79 null 276 N c79->c66->p27->c49->c42->p14->p13
2985.0000 I8 513337 7 1413.0000 c79 null 276 N c79->p11->w117->w115->p9->w101->c58->w116
2987.0000 I8 513337 6 1415.0000 c79 null 276 N c79->c66->p27->c49->c42->p14->w83
2988.0000 I4 638104 5 2232.0000 c47 null 262 N c47->w114->w99->w81->c48->w97
2988.0000 I8 513337 9 1416.0000 c79 null 276 N c79->w82->c62->p18->t124->w103->p31->c63->w85->p25
2990.0000 I9 678250 4 1199.0000 c51 null 280 N c51->w103->p35->w106->w107
2991.0000 I8 513337 9 1419.0000 c79 null 276 N c79->w82->c62->p18->t124->w103->p31->c73->p7->w112
2993.0000 I5 566179 6 2015.0000 w101 null 266 N w101->w85->p24->p2->w109->w91->w110
2993.0000 I4 638104 6 2237.0000 c47 null 262 N c47->c51->p0->p16->w103->t124->c51
2996.0000 I2 638690 6 2648.0000 p23 null 255 N p23->p18->p3->w117->p34->t124->c51
2998.0000 I8 513337 7 1426.0000 c79 null 276 N c79->w82->c62->p18->p1->c71->p3->p5
2999.0000 I8 513337 8 1427.0000 c79 null 276 N c79->c66->p27->c59->p39->w100->w111->p35->w107
3000.0000 I9 678250 7 1209.0000 c51 null 279 N c51->w103->p35->t124->p4->p24->c69->p25
3003.0000 I2 638690 6 2655.0000 p23 null 255 N p23->p18->p22->c43->w108->t122->p35
3004.0000 I4 638104 4 2248.0000 c47 null 262 N c47->c51->w106->c71->p18
3005.0000 I9 678250 5 1214.0000 c51 null 279 N c51->w103->c68->c48->p8->w116
3005.0000 I9 678250 5 1214.0000 c51 null 279 N c51->w103->p35->p1->p3->p5
3006.0000 I5 566179 5 2028.0000 w101 null 266 N w101->w85->p24->p27->c47->c76
3008.0000 I8 513337 4 1436.0000 c79 null 276 N c79->c66->p25->t121->w106
3008.0000 I8 513337 2 1436.0000 c79 null 276 N c79->p11->p31
3010.0000 I5 566179 2 2032.0000 w101 null 266 N w101->t122->p27
3011.0000 I9 678250 5 1220.0000 c51 null 279 N c51->w103->p35->w109->p11->p31
3012.0000 I8 513337 4 1440.0000 c79 null 276 N c79->p4->p8->c47->c76
3013.0000 I5 566179 4 2035.0000 w101 null 266 N w101->c60->p12->t125->p4
3015.0000 I9 678250 8 1224.0000 c51 null 279 N c51->w103->p35->t124->p4->p16->c66->c47->c76
3018.0000 I13 803022 5 708.0000 w108 null 288 N w108->p22->w107->w113->w91->w118
3019.0000 I16 705208 4 76.0000 w114 null 298 N w114->w92->c46->p19->p14
3020.0000 I4 638104 6 2264.0000 c47 null 262 N c47->c51->p0->p16->w103->t124->p4
3020.0000 I8 513337 6 1448.0000 c79 null 275 N c79->w82->c62->c74->w92->t122->p27
3021.0000 I4 638104 5 2265.0000 c47 null 262 N c47->c51->p0->p29->c79->w81
3023.0000 I9 678250 5 1232.0000 c51 null 279 N c51->w103->c68->w88->t122->p27
3027.0000 I8 513337 1 1455.0000 c79 null 275 N c79->w81
3029.0000 I8 513337 5 1457.0000 c79 null 275 N c79->p4->p8->c47->c46->p35
3031.0000 I5 566179 7 2053.0000 w101 null 265 N w101->w85->p24->p13->p20->w115->t121->c61
3031.0000 I4 638104 5 2275.0000 c47 null 262 N c47->w114->w99->w81->c48->w107
3032.0000 I9 678250 4 1241.0000 c51 null 279 N c51->c67->w113->c46->p35
3035.0000 I9 678250 4 1244.0000 c51 null 279 N c51->w103->p35->p1->p4
3037.0000 I4 638104 6 2281.0000 c47 null 261 N c47->c51->p0->p16->w103->t124->p19
3038.0000 I8 513337 5 1466.0000 c79 null 275 N c79->w82->c62->p18->p1->p4
3040.0000 I2 638690 6 2692.0000 p23 null 255 N p23->p18->p3->w117->p34->t124->p19
3043.0000 I8 513337 5 1471.0000 c79 null 275 N c79->w82->c62->p18->t124->p19
3046.0000 I9 678250 5 1255.0000 c51 null 279 N c51->w103->c68->w88->t122->w112
3046.0000 I4 638104 4 2290.0000 c47 null 261 N c47->c51->w106->c71->c64
3047.0000 I8 513337 6 1475.0000 c79 null 275 N c79->p11->w117->w115->p9->w108->p26
3048.0000 I9 678250 4 1257.0000 c51 null 279 N c51->w103->c68->c55->p13
3049.0000 I9 678250 4 1258.0000 c51 null 279 N c51->w103->c68->p29->w106
3050.0000 I5 566179 5 2072.0000 w101 null 265 N w101->w85->p24->p27->c47->p24
3050.0000 I9 678250 3 1259.0000 c51 null 279 N c51->w98->w108->p26
3050.0000 I9 678250 4 1259.0000 c51 null 279 N c51->w103->p35->t124->p19
3051.0000 I12 613454 7 861.0000 c71 null 285 N c71->p39->c53->w116->t123->p18->c55->p13
3058.0000 I12 613454 5 868.0000 c71 null 285 N c71->p39->c53->w116->w105->w83
3061.0000 I8 513337 5 1489.0000 c79 null 275 N c79->p4->p8->c47->c46->c61
3064.0000 I9 678250 4 1273.0000 c51 null 278 N c51->c67->w113->c46->c61
3072.0000 I2 638690 4 2724.0000 p23 null 254 N p23->p18->p25->t123->p4
3076.0000 I8 513337 5 1504.0000 c79 null 274 N c79->p4->p8->c47->c46->w97
3077.0000 I8 513337 5 1505.0000 c79 null 274 N c79->c66->p27->p20->w91->p17
3078.0000 I4 638104 4 2322.0000 c47 null 261 N c47->p6->c59->t120->p29
3079.0000 I8 513337 6 1507.0000 c79 null 274 N c79->w82->c62->p18->p1->c71->w101
3079.0000 I9 678250 4 1288.0000 c51 null 278 N c51->c67->w113->c46->w97
3080.0000 I9 678250 8 1289.0000 c51 null 278 N c51->w103->p35->t124->p4->p24->c56->w105->p32
3081.0000 I5 566179 6 2103.0000 w101 null 264 N w101->c60->p12->t124->w107->t120->p29
3082.0000 I8 513337 4 1510.0000 c79 null 274 N c79->w82->t120->w99->c45
3084.0000 I8 513337 4 1512.0000 c79 null 274 N c79->p4->p8->c47->p32
3085.0000 I8 513337 6 1513.0000 c79 null 274 N c79->c66->p27->c49->c42->c67->w86
3085.0000 I9 678250 8 1294.0000 c51 null 278 N c51->w103->p35->t124->p4->p16->w95->w99->c45
3085.0000 I12 613454 6 895.0000 c71 null 285 N c71->p39->c53->w112->w118->t122->w109
3086.0000 I9 678250 4 1295.0000 c51 null 278 N c51->c67->w113->c71->w101
3087.0000 I8 513337 5 1515.0000 c79 null 274 N c79->w82->c62->p18->t124->p38
3090.0000 I9 678250 4 1299.0000 c51 null 278 N c51->w103->p35->t124->p38
3093.0000 I4 638104 6 2337.0000 c47 null 261 N c47->c51->p0->p16->w103->t124->p38
3093.0000 I8 513337 5 1521.0000 c79 null 274 N c79->c66->p27->c49->p12->c60
3096.0000 I9 678250 6 1305.0000 c51 null 278 N c51->c67->w113->c71->w115->p12->c60
3096.0000 I4 638104 6 2340.0000 c47 null 261 N c47->c51->p0->p16->w103->t124->p17
3097.0000 I9 678250 3 1306.0000 c51 null 278 N c51->w98->c50->w86
3097.0000 I8 513337 7 1525.0000 c79 null 274 N c79->c66->p27->c59->p39->w100->c41->p10
3097.0000 I8 513337 7 1525.0000 c79 null 274 N c79->c66->p27->c59->p39->w100->w95->c64
3097.0000 I8 513337 6 1525.0000 c79 null 274 N c79->p11->c50->c68->p2->c72->p28
3099.0000 I9 678250 4 1308.0000 c51 null 278 N c51->w103->p35->t124->p17
3102.0000 I5 566179 4 2124.0000 w101 null 264 N w101->c60->p12->t124->p17
3103.0000 I8 513337 7 1531.0000 c79 null 274 N c79->c66->p27->c59->p39->w100->w95->p1
3104.0000 I4 638104 4 2348.0000 c47 null 260 N c47->w114->w99->t121->w82
3104.0000 I9 678250 4 1313.0000 c51 null 278 N c51->c44->w82->c41->p10
3105.0000 I8 513337 5 1533.0000 c79 null 274 N c79->c66->p27->p20->w91->w113
3105.0000 I8 513337 6 1533.0000 c79 null 274 N c79->c66->p27->p5->p22->p30->c55
3105.0000 I8 513337 4 1533.0000 c79 null 274 N c79->p4->w118->c48->c42
3106.0000 I9 678250 6 1315.0000 c51 null 278 N c51->c44->w82->c41->p13->c64->p1
3107.0000 I5 566179 7 2129.0000 w101 null 264 N w101->w85->p24->p13->p20->w115->t121->w82
3108.0000 I9 678250 4 1317.0000 c51 null 278 N c51->w103->c68->c48->c42
3108.0000 I9 678250 4 1317.0000 c51 null 278 N c51->c67->c62->p30->c55
3113.0000 I2 638690 3 2765.0000 p23 null 253 N p23->p18->t121->w82
3114.0000 I5 566179 4 2136.0000 w101 null 264 N w101->c60->p12->t124->p23
3114.0000 I8 513337 7 1542.0000 c79 null 274 N c79->c66->p27->c59->p39->w100->w95->w102
3116.0000 I8 513337 4 1544.0000 c79 null 274 N c79->c66->p25->t121->w82
3120.0000 I9 678250 7 1329.0000 c51 null 277 N c51->w103->p35->t124->p4->p16->c63->p24
3121.0000 I2 638690 6 2773.0000 p23 null 253 N p23->p18->p3->w117->p34->t124->p23
3122.0000 I12 613454 7 932.0000 c71 null 284 N c71->p39->c53->w112->p2->p31->c54->w103
3123.0000 I9 678250 7 1332.0000 c51 null 277 N c51->w103->p35->t124->p4->p16->t121->w82
3124.0000 I5 566179 5 2146.0000 w101 null 264 N w101->w85->p24->p27->c47->c50
3125.0000 I9 678250 8 1334.0000 c51 null 277 N c51->w103->p35->t124->p4->p24->c56->w105->p0
3126.0000 I9 678250 7 1335.0000 c51 null 277 N c51->w103->p35->t124->p4->p16->w95->w113
3126.0000 I8 513337 4 1554.0000 c79 null 274 N c79->c66->p25->t121->w119
3127.0000 I9 678250 5 1336.0000 c51 null 277 N c51->w103->p35->p1->p37->p28
3128.0000 I1 593012 5 3043.0000 p10 null 249 N p10->w89->p13->w88->p31->w118
3129.0000 I12 613454 5 939.0000 c71 null 284 N c71->p39->c53->w112->w106->p39
3130.0000 I4 638104 4 2374.0000 c47 null 260 N c47->c51->p0->t123->p36
3132.0000 I9 678250 7 1341.0000 c51 null 277 N c51->w103->p35->t124->p4->p16->t121->w119
3133.0000 I14 817476 5 647.0000 w115 null 289 N w115->c40->w85->c52->w114->p13
3133.0000 I8 513337 4 1561.0000 c79 null 273 N c79->c66->p27->c70->w80
3133.0000 I8 513337 3 1561.0000 c79 null 273 N c79->w82->c62->c69
3134.0000 I8 513337 4 1562.0000 c79 null 273 N c79->p4->p8->c47->c50
3135.0000 I12 613454 4 945.0000 c71 null 284 N c71->c46->p28->w113->p31
3136.0000 I4 638104 6 2380.0000 c47 null 260 N c47->c51->p0->p16->w103->t124->c71
3136.0000 I2 638690 4 2788.0000 p23 null 253 N p23->p18->p25->t123->p36
3137.0000 I9 678250 8 1346.0000 c51 null 277 N c51->w103->p35->t124->p4->p16->c66->c47->c50
3139.0000 I9 678250 4 1348.0000 c51 null 277 N c51->w103->c68->c77->w105
3140.0000 I12 613454 6 950.0000 c71 null 284 N c71->p39->c53->w116->c59->w91->c73
3141.0000 I9 678250 4 1350.0000 c51 null 277 N c51->c67->c62->w114->w102
3141.0000 I2 638690 4 2793.0000 p23 null 253 N p23->p18->p25->t123->p12
3141.0000 I12 613454 7 951.0000 c71 null 284 N c71->p39->c53->w116->t123->p18->p36->w100
3143.0000 I8 513337 6 1571.0000 c79 null 273 N c79->c66->p27->c49->c42->p14->w93
3144.0000 I12 613454 6 954.0000 c71 null 284 N c71->p39->c53->w112->w98->c68->w116
3145.0000 I12 613454 7 955.0000 c71 null 284 N c71->p39->c53->w112->p2->p31->p30->w111
3151.0000 I8 513337 4 1579.0000 c79 null 273 N c79->p11->c50->w88->p0
3151.0000 I8 513337 7 1579.0000 c79 null 273 N c79->c66->p27->c59->p39->w100->c41->p30
3152.0000 I2 638690 6 2804.0000 p23 null 253 N p23->p18->p3->w117->p34->t125->p16
3153.0000 I12 613454 4 963.0000 c71 null 283 N c71->c46->p28->c67->p4
3153.0000 I8 513337 3 1581.0000 c79 null 273 N c79->p11->w117->p34
3154.0000 I2 638690 4 2806.0000 p23 null 253 N p23->p18->p25->t123->p3
3155.0000 I9 678250 4 1364.0000 c51 null 277 N c51->w103->p35->t125->p16
3156.0000 I9 678250 3 1365.0000 c51 null 277 N c51->w98->t120->p23
3158.0000 I8 513337 5 1586.0000 c79 null 273 N c79->c66->p27->p20->w91->p11
3158.0000 I9 678250 3 1367.0000 c51 null 277 N c51->w98->w94->c63
3159.0000 I8 513337 3 1587.0000 c79 null 273 N c79->w82->t120->p23
3159.0000 I12 613454 4 969.0000 c71 null 283 N c71->p39->c53->c60->c66
3161.0000 I9 678250 4 1370.0000 c51 null 277 N c51->c67->w113->c54->w108
3161.0000 I12 613454 7 971.0000 c71 null 283 N c71->p39->c53->w112->p2->p31->p30->c57
3162.0000 I12 613454 4 972.0000 c71 null 283 N c71->p39->c53->t120->p23
3162.0000 I12 613454 6 972.0000 c71 null 283 N c71->p39->c53->p24->p29->w87->p20
3165.0000 I9 678250 5 1374.0000 c51 null 277 N c51->w103->c68->w88->w91->p11
3165.0000 I9 678250 3 1374.0000 c51 null 277 N c51->w98->t120->c69
3167.0000 I9 678250 6 1376.0000 c51 null 277 N c51->c44->w82->c41->p13->c64->w93
3167.0000 I9 678250 1 1376.0000 c51 null 277 N c51->w95
3167.0000 I8 513337 7 1595.0000 c79 null 273 N c79->c66->p27->c59->p39->w100->c41->w108
3169.0000 I9 678250 4 1378.0000 c51 null 277 N c51->w103->p10->p7->w80
3169.0000 I8 513337 5 1597.0000 c79 null 273 N c79->c66->p27->p20->w91->w96
3170.0000 I8 513337 6 1598.0000 c79 null 273 N c79->c66->p27->c49->c42->c51->w95
3172.0000 I12 613454 4 982.0000 c71 null 283 N c71->c46->p28->w113->p35
3174.0000 I1 593012 5 3089.0000 p10 null 248 N p10->w89->p13->w88->p31->w103
3177.0000 I12 613454 5 987.0000 c71 null 283 N c71->p39->c53->p24->c65->w107
3177.0000 I12 613454 5 987.0000 c71 null 283 N c71->p39->c53->w112->w106->w82
3177.0000 I8 513337 4 1605.0000 c79 null 273 N c79->w82->c62->p18->c44
3178.0000 I12 613454 3 988.0000 c71 null 283 N c71->c46->p28->w92
3179.0000 I18 632325 4 75.0000 c49 null 298 N c49->w103->p30->c57->p12
3181.0000 I8 513337 5 1609.0000 c79 null 273 N c79->c66->p27->p20->w91->c68
3185.0000 I9 678250 2 1394.0000 c51 null 276 N c51->c67->p37
3185.0000 I8 513337 6 1613.0000 c79 null 273 N c79->p4->p8->c47->c46->w87->c63
3186.0000 I2 638690 6 2838.0000 p23 null 252 N p23->p18->p3->w117->p34->t125->c43
3188.0000 I9 678250 5 1397.0000 c51 null 276 N c51->w103->c68->w88->w91->c68
3188.0000 I8 513337 6 1616.0000 c79 null 273 N c79->c66->p27->c49->c42->c67->p37
3190.0000 I12 613454 2 1000.0000 c71 null 283 N c71->w89->c63
3191.0000 I1 593012 4 3106.0000 p10 null 248 N p10->w89->c56->c66->p31
3192.0000 I12 613454 4 1002.0000 c71 null 283 N c71->p39->c53->c60->c61
3192.0000 I12 613454 5 1002.0000 c71 null 283 N c71->c46->p28->p16->w117->p0
3192.0000 I8 513337 6 1620.0000 c79 null 273 N c79->w82->c62->p18->t124->t125->c43
3192.0000 I12 613454 6 1002.0000 c71 null 283 N c71->p39->c53->w116->c50->w94->p9
3196.0000 I12 613454 7 1006.0000 c71 null 283 N c71->p39->c53->w112->w118->w102->p6->p10
3199.0000 I8 513337 6 1627.0000 c79 null 272 N c79->p4->p8->c47->c46->w87->p29
3200.0000 I9 678250 5 1409.0000 c51 null 276 N c51->w103->p35->p1->t123->w96
3202.0000 I12 613454 2 1012.0000 c71 null 283 N c71->w89->w102
3202.0000 I9 678250 6 1411.0000 c51 null 276 N c51->w103->p35->p1->p37->w87->p29
3206.0000 I2 638690 6 2858.0000 p23 null 252 N p23->p18->p3->w117->p34->t125->c46
3208.0000 I12 613454 4 1018.0000 c71 null 283 N c71->p39->c53->p24->c53
3210.0000 I12 613454 3 1020.0000 c71 null 283 N c71->p39->c47->w104
3210.0000 I1 593012 7 3125.0000 p10 null 247 N p10->p25->p21->w98->c73->w98->c68->c57
3211.0000 I4 638104 4 2455.0000 c47 null 259 N c47->p6->c59->t120->c50
3212.0000 I4 638104 6 2456.0000 c47 null 259 N c47->c51->p0->p16->w103->t125->c46
3212.0000 I12 613454 5 1022.0000 c71 null 282 N c71->c46->p28->p37->w115->p19
3215.0000 I12 613454 4 1025.0000 c71 null 282 N c71->p39->c53->c60->w98
3222.0000 I1 593012 7 3137.0000 p10 null 247 N p10->p34->w97->w115->p33->c73->w111->w92
3223.0000 I12 613454 6 1033.0000 c71 null 282 N c71->p39->c53->w116->t123->p18->w97
3224.0000 I12 613454 5 1034.0000 c71 null 282 N c71->c46->p28->p16->w117->c68
3225.0000 I8 513337 6 1653.0000 c79 null 272 N c79->c66->p27->c49->c42->c51->c77
3225.0000 I8 513337 3 1653.0000 c79 null 272 N c79->w82->t120->p7
3225.0000 I1 593012 7 3140.0000 p10 null 247 N p10->p34->w97->w115->c70->c41->p6->w104
3226.0000 I12 613454 6 1036.0000 c71 null 282 N c71->p39->c53->w116->c59->w91->p28
3227.0000 I9 678250 5 1436.0000 c51 null 276 N c51->w103->c68->p25->w89->p30
3228.0000 I12 613454 5 1038.0000 c71 null 282 N c71->p39->c53->p24->w88->w93
3228.0000 I1 593012 6 3143.0000 p10 null 247 N p10->p25->p21->w104->p38->w97->c66
3228.0000 I12 613454 4 1038.0000 c71 null 282 N c71->p39->c53->c60->w112
3228.0000 I9 678250 1 1437.0000 c51 null 276 N c51->c77
3229.0000 I12 613454 2 1039.0000 c71 null 282 N c71->c46->p27
3232.0000 I12 613454 4 1042.0000 c71 null 282 N c71->p39->c53->t120->p11
3232.0000 I8 513337 4 1660.0000 c79 null 272 N c79->c66->p25->t121->w94
3234.0000 I1 593012 4 3149.0000 p10 null 247 N p10->p11->p28->t123->w98
3234.0000 I9 678250 5 1443.0000 c51 null 275 N c51->w103->c68->w88->w91->c62
3235.0000 I4 638104 4 2479.0000 c47 null 258 N c47->p6->c59->t120->p11
3235.0000 I9 678250 7 1444.0000 c51 null 275 N c51->w103->p35->t124->p4->p16->t121->w94
3237.0000 I12 613454 5 1047.0000 c71 null 282 N c71->c46->p28->p37->w84->c50
3237.0000 I2 638690 4 2889.0000 p23 null 251 N p23->p18->p25->t123->w88
3238.0000 I8 513337 4 1666.0000 c79 null 272 N c79->p4->w118->c48->w110
3239.0000 I8 513337 5 1667.0000 c79 null 272 N c79->w82->c62->p18->t124->p16
3239.0000 I12 613454 3 1049.0000 c71 null 282 N c71->w104->p8->p29
3240.0000 I9 678250 5 1449.0000 c51 null 275 N c51->w103->c68->w88->w91->p12
3240.0000 I5 566179 5 2262.0000 w101 null 262 N w101->p31->p26->w108->t123->w88
3242.0000 I4 638104 6 2486.0000 c47 null 258 N c47->c51->p0->p16->w103->t124->p16
3243.0000 I4 638104 4 2487.0000 c47 null 258 N c47->c51->p0->t123->w88
3243.0000 I12 613454 6 1053.0000 c71 null 282 N c71->p39->c53->w116->c59->w91->p12
3245.0000 I1 593012 4 3160.0000 p10 null 247 N p10->p34->w93->w113->p27
3246.0000 I12 613454 6 1056.0000 c71 null 282 N c71->p39->c53->c61->c42->c44->p5
3246.0000 I8 513337 5 1674.0000 c79 null 272 N c79->w82->c62->p18->t123->w88
3248.0000 I1 593012 7 3163.0000 p10 null 247 N p10->p34->w97->w115->p33->c73->c54->w116
3249.0000 I2 638690 4 2901.0000 p23 null 251 N p23->p18->p25->t123->p18
3250.0000 I3 739517 8 2614.0000 c50 null 256 N c50->p17->w84->p10->p13->p33->p9->c73->w109
3251.0000 I8 513337 3 1679.0000 c79 null 272 N c79->p11->w117->p6
3251.0000 I9 678250 7 1460.0000 c51 null 275 N c51->w103->p35->t124->p4->p16->t121->w81
3252.0000 I12 613454 5 1062.0000 c71 null 282 N c71->p39->c53->w116->w105->w113
3253.0000 I1 593012 4 3168.0000 p10 null 247 N p10->p11->p28->t123->w112
3253.0000 I9 678250 4 1462.0000 c51 null 275 N c51->w103->p35->t125->c43
3253.0000 I12 613454 4 1063.0000 c71 null 282 N c71->p39->c53->t120->w115
3254.0000 I12 613454 8 1064.0000 c71 null 282 N c71->p39->c53->w112->w118->c56->t125->t124->p16
3256.0000 I1 593012 6 3171.0000 p10 null 247 N p10->p25->p21->w104->p38->w97->p5
3256.0000 I12 613454 5 1066.0000 c71 null 282 N c71->p39->c53->c61->c42->w119
3259.0000 I12 613454 7 1069.0000 c71 null 282 N c71->p39->c53->w112->w118->c56->t125->c43
3264.0000 I12 613454 6 1074.0000 c71 null 282 N c71->p39->c53->w112->w98->w85->p26
3266.0000 I9 678250 3 1475.0000 c51 null 275 N c51->w98->t120->p6
