# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
3268.0000 I1 593012 8 3183.0000 p10 null 246 N p10->p34->w110->w113->p31->w115->p0->p2->p39
3268.0000 I1 593012 4 3183.0000 p10 null 246 N p10->p34->c56->w108->p22
3269.0000 I2 638690 4 2921.0000 p23 null 251 N p23->p18->p22->t120->p6
3270.0000 I1 593012 4 3185.0000 p10 null 246 N p10->p34->c68->t121->p4
3270.0000 I1 593012 5 3185.0000 p10 null 246 N p10->p11->p28->w95->t125->p16
3273.0000 I12 613454 6 1083.0000 c71 null 281 N c71->p39->c53->w116->c50->w94->p25
3274.0000 I2 638690 6 2926.0000 p23 null 251 N p23->p18->p3->w117->p34->t124->p33
3277.0000 I5 566179 4 2299.0000 w101 null 261 N w101->c60->p12->t124->p33
3278.0000 I15 661296 4 524.0000 c75 null 291 N c75->p31->w89->p11->c50
3279.0000 I12 613454 4 1089.0000 c71 null 281 N c71->p39->c53->t120->p6
3279.0000 I12 613454 5 1089.0000 c71 null 281 N c71->p39->c53->p19->w96->c56
3280.0000 I1 593012 5 3195.0000 p10 null 246 N p10->p34->c55->w118->c55->p13
3281.0000 I1 593012 5 3196.0000 p10 null 246 N p10->w89->w92->c47->c61->w119
3282.0000 I1 593012 8 3197.0000 p10 null 246 N p10->p25->p21->w98->c73->w98->c68->c46->p23
3282.0000 I9 678250 4 1491.0000 c51 null 275 N c51->c67->w113->c71->w84
3285.0000 I12 613454 2 1095.0000 c71 null 281 N c71->w89->c76
3286.0000 I12 613454 5 1096.0000 c71 null 281 N c71->c46->p28->p16->w117->c42
3289.0000 I1 593012 8 3204.0000 p10 null 246 N p10->p34->w110->w113->p31->w115->p0->p2->w82
3289.0000 I12 613454 5 1099.0000 c71 null 281 N c71->p39->c53->p24->w88->c44
3290.0000 I1 593012 5 3205.0000 p10 null 246 N p10->p34->w110->p12->t120->p6
3291.0000 I12 613454 5 1101.0000 c71 null 281 N c71->p39->c53->p23->w99->w81
3294.0000 I9 678250 7 1503.0000 c51 null 274 N c51->w103->p35->t124->p4->p16->t121->c46
3297.0000 I5 566179 7 2319.0000 w101 null 261 N w101->w85->p24->p13->p20->w115->t121->c46
3298.0000 I12 613454 5 1108.0000 c71 null 281 N c71->p39->c53->p24->w95->c40
3299.0000 I1 593012 7 3214.0000 p10 null 246 N p10->p34->c56->w100->p32->c75->w86->w97
3300.0000 I12 613454 6 1110.0000 c71 null 281 N c71->p39->c53->t120->w97->t121->c46
3301.0000 I1 593012 4 3216.0000 p10 null 246 N p10->w103->c40->c58->p20
3302.0000 I12 613454 5 1112.0000 c71 null 281 N c71->p39->c53->w116->t123->w108
3303.0000 I12 613454 2 1113.0000 c71 null 281 N c71->w89->p30
3303.0000 I8 513337 4 1731.0000 c79 null 271 N c79->c66->p25->t121->c46
3305.0000 I12 613454 5 1115.0000 c71 null 281 N c71->c46->p28->p16->w117->w80
3305.0000 I1 593012 4 3220.0000 p10 null 246 N p10->p11->p28->t123->w108
3305.0000 I1 593012 8 3220.0000 p10 null 246 N p10->p34->w97->w115->p33->c73->c64->c45->c53
3306.0000 I1 593012 5 3221.0000 p10 null 246 N p10->w89->w92->c47->c61->w83
3306.0000 I15 661296 4 552.0000 c75 null 290 N c75->p31->p16->c66->w97
3307.0000 I12 613454 6 1117.0000 c71 null 281 N c71->p39->c53->w112->w98->w85->p38
3310.0000 I1 593012 4 3225.0000 p10 null 246 N p10->p34->c68->t121->c46
3312.0000 I9 678250 4 1521.0000 c51 null 274 N c51->c44->w82->w117->p36
3313.0000 I17 615127 5 290.0000 p34 null 295 N p34->p31->w105->c73->w96->c65
3314.0000 I1 593012 7 3229.0000 p10 null 246 N p10->p34->w97->w115->p33->c73->c54->w90
3316.0000 I1 593012 3 3231.0000 p10 null 246 N p10->w103->c40->c76
3317.0000 I9 678250 1 1526.0000 c51 null 274 N c51->c59
3317.0000 I1 593012 9 3232.0000 p10 null 246 N p10->p25->p21->w98->c73->w98->c68->w99->p36->w111
3321.0000 I8 513337 6 1749.0000 c79 null 270 N c79->w82->c62->p18->p1->c71->w84
3323.0000 I12 613454 4 1133.0000 c71 null 281 N c71->c46->p28->c67->w110
3323.0000 I2 638690 4 2975.0000 p23 null 250 N p23->p18->p22->t120->w87
3324.0000 I12 613454 1 1134.0000 c71 null 281 N c71->w84
3325.0000 I12 613454 3 1135.0000 c71 null 281 N c71->p39->c47->p21
3326.0000 I5 566179 6 2348.0000 w101 null 260 N w101->c60->p12->t124->w107->t120->w87
3326.0000 I9 678250 2 1535.0000 c51 null 274 N c51->c67->w110
3328.0000 I12 613454 7 1138.0000 c71 null 281 N c71->p39->c53->w112->p2->p31->c54->c69
3332.0000 I12 613454 6 1142.0000 c71 null 280 N c71->p39->c53->p23->w99->c78->c49
3333.0000 I9 678250 3 1542.0000 c51 null 274 N c51->w98->t120->w87
3334.0000 I9 678250 5 1543.0000 c51 null 274 N c51->w103->c68->w88->t122->c64
3336.0000 I8 513337 3 1764.0000 c79 null 270 N c79->w82->t120->w87
3338.0000 I12 613454 6 1148.0000 c71 null 280 N c71->p39->c53->w116->t123->p18->c55
3339.0000 I12 613454 4 1149.0000 c71 null 280 N c71->p39->c53->t120->w87
3340.0000 I2 638690 6 2992.0000 p23 null 250 N p23->p18->p22->c43->w108->t122->c64
3341.0000 I1 593012 5 3256.0000 p10 null 245 N p10->p34->c55->w118->c55->c69
3342.0000 I12 613454 3 1152.0000 c71 null 280 N c71->p39->c47->c65
3345.0000 I1 593012 7 3260.0000 p10 null 245 N p10->p34->w97->w115->p33->c73->c54->p25
3347.0000 I12 613454 6 1157.0000 c71 null 280 N c71->c46->p28->p37->p25->c77->p22
3347.0000 I12 613454 6 1157.0000 c71 null 280 N c71->p39->c53->w112->w118->t122->c64
3350.0000 I9 678250 4 1559.0000 c51 null 274 N c51->w103->p35->t124->w114
3352.0000 I1 593012 7 3267.0000 p10 null 245 N p10->p34->w110->w113->p31->w115->p0->c40
3353.0000 I8 513337 7 1781.0000 c79 null 270 N c79->c66->p27->c59->p39->w100->c41->c62
3353.0000 I8 513337 5 1781.0000 c79 null 270 N c79->w82->c62->p18->t124->w114
3354.0000 I12 613454 7 1164.0000 c71 null 280 N c71->p39->c53->c61->c42->c44->p7->p34
3355.0000 I1 593012 5 3270.0000 p10 null 245 N p10->p11->p28->w95->t125->p17
3356.0000 I12 613454 6 1166.0000 c71 null 280 N c71->p39->c53->w116->t123->p18->w95
3358.0000 I12 613454 7 1168.0000 c71 null 280 N c71->p39->c53->w112->w118->c56->t125->p17
3360.0000 I4 638104 6 2604.0000 c47 null 256 N c47->c51->p0->p16->w103->t124->p12
3363.0000 I15 661296 5 609.0000 c75 null 289 N c75->p31->p16->t123->t124->p12
3366.0000 I8 513337 5 1794.0000 c79 null 270 N c79->w82->c62->p18->t124->p12
3368.0000 I1 593012 3 3283.0000 p10 null 245 N p10->p11->t122->c56
3370.0000 I8 513337 5 1798.0000 c79 null 270 N c79->c66->p27->c49->c78->c41
3372.0000 I1 593012 6 3287.0000 p10 null 245 N p10->w89->p13->w88->p31->c60->c65
3372.0000 I12 613454 2 1182.0000 c71 null 280 N c71->w89->c45
3374.0000 I1 593012 5 3289.0000 p10 null 245 N p10->p11->p28->w95->t125->p12
3375.0000 I1 593012 7 3290.0000 p10 null 245 N p10->p34->w110->w113->p31->w115->p32->w107
3377.0000 I12 613454 4 1187.0000 c71 null 280 N c71->c46->p28->c67->p1
3381.0000 I1 593012 4 3296.0000 p10 null 245 N p10->p25->p21->t124->p38
3382.0000 I1 593012 6 3297.0000 p10 null 245 N p10->w89->p13->w88->p31->c60->p21
3383.0000 I12 613454 7 1193.0000 c71 null 280 N c71->p39->c53->w112->p2->p31->c54->w101
3384.0000 I2 638690 4 3036.0000 p23 null 249 N p23->p18->p25->t123->w106
3384.0000 I1 593012 7 3299.0000 p10 null 245 N p10->p34->w110->w113->p31->w115->p32->c73
3391.0000 I12 613454 5 1201.0000 c71 null 279 N c71->p39->c53->w116->t123->w106
3392.0000 I1 593012 4 3307.0000 p10 null 244 N p10->w103->c40->c58->w113
3393.0000 I12 613454 5 1203.0000 c71 null 279 N c71->p39->c53->w116->c52->p2
3404.0000 I12 613454 5 1214.0000 c71 null 279 N c71->p39->c53->w116->c58->c77
3415.0000 I12 613454 5 1225.0000 c71 null 279 N c71->c46->p28->p37->p15->c75
3416.0000 I15 661296 3 662.0000 c75 null 288 N c75->p31->w84->w107
3420.0000 I12 613454 5 1230.0000 c71 null 279 N c71->p39->c53->w116->t123->w96
3425.0000 I15 661296 3 671.0000 c75 null 288 N c75->p31->w84->w87
3429.0000 I1 593012 8 3344.0000 p10 null 244 N p10->p34->w97->w115->p33->c73->c54->c70->w100
3433.0000 I1 593012 4 3348.0000 p10 null 244 N p10->p25->p21->t124->p9
3434.0000 I12 613454 5 1244.0000 c71 null 279 N c71->p39->c53->w112->c79->w88
3437.0000 I9 678250 3 1646.0000 c51 null 272 N c51->w98->t120->p15
3442.0000 I9 678250 5 1651.0000 c51 null 272 N c51->w103->c68->w88->c79->w91
3445.0000 I8 513337 1 1873.0000 c79 null 268 N c79->w91
3446.0000 I8 513337 6 1874.0000 c79 null 268 N c79->w82->c62->p18->t124->t125->p14
3446.0000 I12 613454 6 1256.0000 c71 null 279 N c71->p39->c53->w112->w118->t122->w94
3448.0000 I15 661296 3 694.0000 c75 null 288 N c75->p31->c73->p4
3449.0000 I12 613454 6 1259.0000 c71 null 279 N c71->p39->c53->w112->w118->t122->p36
3450.0000 I8 513337 6 1878.0000 c79 null 268 N c79->w82->c62->p18->t124->t125->w85
3451.0000 I4 638104 4 2695.0000 c47 null 255 N c47->w114->w99->t121->c76
3451.0000 I12 613454 5 1261.0000 c71 null 278 N c71->p39->c53->w112->c79->w91
3453.0000 I9 678250 4 1662.0000 c51 null 272 N c51->w103->p35->t125->w85
3456.0000 I2 638690 6 3108.0000 p23 null 248 N p23->p18->p22->c43->w108->t122->w97
3456.0000 I1 593012 5 3371.0000 p10 null 243 N p10->p34->c55->w118->c55->w115
3460.0000 I9 678250 4 1669.0000 c51 null 272 N c51->w103->p35->t125->c71
3463.0000 I8 513337 6 1891.0000 c79 null 268 N c79->w82->c62->p18->t124->t125->c71
3467.0000 I1 593012 8 3382.0000 p10 null 243 N p10->p34->w97->w115->p33->c73->c54->c70->p32
3471.0000 I9 678250 4 1680.0000 c51 null 272 N c51->w103->p35->t125->w88
3476.0000 I12 613454 5 1286.0000 c71 null 278 N c71->p39->c53->w116->c51->p24
3476.0000 I1 593012 7 3391.0000 p10 null 243 N p10->p34->c56->w100->p32->c75->w86->p2
3478.0000 I1 593012 4 3393.0000 p10 null 243 N p10->p11->p28->t123->c64
3481.0000 I15 661296 4 727.0000 c75 null 287 N c75->p31->p16->t123->c64
3484.0000 I2 638690 4 3136.0000 p23 null 247 N p23->p18->p22->t120->c79
3493.0000 I1 593012 8 3408.0000 p10 null 243 N p10->p34->w97->w115->p33->c73->w111->c59->p29
3494.0000 I12 613454 5 1304.0000 c71 null 278 N c71->p39->c53->w112->c79->w85
3495.0000 I9 678250 7 1704.0000 c51 null 271 N c51->w103->p35->t124->p4->p16->t121->c52
3496.0000 I9 678250 4 1705.0000 c51 null 271 N c51->c44->w82->c41->p14
3498.0000 I1 593012 5 3413.0000 p10 null 243 N p10->p34->w110->p12->t120->p26
3498.0000 I12 613454 3 1308.0000 c71 null 278 N c71->p39->c47->c60
3500.0000 I1 593012 4 3415.0000 p10 null 243 N p10->w103->c40->p24->c49
3501.0000 I8 513337 3 1929.0000 c79 null 267 N c79->w82->t120->c72
3501.0000 I8 513337 4 1929.0000 c79 null 267 N c79->c66->p25->t121->c52
3504.0000 I12 613454 6 1314.0000 c71 null 278 N c71->p39->c53->t120->w97->t121->c52
3507.0000 I2 638690 4 3159.0000 p23 null 247 N p23->p18->p22->t120->c72
3508.0000 I1 593012 6 3423.0000 p10 null 242 N p10->p34->w97->w115->p33->c42->p11
3510.0000 I12 613454 4 1320.0000 c71 null 278 N c71->p39->c53->t120->c72
3511.0000 I15 661296 6 757.0000 c75 null 287 N c75->p31->p16->p19->w87->c42->p11
3512.0000 I12 613454 6 1322.0000 c71 null 277 N c71->p39->c53->w112->w118->t122->w90
3514.0000 I1 593012 5 3429.0000 p10 null 242 N p10->p34->c55->w118->c55->c68
3515.0000 I15 661296 3 761.0000 c75 null 287 N c75->p31->c73->p39
3516.0000 I12 613454 5 1326.0000 c71 null 277 N c71->p39->c53->w116->c51->w105
3521.0000 I1 593012 5 3436.0000 p10 null 242 N p10->p34->w110->p12->t120->c72
3523.0000 I15 661296 6 769.0000 c75 null 287 N c75->p31->p16->p19->c71->p27->c46
3526.0000 I12 613454 5 1336.0000 c71 null 277 N c71->p39->c53->w116->c51->p15
3529.0000 I15 661296 4 775.0000 c75 null 287 N c75->p31->w105->c78->p17
3546.0000 I1 593012 5 3461.0000 p10 null 242 N p10->p34->w110->p12->t120->w106
3552.0000 I2 638690 3 3204.0000 p23 null 246 N p23->p18->t121->p11
3556.0000 I5 566179 6 2578.0000 w101 null 257 N w101->c60->p12->t124->w107->t120->w117
3559.0000 I9 678250 7 1768.0000 c51 null 270 N c51->w103->p35->t124->p4->p16->t121->c54
3559.0000 I2 638690 4 3211.0000 p23 null 246 N p23->p18->p22->t120->w117
3562.0000 I9 678250 3 1771.0000 c51 null 270 N c51->w98->t120->w117
3562.0000 I8 513337 4 1990.0000 c79 null 266 N c79->c66->p25->t121->p15
3563.0000 I12 613454 5 1373.0000 c71 null 277 N c71->p39->c53->p23->w99->c54
3572.0000 I1 593012 4 3487.0000 p10 null 241 N p10->p34->c68->t121->c61
3580.0000 I9 678250 3 1789.0000 c51 null 270 N c51->w98->t120->w99
3583.0000 I15 661296 6 829.0000 c75 null 286 N c75->p31->p16->p19->w87->w92->w101
3583.0000 I2 638690 4 3235.0000 p23 null 246 N p23->p18->p22->t120->w99
3589.0000 I5 566179 4 2611.0000 w101 null 256 N w101->c60->p12->t124->w91
3603.0000 I9 678250 3 1812.0000 c51 null 269 N c51->w98->t120->p34
3604.0000 I1 593012 4 3519.0000 p10 null 241 N p10->p11->p28->t123->p36
3607.0000 I15 661296 4 853.0000 c75 null 285 N c75->w86->p9->p32->p36
3609.0000 I4 638104 4 2853.0000 c47 null 252 N c47->p6->c59->t120->c48
3612.0000 I9 678250 3 1821.0000 c51 null 269 N c51->w98->t120->c48
3615.0000 I9 678250 5 1824.0000 c51 null 269 N c51->w103->p35->p1->t123->p7
3618.0000 I5 566179 6 2640.0000 w101 null 256 N w101->c60->p12->t124->w107->t120->c48
3624.0000 I8 513337 6 2052.0000 c79 null 265 N c79->w82->c62->c74->w92->t122->p24
3628.0000 I8 513337 3 2056.0000 c79 null 265 N c79->w82->t120->c48
3628.0000 I19 660031 6 273.0000 p14 null 295 N p14->c66->w100->t124->w90->w117->p27
3630.0000 I15 661296 4 876.0000 c75 null 285 N c75->p31->w89->p0->w111
3633.0000 I12 613454 8 1443.0000 c71 null 275 N c71->p39->c53->w112->w118->c56->t125->t124->c71
3638.0000 I9 678250 7 1847.0000 c51 null 269 N c51->w103->p35->t124->p4->p16->t121->c47
3641.0000 I8 513337 4 2069.0000 c79 null 265 N c79->c66->p25->t121->c47
3644.0000 I4 638104 4 2888.0000 c47 null 251 N c47->w114->w99->t121->c47
3663.0000 I1 593012 6 3578.0000 p10 null 240 N p10->p34->w110->p12->c79->c74->w86
3664.0000 I15 661296 4 910.0000 c75 null 284 N c75->p31->p16->w93->p19
3664.0000 I1 593012 5 3579.0000 p10 null 240 N p10->p34->c55->w118->c55->p0
3665.0000 I12 613454 5 1475.0000 c71 null 275 N c71->p39->c53->w116->c59->p14
3666.0000 I12 613454 6 1476.0000 c71 null 275 N c71->p39->c53->w112->w118->t122->p37
3667.0000 I15 661296 5 913.0000 c75 null 284 N c75->p31->p16->p19->p15->p29
3671.0000 I15 661296 4 917.0000 c75 null 284 N c75->c40->w97->w113->w86
3684.0000 I1 593012 4 3599.0000 p10 null 240 N p10->p25->p21->t124->c75
3685.0000 I5 566179 2 2707.0000 w101 null 254 N w101->t122->p30
3685.0000 I1 593012 5 3600.0000 p10 null 240 N p10->p34->c55->w118->c55->c50
3689.0000 I21 611019 1 3.0000 c69 null 299 N c69->p4
3694.0000 D15 1000000 1 5.0000 p4 c69 299 Y p4->c69
3696.0000 I15 661296 3 942.0000 c75 null 284 N c75->p31->c73->p30
3697.0000 I15 661296 11 943.0000 c75 null 284 N c75->p31->p16->p19->w87->p35->w85->p23->w109->w82->t120->c76
3703.0000 I12 613454 6 1513.0000 c71 null 274 N c71->p39->c53->w112->w118->t122->c47
3704.0000 I15 661296 4 950.0000 c75 null 284 N c75->p31->p16->w115->p27
3706.0000 I5 566179 2 2728.0000 w101 null 254 N w101->t122->c47
3707.0000 I15 661296 3 953.0000 c75 null 284 N c75->p31->c73->p2
3708.0000 I12 613454 6 1518.0000 c71 null 274 N c71->p39->c53->w112->w98->c74->w117
3709.0000 I9 678250 4 1918.0000 c51 null 268 N c51->c44->w82->c78->c67
3709.0000 I15 661296 6 955.0000 c75 null 284 N c75->p31->c46->c65->t121->t122->c47
3731.0000 I15 661296 4 977.0000 c75 null 283 N c75->p31->p16->c63->p22
3736.0000 I12 613454 4 1546.0000 c71 null 274 N c71->c46->p28->c70->p7
3742.0000 I15 661296 7 988.0000 c75 null 283 N c75->p31->c58->c70->w81->c43->p16->c57
3749.0000 I4 638104 4 2993.0000 c47 null 250 N c47->w114->w99->t121->c60
3752.0000 I1 593012 4 3667.0000 p10 null 238 N p10->p34->c68->t121->c60
3764.0000 I15 661296 6 1010.0000 c75 null 283 N c75->p31->c58->p36->p1->p26->c69
3782.0000 I5 566179 7 2804.0000 w101 null 253 N w101->w85->p24->p13->p20->w115->t121->c68
3783.0000 I4 638104 4 3027.0000 c47 null 249 N c47->p6->c59->t120->c79
3784.0000 I15 661296 5 1030.0000 c75 null 282 N c75->p31->p16->w93->c56->p23
3788.0000 I15 661296 5 1034.0000 c75 null 282 N c75->p31->c46->c65->t121->c68
3790.0000 I9 678250 3 1999.0000 c51 null 266 N c51->w98->t120->c79
3790.0000 I15 661296 5 1036.0000 c75 null 282 N c75->p31->p16->w104->p6->p38
3792.0000 I15 661296 4 1038.0000 c75 null 282 N c75->p31->w89->p28->p26
3796.0000 I12 613454 4 1606.0000 c71 null 273 N c71->p39->c53->t120->c79
3799.0000 I15 661296 3 1045.0000 c75 null 282 N c75->w86->p9->c60
3803.0000 I8 513337 3 2231.0000 c79 null 262 N c79->w82->t120->c79
3810.0000 I15 661296 11 1056.0000 c75 null 282 N c75->p31->p16->p19->w87->p35->w85->p23->w109->w82->t120->c79
3813.0000 I21 611019 3 127.0000 c69 null 297 N c69->p23->c61->p17
3814.0000 I15 661296 6 1060.0000 c75 null 282 N c75->p31->c46->c65->t121->t122->p31
3819.0000 I4 638104 4 3063.0000 c47 null 248 N c47->c51->p0->t123->c70
3822.0000 I2 638690 4 3474.0000 p23 null 242 N p23->p18->p25->t123->c70
3825.0000 I5 566179 5 2847.0000 w101 null 252 N w101->p31->p26->w108->t123->c70
3828.0000 I8 513337 5 2256.0000 c79 null 262 N c79->w82->c62->p18->t123->c70
3829.0000 I1 593012 4 3744.0000 p10 null 237 N p10->p34->c68->t121->c55
3830.0000 I15 661296 6 1076.0000 c75 null 282 N c75->p31->c46->c65->t121->w114->c65
3832.0000 I15 661296 4 1078.0000 c75 null 282 N c75->p31->c58->c70->p24
3835.0000 I15 661296 4 1081.0000 c75 null 281 N c75->p31->p16->w93->p20
3839.0000 I15 661296 5 1085.0000 c75 null 281 N c75->p31->c58->c70->w81->p13
3839.0000 I4 638104 4 3083.0000 c47 null 248 N c47->c51->p0->t123->p24
3842.0000 I15 661296 8 1088.0000 c75 null 281 N c75->p31->p16->p19->w87->w92->w110->c52->c70
3851.0000 I15 661296 3 1097.0000 c75 null 281 N c75->p31->c73->w103
3861.0000 I15 661296 3 1107.0000 c75 null 281 N c75->p31->p33->p6
3863.0000 I15 661296 5 1109.0000 c75 null 281 N c75->p31->p16->w93->c56->w93
3865.0000 I1 593012 7 3780.0000 p10 null 237 N p10->p34->w97->w115->p33->c73->c54->c42
3871.0000 I15 661296 5 1117.0000 c75 null 281 N c75->p31->w89->p28->c54->c42
3887.0000 I15 661296 3 1133.0000 c75 null 281 N c75->p31->c73->w108
3890.0000 I8 513337 5 2318.0000 c79 null 261 N c79->w82->c62->p18->t124->c74
3897.0000 I1 593012 4 3812.0000 p10 null 236 N p10->p25->p21->t124->c74
3900.0000 I5 566179 4 2922.0000 w101 null 251 N w101->c60->p12->t124->c74
3903.0000 I9 678250 4 2112.0000 c51 null 264 N c51->w103->p35->t124->c74
3906.0000 I12 613454 8 1716.0000 c71 null 271 N c71->p39->c53->w112->w118->c56->t125->t124->c74
3907.0000 I15 661296 8 1153.0000 c75 null 280 N c75->p31->p16->p19->w87->w92->w110->p21->c61
3909.0000 I12 613454 7 1719.0000 c71 null 271 N c71->p39->c53->w112->w118->c56->t125->p8
3909.0000 I15 661296 5 1155.0000 c75 null 280 N c75->p31->p16->t123->t124->c74
3911.0000 I15 661296 5 1157.0000 c75 null 280 N c75->p31->p16->p19->p15->p0
3911.0000 I15 661296 5 1157.0000 c75 null 280 N c75->p31->p16->p30->w82->w98
3912.0000 I8 513337 6 2340.0000 c79 null 261 N c79->w82->c62->p18->t124->t125->p8
3914.0000 I9 678250 5 2123.0000 c51 null 264 N c51->w103->p35->p1->t123->w89
3917.0000 I8 513337 5 2345.0000 c79 null 260 N c79->w82->c62->p18->t123->w89
3919.0000 I21 611019 5 233.0000 c69 null 296 N c69->p23->p15->w97->c65->p19
3920.0000 I5 566179 5 2942.0000 w101 null 250 N w101->p31->p26->w108->t123->w89
3923.0000 I4 638104 4 3167.0000 c47 null 247 N c47->c51->p0->t123->w89
3924.0000 I15 661296 2 1170.0000 c75 null 280 N c75->p10->p35
3925.0000 I21 611019 5 239.0000 c69 null 296 N c69->p23->p15->p29->p11->c72
3926.0000 I12 613454 5 1736.0000 c71 null 271 N c71->p39->c53->w116->t123->w89
3926.0000 I12 613454 6 1736.0000 c71 null 271 N c71->p39->c53->p23->w99->c78->c67
3929.0000 I15 661296 5 1175.0000 c75 null 280 N c75->p31->c58->p36->w102->w106
3933.0000 I15 661296 5 1179.0000 c75 null 280 N c75->p31->p16->p19->p15->c49
3935.0000 I21 611019 4 249.0000 c69 null 295 N c69->p23->w92->w93->w90
3935.0000 I15 661296 8 1181.0000 c75 null 280 N c75->p31->p16->p19->w87->w92->w110->c52->c55
3935.0000 I15 661296 3 1181.0000 c75 null 280 N c75->p31->c51->w92
3936.0000 I5 566179 4 2958.0000 w101 null 250 N w101->c60->p12->t124->c41
3939.0000 I2 638690 6 3591.0000 p23 null 240 N p23->p18->p3->w117->p34->t124->c41
3940.0000 I15 661296 5 1186.0000 c75 null 280 N c75->p31->p16->p19->p15->c44
3942.0000 I4 638104 6 3186.0000 c47 null 246 N c47->c51->p0->p16->w103->t124->c41
3943.0000 I21 611019 4 257.0000 c69 null 295 N c69->p23->w92->w93->w95
3943.0000 I15 661296 9 1189.0000 c75 null 280 N c75->p31->p16->p19->w87->p35->w85->p23->w109->c53
3944.0000 I15 661296 3 1190.0000 c75 null 280 N c75->p31->w94->w116
3945.0000 I9 678250 4 2154.0000 c51 null 264 N c51->w103->p35->t124->c41
3947.0000 I15 661296 5 1193.0000 c75 null 280 N c75->p31->w89->p28->c54->w89
3950.0000 I21 611019 4 264.0000 c69 null 295 N c69->p23->w92->w98->c50
3951.0000 I21 611019 2 265.0000 c69 null 295 N c69->p26->c57
3951.0000 I21 611019 6 265.0000 c69 null 295 N c69->p23->p15->p29->p11->p0->t120
3954.0000 I15 661296 11 1200.0000 c75 null 280 N c75->p31->p16->p19->w87->p35->w85->p23->w109->w82->t120->c73
3957.0000 I15 661296 5 1203.0000 c75 null 279 N c75->p31->p16->p30->w82->c43
3958.0000 I15 661296 5 1204.0000 c75 null 279 N c75->p31->p16->t123->t124->c41
3959.0000 I2 638690 3 3611.0000 p23 null 239 N p23->p18->t121->c59
3960.0000 I4 638104 6 3204.0000 c47 null 246 N c47->c51->p0->p16->w103->t125->w99
3962.0000 I5 566179 7 2984.0000 w101 null 250 N w101->w85->p24->p13->p20->w115->t121->c59
3962.0000 I15 661296 8 1208.0000 c75 null 279 N c75->p31->p16->p19->w87->w92->w110->p21->w83
3963.0000 I12 613454 7 1773.0000 c71 null 270 N c71->p39->c53->w112->w118->c56->t125->w99
3964.0000 I21 611019 6 278.0000 c69 null 295 N c69->p23->p15->c44->c54->w109->t122
3965.0000 I4 638104 4 3209.0000 c47 null 246 N c47->w114->w99->t121->c59
3966.0000 I15 661296 8 1212.0000 c75 null 279 N c75->p31->p16->p19->w87->w92->w110->p21->c71
3967.0000 I20 731219 4 362.0000 c51 null 293 N c51->w87->p8->w93->w101
3968.0000 I12 613454 6 1778.0000 c71 null 270 N c71->p39->c53->t120->w97->t121->c59
3971.0000 I1 593012 4 3886.0000 p10 null 235 N p10->p34->c68->t121->c59
3973.0000 I15 661296 8 1219.0000 c75 null 279 N c75->p31->p16->p19->w87->w92->w110->p21->c56
3976.0000 I15 661296 5 1222.0000 c75 null 279 N c75->p31->c58->p36->p1->w110
3978.0000 I15 661296 6 1224.0000 c75 null 279 N c75->p31->c46->c65->t121->t122->p3
3979.0000 I1 593012 5 3894.0000 p10 null 235 N p10->p34->w110->p12->t120->w99
3981.0000 I8 513337 6 2409.0000 c79 null 259 N c79->w82->c62->c74->w92->t122->p3
3982.0000 I15 661296 8 1228.0000 c75 null 279 N c75->p31->p16->p19->w87->w92->w110->p21->w104
3985.0000 I15 661296 4 1231.0000 c75 null 279 N c75->p31->p16->w90->w81
3986.0000 I15 661296 5 1232.0000 c75 null 279 N c75->p31->p16->t123->t125->c66
3988.0000 I21 611019 3 302.0000 c69 null 294 N c69->p23->p3->p14
3992.0000 I21 611019 3 306.0000 c69 null 294 N c69->p23->w92->c74
3993.0000 I15 661296 7 1239.0000 c75 null 279 N c75->p31->p16->p19->w87->w98->p18->w80
3997.0000 I15 661296 4 1243.0000 c75 null 279 N c75->p31->p16->t123->p9
3997.0000 I15 661296 7 1243.0000 c75 null 279 N c75->p31->c58->c70->w81->c43->p16->w100
4002.0000 I15 661296 8 1248.0000 c75 null 279 N c75->p31->p16->p19->w87->w92->w110->p21->w117
4009.0000 I15 661296 4 1255.0000 c75 null 279 N c75->p31->p16->c63->w91
4012.0000 I15 661296 4 1258.0000 c75 null 279 N c75->p31->w105->c78->c77
4026.0000 I15 661296 6 1272.0000 c75 null 278 N c75->p31->c58->c70->w81->c62->w102
4028.0000 I9 678250 5 2237.0000 c51 null 262 N c51->w103->c68->w88->t122->p3
4031.0000 I15 661296 4 1277.0000 c75 null 278 N c75->p31->p16->t123->p14
4034.0000 I15 661296 9 1280.0000 c75 null 278 N c75->p31->p16->p19->w87->p35->w85->p23->w109->w96
4035.0000 I23 618088 4 124.0000 w111 null 297 N w111->p20->p3->p14->t123
4036.0000 I5 566179 7 3058.0000 w101 null 249 N w101->w85->p24->p13->p20->w115->t121->p0
4045.0000 I15 661296 6 1291.0000 c75 null 278 N c75->p31->w94->p14->w103->p8->w115
4058.0000 I15 661296 6 1304.0000 c75 null 278 N c75->p31->w94->p14->w103->p8->c48
4059.0000 I15 661296 1 1305.0000 c75 null 278 N c75->p15
4059.0000 I2 638690 4 3711.0000 p23 null 238 N p23->p18->p22->t120->w113
4062.0000 I15 661296 11 1308.0000 c75 null 278 N c75->p31->p16->p19->w87->p35->w85->p23->w109->w82->t120->w113
